fips,lon,lat,pop,name
48243,-103.99692,30.608875,1996,Jeff Davis
48245,-94.067627,30.01146,256526,Jefferson
48247,-98.685247,27.303139,4838,Jim Hogg
48249,-98.062817,27.755632,38891,Jim Wells
48251,-97.322751,32.441328,179927,Johnson
48253,-99.80506,32.706551,19663,Jones
48255,-97.870329,28.85811,14710,Karnes
48257,-96.358092,32.671244,145310,Kaufman
48259,-98.717572,29.831401,44279,Kendall
48261,-97.788911,27.104123,350,Kenedy
48263,-100.625144,33.25047,753,Kent
48265,-99.159357,30.040273,52598,Kerr
48267,-99.727741,30.486259,4286,Kimble
48269,-100.29575,33.644368,265,King
48271,-100.41821,29.303419,3129,Kinney
48273,-97.856967,27.491433,31040,Kleberg
48275,-99.703999,33.459835,3353,Knox
48277,-95.534041,33.675491,50088,Lamar
48279,-102.324682,34.028312,13045,Lamb
48281,-98.1132,31.095229,21627,Lampasas
48283,-99.246365,28.353424,6664,La Salle
48285,-97.04381,29.407088,20337,Lavaca
48287,-96.971427,30.274826,17478,Lee
48289,-96.04831,31.291285,15719,Leon
48291,-94.925523,30.159245,91628,Liberty
48293,-96.519096,31.59043,22146,Limestone
48295,-100.363063,36.386639,3059,Lipscomb
48297,-98.108137,28.336604,11335,Live Oak
48299,-98.508665,30.680229,21243,Llano
48301,-103.608978,31.777896,64,Loving
48303,-101.894337,33.552551,310639,Lubbock
48305,-101.817174,33.199122,5596,Lynn
48307,-99.338842,31.148033,7630,McCulloch
48309,-97.174773,31.53998,260579,McLennan
48311,-98.523036,28.438706,600,McMullen
48313,-95.899678,30.955832,13455,Madison
48315,-94.423174,32.789481,9725,Marion
48317,-101.8275,32.173602,5237,Martin
48319,-99.220235,30.754424,3953,Mason
48321,-95.998903,28.918149,36255,Matagorda
48323,-100.478172,28.706412,57887,Maverick
48325,-98.953359,29.313933,50748,Medina
48327,-99.776701,30.901087,1962,Menard
48329,-102.10655,32.003156,169983,Midland
48331,-97.008624,30.744263,24754,Milam
48333,-98.578378,31.483977,4456,Mills
48335,-100.864009,32.392285,8990,Mitchell
48337,-97.760712,33.632783,19965,Montague
48339,-95.462136,30.228848,620443,Montgomery
48341,-101.956502,35.902872,21358,Moore
48343,-94.72288,33.073156,11973,Morris
48345,-100.842931,34.013578,1063,Motley
48347,-94.644584,31.625667,64653,Nacogdoches
48349,-96.485996,32.081317,52624,Navarro
48351,-93.754831,30.685761,12217,Newton
48353,-100.411741,32.451081,14738,Nolan
48355,-97.428318,27.728576,353178,Nueces
48357,-100.810093,36.381051,10015,Ochiltree
48359,-102.40757,35.291939,1758,Oldham
48361,-93.865826,30.120218,84808,Orange
48363,-98.163963,32.779308,28409,Palo Pinto
48365,-94.335132,32.163354,22491,Panola
48367,-97.727364,32.789424,148222,Parker
48369,-102.815696,34.540661,9869,Parmer
48371,-102.79926,30.89706,15193,Pecos
48373,-94.936813,30.736484,50123,Polk
48375,-101.839818,35.221526,118525,Potter
48377,-104.249357,29.838522,6131,Presidio
48379,-95.795059,32.885663,12164,Rains
48381,-101.891409,35.119788,140753,Randall
48383,-101.466333,31.214335,3385,Reagan
48385,-99.823692,29.723692,2758,Real
48387,-95.078313,33.591924,11587,Red River
48389,-103.526322,31.387128,14748,Reeves
48391,-97.247591,28.290523,6741,Refugio
48393,-100.695549,35.716278,827,Roberts
48395,-96.543247,30.966033,16757,Robertson
48397,-96.427986,32.916866,107819,Rockwall
48399,-99.99361,31.79918,9900,Runnels
48401,-94.798485,32.194387,52214,Rusk
48403,-93.84941,31.339019,9894,Sabine
48405,-94.152849,31.441095,7918,San Augustine
48407,-95.13469,30.549124,27402,San Jacinto
48409,-97.39104,27.942669,68755,San Patricio
48411,-98.760354,31.188156,5730,San Saba
48413,-100.592817,30.869698,2451,Schleicher
48415,-100.909103,32.704112,16932,Scurry
48417,-99.306244,32.690986,3105,Shackelford
48419,-94.181492,31.823503,24022,Shelby
48421,-102.008261,36.33275,2782,Sherman
48423,-95.300981,32.326145,233479,Smith
48425,-97.752235,32.234974,9205,Somervell
48427,-98.843415,26.387766,65920,Starr
48429,-98.902179,32.75621,9101,Stephens
48431,-100.993285,31.83476,1372,Sterling
48433,-100.232471,33.144536,1245,Stonewall
48435,-100.627673,30.563302,3372,Sutton
48437,-101.771575,34.532201,6971,Swisher
48439,-97.247663,32.764453,2110640,Tarrant
48441,-99.767126,32.417775,143208,Taylor
48443,-102.352197,30.160108,760,Terrell
48445,-102.271846,33.182705,11831,Terry
48447,-99.139569,33.141356,1440,Throckmorton
48449,-94.966537,33.175862,31247,Titus
48451,-100.461171,31.451021,120003,Tom Green
48453,-97.748216,30.314282,1290188,Travis
48455,-95.244685,30.998905,13602,Trinity
48457,-94.367741,30.738682,19798,Tyler
48459,-94.92227,32.697929,40892,Upshur
48461,-102.124982,31.180959,3308,Upton
48463,-99.757846,29.243318,24564,Uvalde
48465,-100.898072,29.380944,47586,Val Verde
48467,-95.837646,32.577505,59541,Van Zandt
48469,-96.991571,28.825017,91319,Victoria
48471,-95.538696,30.725832,76400,Walker
48473,-95.953615,29.996824,56794,Waller
48475,-102.912603,31.56929,11644,Ward
48477,-96.397834,30.181502,35805,Washington
48479,-99.475549,27.522979,267114,Webb
48481,-96.175435,29.276712,41570,Wharton
48483,-100.263458,35.352532,4990,Wheeler
48485,-98.552501,33.920901,129350,Wichita
48487,-99.296953,34.144872,12887,Wilbarger
48489,-97.777449,26.452376,20164,Willacy
48491,-97.716991,30.560987,609017,Williamson
48493,-98.142982,29.231356,49753,Wilson
48495,-103.0992,31.842332,7791,Winkler
48497,-97.629879,33.161791,68632,Wise
48499,-95.400092,32.776047,44843,Wood
48501,-102.833127,33.022609,7694,Yoakum
48503,-98.624184,33.164283,17867,Young
48505,-99.266007,26.903441,13889,Zapata
48507,-99.810168,28.74941,9670,Zavala
