fips,county,year,month,fatal_crashes,total_fatalities,alcohol_fatal_crashes,weekend_crashes,night_crashes,crashes_sun,crashes_mon,crashes_tue,crashes_wed,crashes_thu,crashes_fri,crashes_sat,alcohol_flag_source,countywide_wet,cohort,treated_unit,neighbor_unit,clean_control,n_wet_neighbors,share_wet_neighbors,n_neighbors,total_pop,median_hh_income,median_age,poverty_rate,pct_white,pct_black,pct_under_18,pct_21plus,pop_21plus,fatal_crashes_pc,alcohol_crashes_pc,church_establishments,church_employees
5001,Arkansas,2009,6,1,2,1,0,1,0,0,1,0,0,0,0,DRUNK_DR,1,0,0,1,0,5,0.7142857142857143,7,19385.0,36341.0,42.0,0.1837,0.7294,0.2434,0.237,0.763,14790.0,61.9035,61.9035,23,165
5001,Arkansas,2009,7,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19385.0,36341.0,42.0,0.1837,0.7294,0.2434,0.237,0.763,14790.0,0.0,0.0,23,165
5001,Arkansas,2009,8,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19385.0,36341.0,42.0,0.1837,0.7294,0.2434,0.237,0.763,14790.0,0.0,0.0,23,165
5001,Arkansas,2009,9,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19385.0,36341.0,42.0,0.1837,0.7294,0.2434,0.237,0.763,14790.0,0.0,0.0,23,165
5001,Arkansas,2009,10,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19385.0,36341.0,42.0,0.1837,0.7294,0.2434,0.237,0.763,14790.0,0.0,0.0,23,165
5001,Arkansas,2009,11,1,1,0,1,0,1,0,0,0,0,0,0,DRUNK_DR,1,0,0,1,0,5,0.7142857142857143,7,19385.0,36341.0,42.0,0.1837,0.7294,0.2434,0.237,0.763,14790.0,61.9035,0.0,23,165
5001,Arkansas,2009,12,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19385.0,36341.0,42.0,0.1837,0.7294,0.2434,0.237,0.763,14790.0,0.0,0.0,23,165
5001,Arkansas,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19321.0,37230.0,42.0,0.1894,0.7193,0.2439,0.2302,0.7698,14874.0,0.0,0.0,23,165
5001,Arkansas,2010,2,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19321.0,37230.0,42.0,0.1894,0.7193,0.2439,0.2302,0.7698,14874.0,0.0,0.0,23,165
5001,Arkansas,2010,3,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19321.0,37230.0,42.0,0.1894,0.7193,0.2439,0.2302,0.7698,14874.0,0.0,0.0,23,165
5001,Arkansas,2010,4,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19321.0,37230.0,42.0,0.1894,0.7193,0.2439,0.2302,0.7698,14874.0,0.0,0.0,23,165
5001,Arkansas,2010,5,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19321.0,37230.0,42.0,0.1894,0.7193,0.2439,0.2302,0.7698,14874.0,0.0,0.0,23,165
5001,Arkansas,2010,6,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19321.0,37230.0,42.0,0.1894,0.7193,0.2439,0.2302,0.7698,14874.0,0.0,0.0,23,165
5001,Arkansas,2010,7,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19321.0,37230.0,42.0,0.1894,0.7193,0.2439,0.2302,0.7698,14874.0,0.0,0.0,23,165
5001,Arkansas,2010,8,1,2,0,1,0,0,0,0,0,0,0,1,DRUNK_DR,1,0,0,1,0,5,0.7142857142857143,7,19321.0,37230.0,42.0,0.1894,0.7193,0.2439,0.2302,0.7698,14874.0,62.1086,0.0,23,165
5001,Arkansas,2010,9,1,1,1,1,1,0,0,0,0,0,0,1,DRUNK_DR,1,0,0,1,0,5,0.7142857142857143,7,19321.0,37230.0,42.0,0.1894,0.7193,0.2439,0.2302,0.7698,14874.0,62.1086,62.1086,23,165
5001,Arkansas,2010,10,1,1,1,1,0,1,0,0,0,0,0,0,DRUNK_DR,1,0,0,1,0,5,0.7142857142857143,7,19321.0,37230.0,42.0,0.1894,0.7193,0.2439,0.2302,0.7698,14874.0,62.1086,62.1086,23,165
5001,Arkansas,2010,11,1,1,1,1,1,1,0,0,0,0,0,0,DRUNK_DR,1,0,0,1,0,5,0.7142857142857143,7,19321.0,37230.0,42.0,0.1894,0.7193,0.2439,0.2302,0.7698,14874.0,62.1086,62.1086,23,165
5001,Arkansas,2010,12,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19321.0,37230.0,42.0,0.1894,0.7193,0.2439,0.2302,0.7698,14874.0,0.0,0.0,23,165
5001,Arkansas,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19146.0,38986.0,41.7,0.1823,0.7229,0.2436,0.2323,0.7677,14698.0,0.0,0.0,23,148
5001,Arkansas,2011,2,1,1,0,1,0,0,0,0,0,0,0,1,DRUNK_DR,1,0,0,1,0,5,0.7142857142857143,7,19146.0,38986.0,41.7,0.1823,0.7229,0.2436,0.2323,0.7677,14698.0,62.6763,0.0,23,148
5001,Arkansas,2011,3,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19146.0,38986.0,41.7,0.1823,0.7229,0.2436,0.2323,0.7677,14698.0,0.0,0.0,23,148
5001,Arkansas,2011,4,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19146.0,38986.0,41.7,0.1823,0.7229,0.2436,0.2323,0.7677,14698.0,0.0,0.0,23,148
5001,Arkansas,2011,5,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19146.0,38986.0,41.7,0.1823,0.7229,0.2436,0.2323,0.7677,14698.0,0.0,0.0,23,148
5001,Arkansas,2011,6,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19146.0,38986.0,41.7,0.1823,0.7229,0.2436,0.2323,0.7677,14698.0,0.0,0.0,23,148
5001,Arkansas,2011,7,1,1,0,0,0,0,0,0,0,1,0,0,DRUNK_DR,1,0,0,1,0,5,0.7142857142857143,7,19146.0,38986.0,41.7,0.1823,0.7229,0.2436,0.2323,0.7677,14698.0,62.6763,0.0,23,148
5001,Arkansas,2011,8,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19146.0,38986.0,41.7,0.1823,0.7229,0.2436,0.2323,0.7677,14698.0,0.0,0.0,23,148
5001,Arkansas,2011,9,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19146.0,38986.0,41.7,0.1823,0.7229,0.2436,0.2323,0.7677,14698.0,0.0,0.0,23,148
5001,Arkansas,2011,10,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19146.0,38986.0,41.7,0.1823,0.7229,0.2436,0.2323,0.7677,14698.0,0.0,0.0,23,148
5001,Arkansas,2011,11,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19146.0,38986.0,41.7,0.1823,0.7229,0.2436,0.2323,0.7677,14698.0,0.0,0.0,23,148
5001,Arkansas,2011,12,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19146.0,38986.0,41.7,0.1823,0.7229,0.2436,0.2323,0.7677,14698.0,0.0,0.0,23,148
5001,Arkansas,2012,1,1,1,0,0,0,0,0,0,0,1,0,0,DRUNK_DR,1,0,0,1,0,5,0.7142857142857143,7,19029.0,39883.0,41.5,0.17,0.7247,0.2447,0.2316,0.7684,14621.0,63.0616,0.0,25,141
5001,Arkansas,2012,2,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19029.0,39883.0,41.5,0.17,0.7247,0.2447,0.2316,0.7684,14621.0,0.0,0.0,25,141
5001,Arkansas,2012,3,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19029.0,39883.0,41.5,0.17,0.7247,0.2447,0.2316,0.7684,14621.0,0.0,0.0,25,141
5001,Arkansas,2012,4,1,1,0,0,1,0,0,0,0,1,0,0,DRUNK_DR,1,0,0,1,0,5,0.7142857142857143,7,19029.0,39883.0,41.5,0.17,0.7247,0.2447,0.2316,0.7684,14621.0,63.0616,0.0,25,141
5001,Arkansas,2012,5,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19029.0,39883.0,41.5,0.17,0.7247,0.2447,0.2316,0.7684,14621.0,0.0,0.0,25,141
5001,Arkansas,2012,6,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19029.0,39883.0,41.5,0.17,0.7247,0.2447,0.2316,0.7684,14621.0,0.0,0.0,25,141
5001,Arkansas,2012,7,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19029.0,39883.0,41.5,0.17,0.7247,0.2447,0.2316,0.7684,14621.0,0.0,0.0,25,141
5001,Arkansas,2012,8,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19029.0,39883.0,41.5,0.17,0.7247,0.2447,0.2316,0.7684,14621.0,0.0,0.0,25,141
5001,Arkansas,2012,9,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19029.0,39883.0,41.5,0.17,0.7247,0.2447,0.2316,0.7684,14621.0,0.0,0.0,25,141
5001,Arkansas,2012,10,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19029.0,39883.0,41.5,0.17,0.7247,0.2447,0.2316,0.7684,14621.0,0.0,0.0,25,141
5001,Arkansas,2012,11,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19029.0,39883.0,41.5,0.17,0.7247,0.2447,0.2316,0.7684,14621.0,0.0,0.0,25,141
5001,Arkansas,2012,12,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,19029.0,39883.0,41.5,0.17,0.7247,0.2447,0.2316,0.7684,14621.0,0.0,0.0,25,141
5001,Arkansas,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,18957.0,39633.0,41.1,0.1578,0.7241,0.2498,0.2319,0.7681,14560.0,0.0,0.0,24,142
5001,Arkansas,2013,2,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,18957.0,39633.0,41.1,0.1578,0.7241,0.2498,0.2319,0.7681,14560.0,0.0,0.0,24,142
5001,Arkansas,2013,3,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,18957.0,39633.0,41.1,0.1578,0.7241,0.2498,0.2319,0.7681,14560.0,0.0,0.0,24,142
5001,Arkansas,2013,4,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,18957.0,39633.0,41.1,0.1578,0.7241,0.2498,0.2319,0.7681,14560.0,0.0,0.0,24,142
5001,Arkansas,2013,5,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,18957.0,39633.0,41.1,0.1578,0.7241,0.2498,0.2319,0.7681,14560.0,0.0,0.0,24,142
5001,Arkansas,2013,6,1,1,0,1,0,0,0,0,0,0,0,1,DRUNK_DR,1,0,0,1,0,5,0.7142857142857143,7,18957.0,39633.0,41.1,0.1578,0.7241,0.2498,0.2319,0.7681,14560.0,63.3012,0.0,24,142
5001,Arkansas,2013,7,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,18957.0,39633.0,41.1,0.1578,0.7241,0.2498,0.2319,0.7681,14560.0,0.0,0.0,24,142
5001,Arkansas,2013,8,1,1,0,1,1,1,0,0,0,0,0,0,DRUNK_DR,1,0,0,1,0,5,0.7142857142857143,7,18957.0,39633.0,41.1,0.1578,0.7241,0.2498,0.2319,0.7681,14560.0,63.3012,0.0,24,142
5001,Arkansas,2013,9,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,18957.0,39633.0,41.1,0.1578,0.7241,0.2498,0.2319,0.7681,14560.0,0.0,0.0,24,142
5001,Arkansas,2013,10,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,18957.0,39633.0,41.1,0.1578,0.7241,0.2498,0.2319,0.7681,14560.0,0.0,0.0,24,142
5001,Arkansas,2013,11,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,18957.0,39633.0,41.1,0.1578,0.7241,0.2498,0.2319,0.7681,14560.0,0.0,0.0,24,142
5001,Arkansas,2013,12,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,18957.0,39633.0,41.1,0.1578,0.7241,0.2498,0.2319,0.7681,14560.0,0.0,0.0,24,142
5001,Arkansas,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,18861.0,37813.0,41.6,0.1766,0.7233,0.2567,0.2341,0.7659,14445.0,0.0,0.0,26,159
5001,Arkansas,2014,2,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,5,0.7142857142857143,7,18861.0,37813.0,41.6,0.1766,0.7233,0.2567,0.2341,0.7659,14445.0,0.0,0.0,26,159
