fips,county_name,acs_vintage,total_pop,median_hh_income,median_age,poverty_universe,poverty_below,poverty_rate,race_total,race_white,race_black,pct_white,pct_black,pop_under_18,pct_under_18,pop_21plus,pct_21plus
5123,"St. Francis County, Arkansas",2010,28302.0,27019.0,36.8,24409.0,7229.0,0.2962,28302.0,12889.0,14730.0,0.4554,0.5205,6977.0,0.2465,21325.0,0.7535
5125,"Saline County, Arkansas",2010,102439.0,51502.0,38.6,100264.0,9954.0,0.0993,102439.0,94072.0,4319.0,0.9183,0.0422,24882.0,0.2429,77557.0,0.7571
5127,"Scott County, Arkansas",2010,11226.0,36417.0,41.0,10948.0,2618.0,0.2391,11226.0,10270.0,0.0,0.9148,0.0,2824.0,0.2516,8402.0,0.7484
5129,"Searcy County, Arkansas",2010,8227.0,28811.0,45.2,7923.0,1802.0,0.2274,8227.0,7910.0,0.0,0.9615,0.0,1709.0,0.2077,6518.0,0.7923
5131,"Sebastian County, Arkansas",2010,123847.0,39482.0,36.5,121996.0,22008.0,0.1804,123847.0,102389.0,7551.0,0.8267,0.061,31378.0,0.2534,92469.0,0.7466
5133,"Sevier County, Arkansas",2010,16636.0,34383.0,34.2,16423.0,3755.0,0.2286,16636.0,11501.0,686.0,0.6913,0.0412,4789.0,0.2879,11847.0,0.7121
5135,"Sharp County, Arkansas",2010,17432.0,31135.0,46.1,16965.0,3654.0,0.2154,17432.0,16773.0,77.0,0.9622,0.0044,3717.0,0.2132,13715.0,0.7868
5137,"Stone County, Arkansas",2010,12321.0,30380.0,46.5,12188.0,2849.0,0.2338,12321.0,12183.0,0.0,0.9888,0.0,2580.0,0.2094,9741.0,0.7906
5139,"Union County, Arkansas",2010,42180.0,36464.0,39.8,41291.0,8827.0,0.2138,42180.0,27082.0,13823.0,0.6421,0.3277,10371.0,0.2459,31809.0,0.7541
5141,"Van Buren County, Arkansas",2010,17237.0,31960.0,46.1,17097.0,3855.0,0.2255,17237.0,16640.0,135.0,0.9654,0.0078,3582.0,0.2078,13655.0,0.7922
5143,"Washington County, Arkansas",2010,197192.0,42303.0,30.6,189800.0,33934.0,0.1788,197192.0,160221.0,6198.0,0.8125,0.0314,49868.0,0.2529,147324.0,0.7471
5145,"White County, Arkansas",2010,74957.0,39178.0,36.1,70805.0,11122.0,0.1571,74957.0,68865.0,2959.0,0.9187,0.0395,18019.0,0.2404,56938.0,0.7596
5147,"Woodruff County, Arkansas",2010,7505.0,27186.0,42.9,7484.0,1713.0,0.2289,7505.0,5203.0,2197.0,0.6933,0.2927,1717.0,0.2288,5788.0,0.7712
5149,"Yell County, Arkansas",2010,21895.0,36606.0,37.9,21656.0,3826.0,0.1767,21895.0,19540.0,259.0,0.8924,0.0118,5742.0,0.2623,16153.0,0.7377
5099,"Nevada County, Arkansas",2011,9078.0,38006.0,39.6,8894.0,2056.0,0.2312,9078.0,6089.0,2861.0,0.6707,0.3152,2233.0,0.246,6845.0,0.754
5037,"Cross County, Arkansas",2011,17992.0,38432.0,39.0,17731.0,2964.0,0.1672,17992.0,13563.0,4023.0,0.7538,0.2236,4597.0,0.2555,13395.0,0.7445
5039,"Dallas County, Arkansas",2011,8200.0,30011.0,43.4,7776.0,1404.0,0.1806,8200.0,4500.0,3559.0,0.5488,0.434,2015.0,0.2457,6185.0,0.7543
5027,"Columbia County, Arkansas",2011,24607.0,36163.0,36.6,23158.0,5737.0,0.2477,24607.0,14887.0,9074.0,0.605,0.3688,5612.0,0.2281,18995.0,0.7719
5125,"Saline County, Arkansas",2011,105033.0,52982.0,38.4,103259.0,9375.0,0.0908,105033.0,96401.0,4742.0,0.9178,0.0451,25514.0,0.2429,79519.0,0.7571
5141,"Van Buren County, Arkansas",2011,17255.0,32906.0,46.3,16920.0,4207.0,0.2486,17255.0,16607.0,186.0,0.9624,0.0108,3598.0,0.2085,13657.0,0.7915
5065,"Izard County, Arkansas",2011,13600.0,31865.0,46.6,12863.0,2289.0,0.178,13600.0,12985.0,256.0,0.9548,0.0188,2604.0,0.1915,10996.0,0.8085
5063,"Independence County, Arkansas",2011,36279.0,34878.0,38.3,35162.0,7542.0,0.2145,36279.0,34503.0,834.0,0.951,0.023,8701.0,0.2398,27578.0,0.7602
5079,"Lincoln County, Arkansas",2011,14141.0,31480.0,36.2,11066.0,2649.0,0.2394,14141.0,9389.0,4287.0,0.664,0.3032,2837.0,0.2006,11304.0,0.7994
5083,"Logan County, Arkansas",2011,22502.0,38447.0,41.3,22080.0,3435.0,0.1556,22502.0,21202.0,264.0,0.9422,0.0117,5584.0,0.2482,16918.0,0.7518
5053,"Grant County, Arkansas",2011,17767.0,50927.0,39.7,17604.0,1531.0,0.087,17767.0,16970.0,410.0,0.9551,0.0231,4296.0,0.2418,13471.0,0.7582
5035,"Crittenden County, Arkansas",2011,50701.0,35264.0,33.7,50052.0,13982.0,0.2793,50701.0,23618.0,25617.0,0.4658,0.5053,14854.0,0.293,35847.0,0.707
5047,"Franklin County, Arkansas",2011,18157.0,34819.0,41.0,17873.0,3594.0,0.2011,18157.0,17299.0,180.0,0.9527,0.0099,4466.0,0.246,13691.0,0.754
5045,"Faulkner County, Arkansas",2011,111058.0,47649.0,31.5,105905.0,16286.0,0.1538,111058.0,95037.0,11363.0,0.8557,0.1023,27206.0,0.245,83852.0,0.755
5109,"Pike County, Arkansas",2011,11288.0,32457.0,38.8,11084.0,2145.0,0.1935,11288.0,10228.0,398.0,0.9061,0.0353,2822.0,0.25,8466.0,0.75
5069,"Jefferson County, Arkansas",2011,77693.0,37682.0,36.7,72390.0,16550.0,0.2286,77693.0,33097.0,42399.0,0.426,0.5457,18667.0,0.2403,59026.0,0.7597
5089,"Marion County, Arkansas",2011,16744.0,34063.0,49.7,16551.0,2817.0,0.1702,16744.0,16163.0,1.0,0.9653,0.0001,3069.0,0.1833,13675.0,0.8167
5097,"Montgomery County, Arkansas",2011,9492.0,34934.0,46.2,9373.0,1890.0,0.2016,9492.0,9023.0,28.0,0.9506,0.0029,2000.0,0.2107,7492.0,0.7893
5127,"Scott County, Arkansas",2011,11232.0,38910.0,40.3,10998.0,2504.0,0.2277,11232.0,10127.0,30.0,0.9016,0.0027,2895.0,0.2577,8337.0,0.7423
5129,"Searcy County, Arkansas",2011,8192.0,29384.0,46.5,8107.0,1789.0,0.2207,8192.0,7923.0,0.0,0.9672,0.0,1717.0,0.2096,6475.0,0.7904
5131,"Sebastian County, Arkansas",2011,124961.0,40680.0,36.6,123232.0,24004.0,0.1948,124961.0,103792.0,7378.0,0.8306,0.059,31631.0,0.2531,93330.0,0.7469
5033,"Crawford County, Arkansas",2011,61336.0,40409.0,37.7,60814.0,10708.0,0.1761,61336.0,55896.0,858.0,0.9113,0.014,16244.0,0.2648,45092.0,0.7352
5007,"Benton County, Arkansas",2011,216314.0,52159.0,34.5,213115.0,25069.0,0.1176,216314.0,184637.0,2469.0,0.8536,0.0114,60137.0,0.278,156177.0,0.722
5017,"Chicot County, Arkansas",2011,11947.0,23954.0,42.5,11105.0,3606.0,0.3247,11947.0,5001.0,6535.0,0.4186,0.547,2808.0,0.235,9139.0,0.765
5059,"Hot Spring County, Arkansas",2011,32797.0,38188.0,39.5,31282.0,4194.0,0.1341,32797.0,28431.0,3363.0,0.8669,0.1025,7703.0,0.2349,25094.0,0.7651
5071,"Johnson County, Arkansas",2011,25408.0,31400.0,37.3,24623.0,4892.0,0.1987,25408.0,24063.0,402.0,0.9471,0.0158,6331.0,0.2492,19077.0,0.7508
5077,"Lee County, Arkansas",2011,10563.0,25270.0,41.0,9183.0,2633.0,0.2867,10563.0,4462.0,5910.0,0.4224,0.5595,2274.0,0.2153,8289.0,0.7847
5087,"Madison County, Arkansas",2011,15626.0,35579.0,39.6,15454.0,3213.0,0.2079,15626.0,14892.0,32.0,0.953,0.002,3836.0,0.2455,11790.0,0.7545
5049,"Fulton County, Arkansas",2011,12301.0,33281.0,47.0,12018.0,2350.0,0.1955,12301.0,11947.0,38.0,0.9712,0.0031,2599.0,0.2113,9702.0,0.7887
5061,"Howard County, Arkansas",2011,13786.0,37146.0,38.8,13554.0,3061.0,0.2258,13786.0,9557.0,2922.0,0.6932,0.212,3652.0,0.2649,10134.0,0.7351
5093,"Mississippi County, Arkansas",2011,46608.0,34267.0,34.6,45638.0,11905.0,0.2609,46608.0,29621.0,15888.0,0.6355,0.3409,13160.0,0.2824,33448.0,0.7176
5117,"Prairie County, Arkansas",2011,8768.0,36194.0,44.2,8616.0,1485.0,0.1724,8768.0,7567.0,1127.0,0.863,0.1285,1925.0,0.2195,6843.0,0.7805
5139,"Union County, Arkansas",2011,41879.0,37794.0,39.8,41113.0,9027.0,0.2196,41879.0,27050.0,13751.0,0.6459,0.3284,10161.0,0.2426,31718.0,0.7574
5023,"Cleburne County, Arkansas",2011,25788.0,38510.0,46.2,25357.0,4220.0,0.1664,25788.0,25112.0,109.0,0.9738,0.0042,5177.0,0.2008,20611.0,0.7992
5025,"Cleveland County, Arkansas",2011,8738.0,34292.0,39.5,8681.0,1549.0,0.1784,8738.0,7496.0,1120.0,0.8579,0.1282,2197.0,0.2514,6541.0,0.7486
5057,"Hempstead County, Arkansas",2011,22658.0,34885.0,38.3,22290.0,5024.0,0.2254,22658.0,14700.0,6815.0,0.6488,0.3008,5952.0,0.2627,16706.0,0.7373
5135,"Sharp County, Arkansas",2011,17386.0,29590.0,46.4,17139.0,4119.0,0.2403,17386.0,16743.0,76.0,0.963,0.0044,3726.0,0.2143,13660.0,0.7857
5143,"Washington County, Arkansas",2011,200621.0,41474.0,30.8,193272.0,36544.0,0.1891,200621.0,162107.0,6582.0,0.808,0.0328,50723.0,0.2528,149898.0,0.7472
5003,"Ashley County, Arkansas",2011,21966.0,35657.0,39.1,21693.0,3874.0,0.1786,21966.0,15147.0,5658.0,0.6896,0.2576,5412.0,0.2464,16554.0,0.7536
5031,"Craighead County, Arkansas",2011,95034.0,40221.0,33.2,91570.0,18570.0,0.2028,95034.0,79779.0,12120.0,0.8395,0.1275,23721.0,0.2496,71313.0,0.7504
5073,"Lafayette County, Arkansas",2011,7691.0,30152.0,43.0,7530.0,1623.0,0.2155,7691.0,4721.0,2851.0,0.6138,0.3707,1815.0,0.236,5876.0,0.764
5105,"Perry County, Arkansas",2011,10450.0,42514.0,42.1,10238.0,1473.0,0.1439,10450.0,9921.0,255.0,0.9494,0.0244,2335.0,0.2234,8115.0,0.7766
5111,"Poinsett County, Arkansas",2011,24622.0,31939.0,39.2,24075.0,6271.0,0.2605,24622.0,22312.0,1694.0,0.9062,0.0688,6021.0,0.2445,18601.0,0.7555
5133,"Sevier County, Arkansas",2011,16841.0,35289.0,34.3,16669.0,3544.0,0.2126,16841.0,11856.0,716.0,0.704,0.0425,4895.0,0.2907,11946.0,0.7093
5013,"Calhoun County, Arkansas",2011,5417.0,30625.0,40.4,5329.0,522.0,0.098,5417.0,4038.0,1291.0,0.7454,0.2383,1165.0,0.2151,4252.0,0.7849
5011,"Bradley County, Arkansas",2011,11580.0,32337.0,39.7,11393.0,2897.0,0.2543,11580.0,7151.0,3302.0,0.6175,0.2851,2747.0,0.2372,8833.0,0.7628
5075,"Lawrence County, Arkansas",2011,17336.0,32337.0,39.0,16615.0,3876.0,0.2333,17336.0,16884.0,116.0,0.9739,0.0067,3970.0,0.229,13366.0,0.771
5113,"Polk County, Arkansas",2011,20524.0,32395.0,43.2,20302.0,4095.0,0.2017,20524.0,18947.0,36.0,0.9232,0.0018,4895.0,0.2385,15629.0,0.7615
5029,"Conway County, Arkansas",2011,21164.0,31890.0,40.0,20886.0,4577.0,0.2191,21164.0,18015.0,2508.0,0.8512,0.1185,5130.0,0.2424,16034.0,0.7576
5101,"Newton County, Arkansas",2011,8353.0,29702.0,46.0,8263.0,1786.0,0.2161,8353.0,7931.0,35.0,0.9495,0.0042,1747.0,0.2091,6606.0,0.7909
5081,"Little River County, Arkansas",2011,13113.0,38564.0,42.1,12916.0,2145.0,0.1661,13113.0,9808.0,2597.0,0.748,0.198,3101.0,0.2365,10012.0,0.7635
5085,"Lonoke County, Arkansas",2011,67189.0,51096.0,35.4,66406.0,8881.0,0.1337,67189.0,60317.0,4287.0,0.8977,0.0638,18476.0,0.275,48713.0,0.725
5091,"Miller County, Arkansas",2011,43266.0,40200.0,37.7,42015.0,8529.0,0.203,43266.0,31497.0,10455.0,0.728,0.2416,10626.0,0.2456,32640.0,0.7544
5123,"St. Francis County, Arkansas",2011,28195.0,26360.0,36.9,24071.0,7147.0,0.2969,28195.0,12765.0,14657.0,0.4527,0.5198,6836.0,0.2425,21359.0,0.7575
5145,"White County, Arkansas",2011,76041.0,41618.0,36.1,72084.0,11792.0,0.1636,76041.0,69731.0,3042.0,0.917,0.04,18197.0,0.2393,57844.0,0.7607
5021,"Clay County, Arkansas",2011,16136.0,31135.0,42.8,16013.0,2848.0,0.1779,16136.0,15788.0,54.0,0.9784,0.0033,3608.0,0.2236,12528.0,0.7764
5043,"Drew County, Arkansas",2011,18499.0,32038.0,37.3,17634.0,4407.0,0.2499,18499.0,12905.0,5163.0,0.6976,0.2791,4383.0,0.2369,14116.0,0.7631
5121,"Randolph County, Arkansas",2011,18015.0,33072.0,41.5,17571.0,3490.0,0.1986,18015.0,17486.0,68.0,0.9706,0.0038,4171.0,0.2315,13844.0,0.7685
5009,"Boone County, Arkansas",2011,36908.0,37703.0,41.2,36247.0,5711.0,0.1576,36908.0,35635.0,96.0,0.9655,0.0026,8601.0,0.233,28307.0,0.767
5041,"Desha County, Arkansas",2011,13131.0,30786.0,38.8,13013.0,3100.0,0.2382,13131.0,6304.0,6240.0,0.4801,0.4752,3451.0,0.2628,9680.0,0.7372
5051,"Garland County, Arkansas",2011,95914.0,38210.0,44.3,93825.0,17399.0,0.1854,95914.0,82186.0,7983.0,0.8569,0.0832,20150.0,0.2101,75764.0,0.7899
5115,"Pope County, Arkansas",2011,61166.0,40325.0,35.4,59163.0,11185.0,0.1891,61166.0,55440.0,2027.0,0.9064,0.0331,14204.0,0.2322,46962.0,0.7678
5147,"Woodruff County, Arkansas",2011,7379.0,27047.0,43.4,7212.0,1665.0,0.2309,7379.0,5134.0,2117.0,0.6958,0.2869,1667.0,0.2259,5712.0,0.7741
5067,"Jackson County, Arkansas",2011,17969.0,31352.0,40.8,15660.0,3931.0,0.251,17969.0,14483.0,3051.0,0.806,0.1698,3681.0,0.2049,14288.0,0.7951
5137,"Stone County, Arkansas",2011,12395.0,31364.0,46.7,12228.0,2736.0,0.2237,12395.0,12250.0,7.0,0.9883,0.0006,2562.0,0.2067,9833.0,0.7933
5005,"Baxter County, Arkansas",2011,41527.0,35589.0,50.4,40750.0,6533.0,0.1603,41527.0,40320.0,114.0,0.9709,0.0027,7520.0,0.1811,34007.0,0.8189
5055,"Greene County, Arkansas",2011,41764.0,39090.0,37.6,40961.0,6456.0,0.1576,41764.0,40639.0,273.0,0.9731,0.0065,10517.0,0.2518,31247.0,0.7482
5107,"Phillips County, Arkansas",2011,22055.0,28225.0,36.4,21783.0,6875.0,0.3156,22055.0,7898.0,13906.0,0.3581,0.6305,6297.0,0.2855,15758.0,0.7145
5149,"Yell County, Arkansas",2011,21995.0,37477.0,38.1,21630.0,4001.0,0.185,21995.0,19245.0,265.0,0.875,0.012,5744.0,0.2612,16251.0,0.7388
5019,"Clark County, Arkansas",2011,23066.0,32998.0,33.1,20331.0,4671.0,0.2297,23066.0,16984.0,5583.0,0.7363,0.242,4553.0,0.1974,18513.0,0.8026
5095,"Monroe County, Arkansas",2011,8322.0,28306.0,43.3,8185.0,2080.0,0.2541,8322.0,4749.0,3422.0,0.5707,0.4112,1985.0,0.2385,6337.0,0.7615
5103,"Ouachita County, Arkansas",2011,26137.0,33008.0,42.4,25766.0,5355.0,0.2078,26137.0,14929.0,10448.0,0.5712,0.3997,6150.0,0.2353,19987.0,0.7647
5001,"Arkansas County, Arkansas",2011,19146.0,38986.0,41.7,18628.0,3395.0,0.1823,19146.0,13841.0,4664.0,0.7229,0.2436,4448.0,0.2323,14698.0,0.7677
5015,"Carroll County, Arkansas",2011,27145.0,36031.0,43.6,26715.0,4530.0,0.1696,27145.0,24495.0,94.0,0.9024,0.0035,6090.0,0.2244,21055.0,0.7756
5119,"Pulaski County, Arkansas",2011,379981.0,45897.0,35.9,373482.0,62503.0,0.1674,379981.0,227061.0,132201.0,0.5976,0.3479,91817.0,0.2416,288164.0,0.7584
5099,"Nevada County, Arkansas",2012,9003.0,35578.0,39.6,8809.0,2399.0,0.2723,9003.0,6034.0,2857.0,0.6702,0.3173,2190.0,0.2433,6813.0,0.7567
5037,"Cross County, Arkansas",2012,17891.0,39665.0,39.4,17648.0,2861.0,0.1621,17891.0,13350.0,4123.0,0.7462,0.2305,4508.0,0.252,13383.0,0.748
5039,"Dallas County, Arkansas",2012,8122.0,30309.0,42.9,7696.0,1386.0,0.1801,8122.0,4504.0,3495.0,0.5545,0.4303,2000.0,0.2462,6122.0,0.7538
5027,"Columbia County, Arkansas",2012,24644.0,34895.0,36.1,23151.0,5712.0,0.2467,24644.0,14864.0,9072.0,0.6031,0.3681,5543.0,0.2249,19101.0,0.7751
5125,"Saline County, Arkansas",2012,107498.0,53817.0,38.7,105864.0,9151.0,0.0864,107498.0,98384.0,5011.0,0.9152,0.0466,26037.0,0.2422,81461.0,0.7578
5141,"Van Buren County, Arkansas",2012,17223.0,33900.0,46.5,16890.0,4118.0,0.2438,17223.0,16554.0,173.0,0.9612,0.01,3552.0,0.2062,13671.0,0.7938
5065,"Izard County, Arkansas",2012,13614.0,31011.0,47.3,12858.0,2421.0,0.1883,13614.0,13053.0,163.0,0.9588,0.012,2555.0,0.1877,11059.0,0.8123
5063,"Independence County, Arkansas",2012,36572.0,34374.0,38.0,35436.0,8378.0,0.2364,36572.0,34681.0,996.0,0.9483,0.0272,8806.0,0.2408,27766.0,0.7592
5079,"Lincoln County, Arkansas",2012,14167.0,34107.0,37.7,10954.0,3140.0,0.2867,14167.0,9410.0,4182.0,0.6642,0.2952,2758.0,0.1947,11409.0,0.8053
5083,"Logan County, Arkansas",2012,22352.0,37237.0,41.7,21798.0,3446.0,0.1581,22352.0,20969.0,308.0,0.9381,0.0138,5476.0,0.245,16876.0,0.755
5053,"Grant County, Arkansas",2012,17852.0,49063.0,39.4,17653.0,1476.0,0.0836,17852.0,17058.0,364.0,0.9555,0.0204,4294.0,0.2405,13558.0,0.7595
5035,"Crittenden County, Arkansas",2012,50618.0,36521.0,33.8,49949.0,12384.0,0.2479,50618.0,23299.0,25831.0,0.4603,0.5103,14641.0,0.2892,35977.0,0.7108
5047,"Franklin County, Arkansas",2012,18110.0,35918.0,40.8,17774.0,3327.0,0.1872,18110.0,17262.0,156.0,0.9532,0.0086,4429.0,0.2446,13681.0,0.7554
5045,"Faulkner County, Arkansas",2012,113730.0,49008.0,31.4,108448.0,15852.0,0.1462,113730.0,97018.0,11872.0,0.8531,0.1044,27679.0,0.2434,86051.0,0.7566
5109,"Pike County, Arkansas",2012,11261.0,32087.0,39.8,11074.0,2299.0,0.2076,11261.0,10126.0,397.0,0.8992,0.0353,2768.0,0.2458,8493.0,0.7542
5069,"Jefferson County, Arkansas",2012,76836.0,37561.0,37.2,71394.0,16617.0,0.2328,76836.0,32332.0,42307.0,0.4208,0.5506,18245.0,0.2375,58591.0,0.7625
5089,"Marion County, Arkansas",2012,16712.0,33497.0,50.2,16500.0,2999.0,0.1818,16712.0,16183.0,39.0,0.9683,0.0023,2988.0,0.1788,13724.0,0.8212
5097,"Montgomery County, Arkansas",2012,9453.0,33240.0,46.4,9297.0,2115.0,0.2275,9453.0,8996.0,47.0,0.9517,0.005,1974.0,0.2088,7479.0,0.7912
5127,"Scott County, Arkansas",2012,11170.0,38130.0,41.4,10951.0,2191.0,0.2001,11170.0,10037.0,22.0,0.8986,0.002,2825.0,0.2529,8345.0,0.7471
5129,"Searcy County, Arkansas",2012,8146.0,30301.0,47.1,8063.0,2013.0,0.2497,8146.0,7858.0,26.0,0.9646,0.0032,1683.0,0.2066,6463.0,0.7934
5131,"Sebastian County, Arkansas",2012,125795.0,40247.0,36.6,123863.0,25376.0,0.2049,125795.0,104479.0,7356.0,0.8305,0.0585,31768.0,0.2525,94027.0,0.7475
5033,"Crawford County, Arkansas",2012,61670.0,39981.0,38.0,61112.0,11777.0,0.1927,61670.0,56227.0,859.0,0.9117,0.0139,16141.0,0.2617,45529.0,0.7383
5007,"Benton County, Arkansas",2012,222028.0,53515.0,34.5,218820.0,26516.0,0.1212,222028.0,191672.0,2557.0,0.8633,0.0115,61565.0,0.2773,160463.0,0.7227
5017,"Chicot County, Arkansas",2012,11759.0,25188.0,42.5,10951.0,3532.0,0.3225,11759.0,4875.0,6404.0,0.4146,0.5446,2736.0,0.2327,9023.0,0.7673
5059,"Hot Spring County, Arkansas",2012,33011.0,39652.0,39.6,31364.0,4463.0,0.1423,33011.0,28582.0,3602.0,0.8658,0.1091,7678.0,0.2326,25333.0,0.7674
5071,"Johnson County, Arkansas",2012,25554.0,32198.0,37.6,24755.0,4736.0,0.1913,25554.0,24127.0,413.0,0.9442,0.0162,6324.0,0.2475,19230.0,0.7525
5077,"Lee County, Arkansas",2012,10430.0,26098.0,39.8,8976.0,2770.0,0.3086,10430.0,4408.0,5888.0,0.4226,0.5645,2192.0,0.2102,8238.0,0.7898
5087,"Madison County, Arkansas",2012,15674.0,33481.0,40.4,15475.0,3691.0,0.2385,15674.0,14975.0,27.0,0.9554,0.0017,3811.0,0.2431,11863.0,0.7569
5049,"Fulton County, Arkansas",2012,12301.0,35059.0,46.9,12023.0,2352.0,0.1956,12301.0,11946.0,36.0,0.9711,0.0029,2577.0,0.2095,9724.0,0.7905
5061,"Howard County, Arkansas",2012,13790.0,35236.0,37.1,13585.0,3217.0,0.2368,13790.0,9609.0,2943.0,0.6968,0.2134,3630.0,0.2632,10160.0,0.7368
5093,"Mississippi County, Arkansas",2012,46388.0,35651.0,34.6,45401.0,10979.0,0.2418,46388.0,29435.0,15855.0,0.6345,0.3418,13049.0,0.2813,33339.0,0.7187
5117,"Prairie County, Arkansas",2012,8659.0,35806.0,44.6,8503.0,1600.0,0.1882,8659.0,7455.0,1119.0,0.861,0.1292,1878.0,0.2169,6781.0,0.7831
5139,"Union County, Arkansas",2012,41594.0,39349.0,39.8,40827.0,8548.0,0.2094,41594.0,26841.0,13703.0,0.6453,0.3294,10012.0,0.2407,31582.0,0.7593
5025,"Cleveland County, Arkansas",2012,8685.0,38060.0,40.2,8618.0,1575.0,0.1828,8685.0,7469.0,1043.0,0.86,0.1201,2164.0,0.2492,6521.0,0.7508
5057,"Hempstead County, Arkansas",2012,22548.0,31193.0,38.6,22224.0,5951.0,0.2678,22548.0,14623.0,6811.0,0.6485,0.3021,5917.0,0.2624,16631.0,0.7376
5135,"Sharp County, Arkansas",2012,17278.0,30240.0,46.4,17024.0,3955.0,0.2323,17278.0,16633.0,50.0,0.9627,0.0029,3707.0,0.2146,13571.0,0.7854
5143,"Washington County, Arkansas",2012,204057.0,41429.0,31.1,196604.0,38415.0,0.1954,204057.0,163956.0,6970.0,0.8035,0.0342,51638.0,0.2531,152419.0,0.7469
5003,"Ashley County, Arkansas",2012,21811.0,38069.0,39.5,21549.0,3705.0,0.1719,21811.0,15143.0,5613.0,0.6943,0.2573,5336.0,0.2446,16475.0,0.7554
5031,"Craighead County, Arkansas",2012,96709.0,41054.0,33.1,92886.0,18963.0,0.2042,96709.0,80792.0,12750.0,0.8354,0.1318,24096.0,0.2492,72613.0,0.7508
5073,"Lafayette County, Arkansas",2012,7618.0,28633.0,42.9,7463.0,1710.0,0.2291,7618.0,4683.0,2846.0,0.6147,0.3736,1735.0,0.2278,5883.0,0.7722
5105,"Perry County, Arkansas",2012,10413.0,42738.0,42.1,10218.0,1416.0,0.1386,10413.0,9893.0,237.0,0.9501,0.0228,2343.0,0.225,8070.0,0.775
5111,"Poinsett County, Arkansas",2012,24506.0,31743.0,39.6,23949.0,6429.0,0.2684,24506.0,22270.0,1782.0,0.9088,0.0727,5946.0,0.2426,18560.0,0.7574
5133,"Sevier County, Arkansas",2012,16978.0,32081.0,33.9,16775.0,4404.0,0.2625,16978.0,11668.0,749.0,0.6872,0.0441,4971.0,0.2928,12007.0,0.7072
5013,"Calhoun County, Arkansas",2012,5373.0,31425.0,42.4,5277.0,554.0,0.105,5373.0,3972.0,1307.0,0.7393,0.2433,1099.0,0.2045,4274.0,0.7955
5011,"Bradley County, Arkansas",2012,11510.0,32321.0,40.2,11343.0,2929.0,0.2582,11510.0,7005.0,3193.0,0.6086,0.2774,2716.0,0.236,8794.0,0.764
5075,"Lawrence County, Arkansas",2012,17314.0,32205.0,39.8,16569.0,4204.0,0.2537,17314.0,16894.0,114.0,0.9757,0.0066,3905.0,0.2255,13409.0,0.7745
5113,"Polk County, Arkansas",2012,20535.0,33479.0,43.4,20350.0,4373.0,0.2149,20535.0,19127.0,19.0,0.9314,0.0009,4863.0,0.2368,15672.0,0.7632
5029,"Conway County, Arkansas",2012,21203.0,32625.0,40.4,20932.0,4897.0,0.2339,21203.0,18103.0,2490.0,0.8538,0.1174,5085.0,0.2398,16118.0,0.7602
5101,"Newton County, Arkansas",2012,8286.0,27790.0,46.6,8194.0,2141.0,0.2613,8286.0,7862.0,38.0,0.9488,0.0046,1724.0,0.2081,6562.0,0.7919
5081,"Little River County, Arkansas",2012,13068.0,39042.0,41.1,12856.0,1912.0,0.1487,13068.0,9722.0,2863.0,0.744,0.2191,3069.0,0.2348,9999.0,0.7652
5085,"Lonoke County, Arkansas",2012,68274.0,51499.0,35.5,67549.0,8881.0,0.1315,68274.0,61297.0,4248.0,0.8978,0.0622,18689.0,0.2737,49585.0,0.7263
5091,"Miller County, Arkansas",2012,43449.0,40314.0,37.5,42262.0,8492.0,0.2009,43449.0,31577.0,10581.0,0.7268,0.2435,10613.0,0.2443,32836.0,0.7557
5123,"St. Francis County, Arkansas",2012,28089.0,30104.0,36.9,24021.0,6666.0,0.2775,28089.0,12627.0,14580.0,0.4495,0.5191,6683.0,0.2379,21406.0,0.7621
5145,"White County, Arkansas",2012,77007.0,41410.0,36.1,73084.0,12919.0,0.1768,77007.0,70618.0,3246.0,0.917,0.0422,18432.0,0.2394,58575.0,0.7606
5023,"Cleburne County, Arkansas",2012,25849.0,39410.0,46.4,25393.0,4210.0,0.1658,25849.0,25198.0,102.0,0.9748,0.0039,5095.0,0.1971,20754.0,0.8029
5021,"Clay County, Arkansas",2012,15981.0,32695.0,42.9,15866.0,2972.0,0.1873,15981.0,15623.0,38.0,0.9776,0.0024,3514.0,0.2199,12467.0,0.7801
5043,"Drew County, Arkansas",2012,18615.0,32087.0,37.5,17594.0,4261.0,0.2422,18615.0,12943.0,5271.0,0.6953,0.2832,4375.0,0.235,14240.0,0.765
5121,"Randolph County, Arkansas",2012,17992.0,32539.0,41.3,17558.0,3623.0,0.2063,17992.0,17475.0,54.0,0.9713,0.003,4198.0,0.2333,13794.0,0.7667
5009,"Boone County, Arkansas",2012,37032.0,38364.0,41.4,36468.0,5755.0,0.1578,37032.0,35767.0,114.0,0.9658,0.0031,8540.0,0.2306,28492.0,0.7694
5041,"Desha County, Arkansas",2012,12922.0,29504.0,39.1,12807.0,3635.0,0.2838,12922.0,6203.0,6201.0,0.48,0.4799,3353.0,0.2595,9569.0,0.7405
5051,"Garland County, Arkansas",2012,96249.0,38680.0,44.2,94232.0,17872.0,0.1897,96249.0,82114.0,8043.0,0.8531,0.0836,20252.0,0.2104,75997.0,0.7896
5115,"Pope County, Arkansas",2012,61853.0,40948.0,35.3,59424.0,11022.0,0.1855,61853.0,55942.0,2098.0,0.9044,0.0339,14371.0,0.2323,47482.0,0.7677
