term,coef,se
t_2008_2009,1.074074074074074,.610944816714043
t_2009_2010,-.7222222222222221,.4417032233751629
t_2010_2011,.0462962962962964,.666719652863102
t_2011_2012,-.4999999999999999,.684747107203123
t_2011_2013,.4907407407407408,.6367861911216919
t_2011_2014,1.032608695652174,.5193967681786672
t_2011_2015,.108695652173913,.6280551203182475
t_2011_2016,.2857142857142858,.6553645958413876
t_2011_2017,.2380952380952381,.8388383121041835
t_2011_2018,-.15,.9559680957019434
t_2011_2019,1.1,.750499833444352
t_2011_2020,1,.9994442900376633
t_2011_2021,1.5,.7668478046884893
t_2011_2022,-.1666666666666666,1.110763834618456
t_2011_2023,-.5833333333333333,1.176791384640015
t_2008_2009,1.260869565217391,.6340746239599068
t_2009_2010,.0326086956521741,.5911043755180948
t_2010_2011,-.5326086956521742,.6068838228516694
t_2011_2012,1.467391304347826,.7815027432876283
t_2012_2013,-.5978260869565218,.8209384946008329
t_2013_2014,-.5869565217391305,.5448046196957383
t_2013_2015,-.2608695652173914,.4813335732234872
t_2013_2016,-.9761904761904762,.4537587920428925
t_2013_2017,-.5238095238095235,.462574613061225
t_2013_2018,-.4499999999999999,.6122703651165881
t_2013_2019,-.2,.5091659847240386
t_2013_2020,-.8333333333333334,.6165164982322797
t_2013_2021,-.3333333333333334,.5635535401295892
t_2013_2022,-.25,.5636562191028618
t_2013_2023,-.1666666666666666,.8235537266874218
t_2008_2009,.2857142857142858,.8231151963718191
t_2009_2010,1.404761904761905,.5732797867130808
t_2010_2011,.2380952380952381,.4851759944595643
t_2011_2012,-2.5,.569689814952638
t_2012_2013,1.261904761904762,.5193195526398194
t_2013_2014,-.0952380952380951,.3620598784416074
t_2014_2015,1.452380952380952,.5346865929930238
t_2015_2016,-1.333333333333333,.5401491913388431
t_2015_2017,-1.880952380952381,.5041266913985567
t_2015_2018,-2.2,.8264381404557753
t_2015_2019,.55,1.114618768907109
t_2015_2020,-.2999999999999999,.5982381539896038
t_2015_2021,-2.8,.80801540139337
t_2015_2022,-3.583333333333333,.6286927943197932
t_2015_2023,-.2500000000000001,.9655525188547057
t_2008_2009,1.35,.4374642842564407
t_2009_2010,.9499999999999998,.4715665382530868
t_2010_2011,-1.85,.5013731145564149
t_2011_2012,1.05,.4662349193271564
t_2012_2013,-.2500000000000001,.3992179855667828
t_2013_2014,.95,.3773261188945181
t_2014_2015,2.05,.4091148982865327
t_2015_2016,-3.5,.5408326913195983
t_2016_2017,1,.406201920231798
t_2017_2018,1.3,.2924038303442689
t_2017_2019,.5500000000000002,.3039325583085827
t_2017_2020,-1,.421637021355784
t_2017_2021,-4.54989988338e-17,.298142396999972
t_2017_2022,-.1666666666666666,.575342088255777
t_2017_2023,-.3333333333333333,.6382847385042254
t_2008_2009,.2000000000000001,.9304718038596214
t_2009_2010,.4666666666666666,1.070271685826305
t_2010_2011,.7333333333333331,1.091651823478395
t_2011_2012,.3333333333333335,1.431290533956189
t_2012_2013,-2.2,.8197560612767679
t_2013_2014,.4666666666666667,.5405073062856303
t_2014_2015,1.4,.6915361322607968
t_2015_2016,-2.8,1.035374328443583
t_2016_2017,1.6,.7966596931354484
t_2017_2018,.4000000000000001,.6022181221672648
t_2018_2019,.3333333333333333,.9873271062899138
t_2019_2020,-.3333333333333334,.9182914892664852
t_2019_2021,.2666666666666665,1.259511957216116
t_2019_2022,-.6000000000000001,1.219608315995117
t_2019_2023,.0333333333333334,1.513170573724319
t_2008_2009,.0833333333333331,1.153446927610809
t_2009_2010,.9166666666666666,1.547661018966889
t_2010_2011,-.4166666666666667,1.574353188761328
t_2011_2012,.1666666666666667,.6955546680860508
t_2012_2013,-.1666666666666667,.542200591553976
t_2013_2014,.9166666666666667,1.12705573492602
t_2014_2015,-.3333333333333332,1.12833866731055
t_2015_2016,-1.083333333333333,.7244889642080542
t_2016_2017,.5,.5590169943749476
t_2017_2018,.4999999999999999,.4330127018922193
t_2018_2019,2.07719146543e-17,.5853140973807077
t_2019_2020,-.5,.5548606765399494
t_2020_2021,-.4166666666666668,.9845449221359602
t_2021_2022,-.0833333333333334,.5828370905099247
t_2021_2023,1.083333333333333,.8371440647733133
w2012_2009,.0140350877192982,.0065491685982955
w2012_2010,.0140350877192982,.0065491685982955
w2012_2011,.0140350877192982,.0065491685982955
w2012_2012,.0140350877192982,.0065491685982955
w2012_2013,.0140350877192982,.0065491685982955
w2012_2014,.0140350877192982,.0065491685982955
w2012_2015,.0140350877192982,.0065491685982955
w2012_2016,.0140350877192982,.0065491685982955
w2012_2017,.0140350877192982,.0065491685982955
w2012_2018,.0140350877192982,.0065491685982955
w2012_2019,.0140350877192982,.0065491685982955
w2012_2020,.0140350877192982,.0065491685982955
w2012_2021,.0140350877192982,.0065491685982955
w2012_2022,.0140350877192982,.0065491685982955
w2012_2023,.0140350877192982,.0065491685982955
w2014_2009,.0140350877192982,.0065491685982955
w2014_2010,.0140350877192982,.0065491685982955
w2014_2011,.0140350877192982,.0065491685982955
w2014_2012,.0140350877192982,.0065491685982955
w2014_2013,.0140350877192982,.0065491685982955
w2014_2014,.0140350877192982,.0065491685982955
w2014_2015,.0140350877192982,.0065491685982955
w2014_2016,.0140350877192982,.0065491685982955
w2014_2017,.0140350877192982,.0065491685982955
w2014_2018,.0140350877192982,.0065491685982955
w2014_2019,.0140350877192982,.0065491685982955
w2014_2020,.0140350877192982,.0065491685982955
w2014_2021,.0140350877192982,.0065491685982955
w2014_2022,.0140350877192982,.0065491685982955
w2014_2023,.0140350877192982,.0065491685982955
w2016_2009,.0070175438596491,.004799414838061
w2016_2010,.0070175438596491,.004799414838061
w2016_2011,.0070175438596491,.004799414838061
w2016_2012,.0070175438596491,.004799414838061
w2016_2013,.0070175438596491,.004799414838061
w2016_2014,.0070175438596491,.004799414838061
w2016_2015,.0070175438596491,.004799414838061
w2016_2016,.0070175438596491,.004799414838061
w2016_2017,.0070175438596491,.004799414838061
w2016_2018,.0070175438596491,.004799414838061
w2016_2019,.0070175438596491,.004799414838061
w2016_2020,.0070175438596491,.004799414838061
w2016_2021,.0070175438596491,.004799414838061
w2016_2022,.0070175438596491,.004799414838061
w2016_2023,.0070175438596491,.004799414838061
w2018_2009,.0035087719298246,.0034517149251785
w2018_2010,.0035087719298246,.0034517149251785
w2018_2011,.0035087719298246,.0034517149251785
w2018_2012,.0035087719298246,.0034517149251785
w2018_2013,.0035087719298246,.0034517149251785
w2018_2014,.0035087719298246,.0034517149251785
w2018_2015,.0035087719298246,.0034517149251785
w2018_2016,.0035087719298246,.0034517149251785
w2018_2017,.0035087719298246,.0034517149251785
w2018_2018,.0035087719298246,.0034517149251785
w2018_2019,.0035087719298246,.0034517149251785
w2018_2020,.0035087719298246,.0034517149251785
w2018_2021,.0035087719298246,.0034517149251785
w2018_2022,.0035087719298246,.0034517149251785
w2018_2023,.0035087719298246,.0034517149251785
w2020_2009,.0175438596491228,.0071853175995915
w2020_2010,.0175438596491228,.0071853175995915
w2020_2011,.0175438596491228,.0071853175995915
w2020_2012,.0175438596491228,.0071853175995915
w2020_2013,.0175438596491228,.0071853175995915
w2020_2014,.0175438596491228,.0071853175995915
w2020_2015,.0175438596491228,.0071853175995915
w2020_2016,.0175438596491228,.0071853175995915
w2020_2017,.0175438596491228,.0071853175995915
w2020_2018,.0175438596491228,.0071853175995915
w2020_2019,.0175438596491228,.0071853175995915
w2020_2020,.0175438596491228,.0071853175995915
w2020_2021,.0175438596491228,.0071853175995915
w2020_2022,.0175438596491228,.0071853175995915
w2020_2023,.0175438596491228,.0071853175995915
w2022_2009,.0105263157894737,.0057758238017793
w2022_2010,.0105263157894737,.0057758238017793
w2022_2011,.0105263157894737,.0057758238017793
w2022_2012,.0105263157894737,.0057758238017793
