fips,year,dist_popcen_instate,dist_popcen_aug,dist_border_instate,dist_border_aug,nearest_wet_fips_aug,nearest_wet_is_oos,n_wet_neighbors_instate_chk,n_oos_wet_neighbors,n_wet_neighbors_aug,any_wet_neighbor_aug,share_wet_neighbors_aug
05041,2021,23.329,23.329,2.03,2.03,05043,0,4,0,4,1,0.5714
05041,2022,23.329,23.329,2.03,2.03,05043,0,4,0,4,1,0.5714
05041,2023,23.329,23.329,2.03,2.03,05043,0,4,0,4,1,0.5714
05043,2008,23.329,23.329,12.246,12.246,05025,0,3,0,3,1,0.5
05043,2009,23.329,23.329,12.246,12.246,05025,0,3,0,3,1,0.5
05043,2010,23.329,23.329,12.246,12.246,05025,0,3,0,3,1,0.5
05043,2011,23.329,23.329,12.246,12.246,05025,0,3,0,3,1,0.5
05043,2012,23.329,23.329,12.246,12.246,05025,0,3,0,3,1,0.5
05043,2013,23.329,23.329,12.246,12.246,05025,0,3,0,3,1,0.5
05043,2014,23.329,23.329,12.246,12.246,05025,0,3,0,3,1,0.5
05043,2015,23.329,23.329,12.246,12.246,05025,0,3,0,3,1,0.5
05043,2016,23.329,23.329,12.246,12.246,05025,0,3,0,3,1,0.5
05043,2017,23.329,23.329,12.246,12.246,05025,0,3,0,3,1,0.5
05043,2018,23.329,23.329,12.246,12.246,05025,0,3,0,3,1,0.5
05043,2019,23.329,23.329,12.246,12.246,05025,0,3,0,3,1,0.5
05043,2020,23.329,23.329,12.246,12.246,05025,0,3,0,3,1,0.5
05043,2021,23.329,23.329,12.246,12.246,05025,0,3,0,3,1,0.5
05043,2022,23.329,23.329,12.246,12.246,05025,0,3,0,3,1,0.5
05043,2023,23.329,23.329,12.246,12.246,05025,0,3,0,3,1,0.5
05045,2008,18.489,18.489,8.196,8.196,05029,0,2,0,2,1,0.2857
05045,2009,18.489,18.489,8.196,8.196,05029,0,2,0,2,1,0.2857
05045,2010,18.489,18.489,8.196,8.196,05029,0,2,0,2,1,0.2857
05045,2011,18.489,18.489,8.196,8.196,05029,0,2,0,2,1,0.2857
05045,2012,18.489,18.489,8.196,8.196,05029,0,2,0,2,1,0.2857
05045,2013,18.489,18.489,8.196,8.196,05029,0,2,0,2,1,0.2857
05045,2014,18.489,18.489,8.196,8.196,05029,0,2,0,2,1,0.2857
05045,2015,18.489,18.489,8.196,8.196,05029,0,2,0,2,1,0.2857
05045,2016,18.489,18.489,8.196,8.196,05029,0,2,0,2,1,0.2857
05045,2017,18.489,18.489,8.196,8.196,05029,0,2,0,2,1,0.2857
05045,2018,18.489,18.489,8.196,8.196,05029,0,2,0,2,1,0.2857
05045,2019,18.489,18.489,8.196,8.196,05029,0,2,0,2,1,0.2857
05045,2020,18.489,18.489,8.196,8.196,05029,0,3,0,3,1,0.4286
05045,2021,18.489,18.489,8.196,8.196,05029,0,3,0,3,1,0.4286
05045,2022,18.489,18.489,8.196,8.196,05029,0,3,0,3,1,0.4286
05045,2023,18.489,18.489,8.196,8.196,05029,0,3,0,3,1,0.4286
05047,2008,27.482,27.482,10.352,10.352,05131,0,2,0,2,1,0.4
05047,2009,27.482,27.482,10.352,10.352,05131,0,2,0,2,1,0.4
05047,2010,27.482,27.482,10.352,10.352,05131,0,2,0,2,1,0.4
05047,2011,27.482,27.482,10.352,10.352,05131,0,2,0,2,1,0.4
05047,2012,27.482,27.482,10.352,10.352,05131,0,3,0,3,1,0.6
05047,2013,27.482,27.482,10.352,10.352,05131,0,3,0,3,1,0.6
05047,2014,27.482,27.482,10.352,10.352,05131,0,3,0,3,1,0.6
05047,2015,27.482,27.482,10.352,10.352,05131,0,3,0,3,1,0.6
05047,2016,27.482,27.482,10.352,10.352,05131,0,3,0,3,1,0.6
05047,2017,27.482,27.482,10.352,10.352,05131,0,3,0,3,1,0.6
05047,2018,27.482,27.482,10.352,10.352,05131,0,3,0,3,1,0.6
05047,2019,27.482,27.482,10.352,10.352,05131,0,3,0,3,1,0.6
05047,2020,27.482,27.482,10.352,10.352,05131,0,3,0,3,1,0.6
05047,2021,27.482,27.482,10.352,10.352,05131,0,3,0,3,1,0.6
05047,2022,27.482,27.482,10.352,10.352,05131,0,3,0,3,1,0.6
05047,2023,27.482,27.482,10.352,10.352,05131,0,3,0,3,1,0.6
05049,2008,34.474,23.199,21.582,8.53,29091,1,1,3,4,1,0.6667
05049,2009,34.474,23.199,21.582,8.53,29091,1,1,3,4,1,0.6667
05049,2010,34.474,23.199,21.582,8.53,29091,1,1,3,4,1,0.6667
05049,2011,34.474,23.199,21.582,8.53,29091,1,1,3,4,1,0.6667
05049,2012,19.392,19.392,9.438,8.53,29091,1,2,3,5,1,0.8333
05049,2013,19.392,19.392,9.438,8.53,29091,1,2,3,5,1,0.8333
05049,2014,19.392,19.392,9.438,8.53,29091,1,2,3,5,1,0.8333
05049,2015,19.392,19.392,9.438,8.53,29091,1,2,3,5,1,0.8333
05049,2016,19.392,19.392,9.438,8.53,29091,1,2,3,5,1,0.8333
05049,2017,19.392,19.392,9.438,8.53,29091,1,2,3,5,1,0.8333
05049,2018,19.392,19.392,9.438,8.53,29091,1,2,3,5,1,0.8333
05049,2019,19.392,19.392,9.438,8.53,29091,1,2,3,5,1,0.8333
05049,2020,19.392,19.392,9.438,8.53,29091,1,2,3,5,1,0.8333
05049,2021,19.392,19.392,9.438,8.53,29091,1,2,3,5,1,0.8333
05049,2022,19.392,19.392,9.438,8.53,29091,1,2,3,5,1,0.8333
05049,2023,19.392,19.392,9.438,8.53,29091,1,2,3,5,1,0.8333
05051,2008,47.339,47.339,26.6,26.6,05039,0,0,0,0,0,0.0
05051,2009,47.339,47.339,26.6,26.6,05039,0,0,0,0,0,0.0
05051,2010,28.191,28.191,17.147,17.147,05019,0,0,0,0,0,0.0
05051,2011,28.191,28.191,17.147,17.147,05019,0,0,0,0,0,0.0
05051,2012,28.191,28.191,17.147,17.147,05019,0,0,0,0,0,0.0
05051,2013,28.191,28.191,17.147,17.147,05019,0,0,0,0,0,0.0
05051,2014,28.191,28.191,10.743,10.743,05125,0,1,0,1,1,0.2
05051,2015,28.191,28.191,10.743,10.743,05125,0,1,0,1,1,0.2
05051,2016,28.191,28.191,10.743,10.743,05125,0,1,0,1,1,0.2
05051,2017,28.191,28.191,10.743,10.743,05125,0,1,0,1,1,0.2
05051,2018,28.191,28.191,10.743,10.743,05125,0,1,0,1,1,0.2
05051,2019,28.191,28.191,10.743,10.743,05125,0,1,0,1,1,0.2
05051,2020,28.191,28.191,10.743,10.743,05125,0,1,0,1,1,0.2
05051,2021,28.191,28.191,10.743,10.743,05125,0,1,0,1,1,0.2
05051,2022,14.9,14.9,7.897,7.897,05059,0,2,0,2,1,0.4
05051,2023,14.9,14.9,7.897,7.897,05059,0,2,0,2,1,0.4
05053,2008,21.643,21.643,11.481,11.481,05069,0,4,0,4,1,0.6667
05053,2009,21.643,21.643,11.481,11.481,05069,0,4,0,4,1,0.6667
05053,2010,21.643,21.643,11.481,11.481,05069,0,4,0,4,1,0.6667
05053,2011,21.643,21.643,11.481,11.481,05069,0,4,0,4,1,0.6667
05053,2012,21.643,21.643,11.481,11.481,05069,0,4,0,4,1,0.6667
05053,2013,21.643,21.643,11.481,11.481,05069,0,4,0,4,1,0.6667
05053,2014,21.131,21.131,9.698,9.698,05125,0,5,0,5,1,0.8333
05053,2015,21.131,21.131,9.698,9.698,05125,0,5,0,5,1,0.8333
05053,2016,21.131,21.131,9.698,9.698,05125,0,5,0,5,1,0.8333
05053,2017,21.131,21.131,9.698,9.698,05125,0,5,0,5,1,0.8333
05053,2018,21.131,21.131,9.698,9.698,05125,0,5,0,5,1,0.8333
05053,2019,21.131,21.131,9.698,9.698,05125,0,5,0,5,1,0.8333
05053,2020,21.131,21.131,9.698,9.698,05125,0,5,0,5,1,0.8333
05053,2021,21.131,21.131,9.698,9.698,05125,0,5,0,5,1,0.8333
05053,2022,21.131,21.131,9.698,9.698,05125,0,6,0,6,1,1.0
05053,2023,21.131,21.131,9.698,9.698,05125,0,6,0,6,1,1.0
05055,2008,32.314,31.259,14.047,9.698,29069,1,0,1,1,1,0.2
05055,2009,32.314,31.259,14.047,9.698,29069,1,0,1,1,1,0.2
05055,2010,32.314,31.259,14.047,9.698,29069,1,0,1,1,1,0.2
05055,2011,32.314,31.259,14.047,9.698,29069,1,0,1,1,1,0.2
05055,2012,32.314,31.259,14.047,9.698,29069,1,0,1,1,1,0.2
05055,2013,32.314,31.259,14.047,9.698,29069,1,0,1,1,1,0.2
05055,2014,32.314,31.259,14.047,9.698,29069,1,0,1,1,1,0.2
05055,2015,32.314,31.259,14.047,9.698,29069,1,0,1,1,1,0.2
05055,2016,32.314,31.259,14.047,9.698,29069,1,0,1,1,1,0.2
05055,2017,32.314,31.259,14.047,9.698,29069,1,0,1,1,1,0.2
05055,2018,30.532,30.532,14.047,9.698,29069,1,1,1,2,1,0.4
05055,2019,30.532,30.532,14.047,9.698,29069,1,1,1,2,1,0.4
05055,2020,30.532,30.532,14.047,9.698,29069,1,1,1,2,1,0.4
05055,2021,30.532,30.532,14.047,9.698,29069,1,1,1,2,1,0.4
05055,2022,30.532,30.532,14.047,9.698,29069,1,1,1,2,1,0.4
05055,2023,30.532,30.532,14.047,9.698,29069,1,1,1,2,1,0.4
05057,2008,29.374,29.374,12.798,12.798,05091,0,1,0,1,1,0.1667
05057,2009,29.374,29.374,12.798,12.798,05091,0,1,0,1,1,0.1667
05057,2010,29.374,29.374,12.798,12.798,05091,0,1,0,1,1,0.1667
05057,2011,29.374,29.374,12.798,12.798,05091,0,1,0,1,1,0.1667
05057,2012,29.374,29.374,12.798,12.798,05091,0,1,0,1,1,0.1667
05057,2013,29.374,29.374,12.798,12.798,05091,0,1,0,1,1,0.1667
05057,2014,29.374,29.374,12.798,12.798,05091,0,1,0,1,1,0.1667
05057,2015,29.374,29.374,12.798,12.798,05091,0,1,0,1,1,0.1667
05057,2016,29.374,29.374,12.798,12.798,05091,0,2,0,2,1,0.3333
05057,2017,29.374,29.374,12.798,12.798,05091,0,2,0,2,1,0.3333
05057,2018,29.374,29.374,12.798,12.798,05091,0,2,0,2,1,0.3333
05057,2019,29.374,29.374,12.798,12.798,05091,0,2,0,2,1,0.3333
05057,2020,29.374,29.374,12.798,12.798,05091,0,2,0,2,1,0.3333
05057,2021,29.374,29.374,12.798,12.798,05091,0,2,0,2,1,0.3333
05057,2022,29.374,29.374,12.798,12.798,05091,0,2,0,2,1,0.3333
05057,2023,29.374,29.374,12.798,12.798,05091,0,2,0,2,1,0.3333
05059,2008,14.9,14.9,3.881,3.881,05051,0,2,0,2,1,0.3333
05059,2009,14.9,14.9,3.881,3.881,05051,0,2,0,2,1,0.3333
05059,2010,14.9,14.9,3.881,3.881,05051,0,3,0,3,1,0.5
05059,2011,14.9,14.9,3.881,3.881,05051,0,3,0,3,1,0.5
05059,2012,14.9,14.9,3.881,3.881,05051,0,3,0,3,1,0.5
05059,2013,14.9,14.9,3.881,3.881,05051,0,3,0,3,1,0.5
05059,2014,14.9,14.9,3.881,3.881,05051,0,4,0,4,1,0.6667
05059,2015,14.9,14.9,3.881,3.881,05051,0,4,0,4,1,0.6667
05059,2016,14.9,14.9,3.881,3.881,05051,0,4,0,4,1,0.6667
05059,2017,14.9,14.9,3.881,3.881,05051,0,4,0,4,1,0.6667
05059,2018,14.9,14.9,3.881,3.881,05051,0,4,0,4,1,0.6667
05059,2019,14.9,14.9,3.881,3.881,05051,0,4,0,4,1,0.6667
05059,2020,14.9,14.9,3.881,3.881,05051,0,4,0,4,1,0.6667
05059,2021,14.9,14.9,3.881,3.881,05051,0,4,0,4,1,0.6667
05059,2022,14.9,14.9,3.881,3.881,05051,0,4,0,4,1,0.6667
05059,2023,14.9,14.9,3.881,3.881,05051,0,4,0,4,1,0.6667
05061,2008,40.263,40.263,25.904,25.904,05091,0,0,0,0,0,0.0
05061,2009,40.263,40.263,25.904,25.904,05091,0,0,0,0,0,0.0
05061,2010,40.263,40.263,25.904,25.904,05091,0,0,0,0,0,0.0
05061,2011,40.263,40.263,25.904,25.904,05091,0,0,0,0,0,0.0
05061,2012,40.263,40.263,25.904,25.904,05091,0,0,0,0,0,0.0
05061,2013,40.263,40.263,25.904,25.904,05091,0,0,0,0,0,0.0
05061,2014,40.263,40.263,25.904,25.904,05091,0,0,0,0,0,0.0
05061,2015,40.263,40.263,25.904,25.904,05091,0,0,0,0,0,0.0
05061,2016,25.568,25.568,15.796,15.796,05081,0,1,0,1,1,0.1667
05061,2017,25.568,25.568,15.796,15.796,05081,0,1,0,1,1,0.1667
05061,2018,25.568,25.568,15.796,15.796,05081,0,1,0,1,1,0.1667
05061,2019,25.568,25.568,15.796,15.796,05081,0,1,0,1,1,0.1667
05061,2020,22.738,22.738,9.935,9.935,05133,0,2,0,2,1,0.3333
05061,2021,22.738,22.738,9.935,9.935,05133,0,2,0,2,1,0.3333
05061,2022,22.738,22.738,9.935,9.935,05133,0,3,0,3,1,0.5
05061,2023,22.738,22.738,9.935,9.935,05133,0,3,0,3,1,0.5
05063,2008,22.088,22.088,15.287,15.287,05067,0,1,0,1,1,0.1429
05063,2009,22.088,22.088,15.287,15.287,05067,0,1,0,1,1,0.1429
05063,2010,22.088,22.088,15.287,15.287,05067,0,1,0,1,1,0.1429
05063,2011,22.088,22.088,15.287,15.287,05067,0,1,0,1,1,0.1429
05063,2012,22.088,22.088,13.053,13.053,05135,0,2,0,2,1,0.2857
05063,2013,22.088,22.088,13.053,13.053,05135,0,2,0,2,1,0.2857
05063,2014,22.088,22.088,13.053,13.053,05135,0,2,0,2,1,0.2857
05063,2015,22.088,22.088,13.053,13.053,05135,0,2,0,2,1,0.2857
05063,2016,22.088,22.088,13.053,13.053,05135,0,2,0,2,1,0.2857
05063,2017,22.088,22.088,13.053,13.053,05135,0,2,0,2,1,0.2857
05063,2018,22.088,22.088,13.053,13.053,05135,0,2,0,2,1,0.2857
05063,2019,22.088,22.088,13.053,13.053,05135,0,2,0,2,1,0.2857
05063,2020,22.088,22.088,13.053,13.053,05135,0,2,0,2,1,0.2857
05063,2021,22.088,22.088,13.053,13.053,05135,0,2,0,2,1,0.2857
05063,2022,22.088,22.088,13.053,13.053,05135,0,2,0,2,1,0.2857
05063,2023,22.088,22.088,13.053,13.053,05135,0,2,0,2,1,0.2857
05065,2008,30.064,30.064,15.676,15.676,05005,0,1,0,1,1,0.2
05065,2009,30.064,30.064,15.676,15.676,05005,0,1,0,1,1,0.2
05065,2010,30.064,30.064,15.676,15.676,05005,0,1,0,1,1,0.2
05065,2011,30.064,30.064,15.676,15.676,05005,0,1,0,1,1,0.2
05065,2012,22.227,22.227,12.556,12.556,05135,0,2,0,2,1,0.4
05065,2013,22.227,22.227,12.556,12.556,05135,0,2,0,2,1,0.4
05065,2014,22.227,22.227,12.556,12.556,05135,0,2,0,2,1,0.4
05065,2015,22.227,22.227,12.556,12.556,05135,0,2,0,2,1,0.4
05065,2016,22.227,22.227,12.556,12.556,05135,0,2,0,2,1,0.4
05065,2017,22.227,22.227,12.556,12.556,05135,0,2,0,2,1,0.4
05065,2018,22.227,22.227,12.556,12.556,05135,0,2,0,2,1,0.4
05065,2019,22.227,22.227,12.556,12.556,05135,0,2,0,2,1,0.4
05065,2020,22.227,22.227,12.556,12.556,05135,0,2,0,2,1,0.4
05065,2021,22.227,22.227,12.556,12.556,05135,0,2,0,2,1,0.4
05065,2022,22.227,22.227,12.556,12.556,05135,0,2,0,2,1,0.4
05065,2023,22.227,22.227,12.556,12.556,05135,0,2,0,2,1,0.4
05067,2008,26.941,26.941,11.727,11.727,05111,0,3,0,3,1,0.4286
05067,2009,26.941,26.941,11.727,11.727,05111,0,3,0,3,1,0.4286
05067,2010,26.941,26.941,11.727,11.727,05111,0,3,0,3,1,0.4286
05067,2011,26.941,26.941,11.727,11.727,05111,0,3,0,3,1,0.4286
05067,2012,26.941,26.941,11.727,11.727,05111,0,3,0,3,1,0.4286
05067,2013,26.941,26.941,11.727,11.727,05111,0,3,0,3,1,0.4286
05067,2014,26.941,26.941,11.727,11.727,05111,0,3,0,3,1,0.4286
05067,2015,26.941,26.941,11.727,11.727,05111,0,3,0,3,1,0.4286
05067,2016,26.941,26.941,11.727,11.727,05111,0,3,0,3,1,0.4286
05067,2017,26.941,26.941,11.727,11.727,05111,0,3,0,3,1,0.4286
05067,2018,26.941,26.941,11.727,11.727,05111,0,3,0,3,1,0.4286
05067,2019,26.941,26.941,11.727,11.727,05111,0,3,0,3,1,0.4286
05067,2020,26.941,26.941,11.727,11.727,05111,0,3,0,3,1,0.4286
05067,2021,26.941,26.941,11.727,11.727,05111,0,3,0,3,1,0.4286
05067,2022,26.941,26.941,11.727,11.727,05111,0,3,0,3,1,0.4286
05067,2023,26.941,26.941,11.727,11.727,05111,0,3,0,3,1,0.4286
05069,2008,22.843,22.843,11.833,11.833,05025,0,3,0,3,1,0.5
05069,2009,22.843,22.843,11.833,11.833,05025,0,3,0,3,1,0.5
05069,2010,22.843,22.843,11.833,11.833,05025,0,3,0,3,1,0.5
05069,2011,22.843,22.843,11.833,11.833,05025,0,3,0,3,1,0.5
05069,2012,22.843,22.843,11.833,11.833,05025,0,3,0,3,1,0.5
05069,2013,22.843,22.843,11.833,11.833,05025,0,3,0,3,1,0.5
05069,2014,22.843,22.843,11.833,11.833,05025,0,3,0,3,1,0.5
05069,2015,22.843,22.843,11.833,11.833,05025,0,3,0,3,1,0.5
05069,2016,22.843,22.843,11.833,11.833,05025,0,3,0,3,1,0.5
05069,2017,22.843,22.843,11.833,11.833,05025,0,3,0,3,1,0.5
05069,2018,22.843,22.843,11.833,11.833,05025,0,3,0,3,1,0.5
05069,2019,22.843,22.843,11.833,11.833,05025,0,3,0,3,1,0.5
05069,2020,22.843,22.843,11.833,11.833,05025,0,3,0,3,1,0.5
05069,2021,22.843,22.843,11.833,11.833,05025,0,3,0,3,1,0.5
05069,2022,22.843,22.843,11.833,11.833,05025,0,3,0,3,1,0.5
05069,2023,22.843,22.843,11.833,11.833,05025,0,3,0,3,1,0.5
05071,2008,23.64,23.64,13.123,13.123,05047,0,2,0,2,1,0.4
05071,2009,23.64,23.64,13.123,13.123,05047,0,2,0,2,1,0.4
05071,2010,23.64,23.64,13.123,13.123,05047,0,2,0,2,1,0.4
05071,2011,23.64,23.64,13.123,13.123,05047,0,2,0,2,1,0.4
05071,2012,23.64,23.64,13.123,13.123,05047,0,3,0,3,1,0.6
05071,2013,23.64,23.64,13.123,13.123,05047,0,3,0,3,1,0.6
05071,2014,23.64,23.64,13.123,13.123,05047,0,3,0,3,1,0.6
05071,2015,23.64,23.64,13.123,13.123,05047,0,3,0,3,1,0.6
05071,2016,23.64,23.64,13.123,13.123,05047,0,3,0,3,1,0.6
05071,2017,23.64,23.64,13.123,13.123,05047,0,3,0,3,1,0.6
05071,2018,23.64,23.64,13.123,13.123,05047,0,3,0,3,1,0.6
05071,2019,23.64,23.64,13.123,13.123,05047,0,3,0,3,1,0.6
05071,2020,23.64,23.64,13.123,13.123,05047,0,3,0,3,1,0.6
05071,2021,23.64,23.64,13.123,13.123,05047,0,3,0,3,1,0.6
05071,2022,23.64,23.64,13.123,13.123,05047,0,3,0,3,1,0.6
05071,2023,23.64,23.64,13.123,13.123,05047,0,3,0,3,1,0.6
05073,2008,26.219,26.219,7.059,7.059,05091,0,1,2,3,1,0.5
05073,2009,26.219,26.219,7.059,7.059,05091,0,1,2,3,1,0.5
05073,2010,26.219,26.219,7.059,7.059,05091,0,1,2,3,1,0.5
05073,2011,26.219,26.219,7.059,7.059,05091,0,1,2,3,1,0.5
05073,2012,26.219,26.219,7.059,7.059,05091,0,1,2,3,1,0.5
05073,2013,26.219,26.219,7.059,7.059,05091,0,1,2,3,1,0.5
05073,2014,17.993,17.993,4.578,4.578,05027,0,2,2,4,1,0.6667
05073,2015,17.993,17.993,4.578,4.578,05027,0,2,2,4,1,0.6667
05073,2016,17.993,17.993,4.578,4.578,05027,0,2,2,4,1,0.6667
05073,2017,17.993,17.993,4.578,4.578,05027,0,2,2,4,1,0.6667
05073,2018,17.993,17.993,4.578,4.578,05027,0,2,2,4,1,0.6667
05073,2019,17.993,17.993,4.578,4.578,05027,0,2,2,4,1,0.6667
05073,2020,17.993,17.993,4.578,4.578,05027,0,2,2,4,1,0.6667
05073,2021,17.993,17.993,4.578,4.578,05027,0,2,2,4,1,0.6667
05073,2022,17.993,17.993,4.578,4.578,05027,0,2,2,4,1,0.6667
05073,2023,17.993,17.993,4.578,4.578,05027,0,2,2,4,1,0.6667
05075,2008,30.263,30.263,12.749,12.749,05067,0,2,0,2,1,0.3333
05075,2009,30.263,30.263,12.749,12.749,05067,0,2,0,2,1,0.3333
05075,2010,30.263,30.263,12.749,12.749,05067,0,2,0,2,1,0.3333
05075,2011,30.263,30.263,12.749,12.749,05067,0,2,0,2,1,0.3333
05075,2012,26.457,26.457,12.749,12.749,05067,0,3,0,3,1,0.5
05075,2013,26.457,26.457,12.749,12.749,05067,0,3,0,3,1,0.5
05075,2014,26.457,26.457,12.749,12.749,05067,0,3,0,3,1,0.5
05075,2015,26.457,26.457,12.749,12.749,05067,0,3,0,3,1,0.5
05075,2016,26.457,26.457,12.749,12.749,05067,0,3,0,3,1,0.5
05075,2017,26.457,26.457,12.749,12.749,05067,0,3,0,3,1,0.5
05075,2018,16.517,16.517,5.523,5.523,05121,0,4,0,4,1,0.6667
05075,2019,16.517,16.517,5.523,5.523,05121,0,4,0,4,1,0.6667
05075,2020,16.517,16.517,5.523,5.523,05121,0,4,0,4,1,0.6667
05075,2021,16.517,16.517,5.523,5.523,05121,0,4,0,4,1,0.6667
05075,2022,16.517,16.517,5.523,5.523,05121,0,4,0,4,1,0.6667
05075,2023,16.517,16.517,5.523,5.523,05121,0,4,0,4,1,0.6667
05077,2008,15.82,15.82,8.339,8.339,05123,0,4,0,4,1,0.8
05077,2009,15.82,15.82,8.339,8.339,05123,0,4,0,4,1,0.8
05077,2010,15.82,15.82,8.339,8.339,05123,0,4,0,4,1,0.8
05077,2011,15.82,15.82,8.339,8.339,05123,0,4,0,4,1,0.8
05077,2012,15.82,15.82,8.339,8.339,05123,0,4,0,4,1,0.8
05077,2013,15.82,15.82,8.339,8.339,05123,0,4,0,4,1,0.8
05077,2014,15.82,15.82,8.339,8.339,05123,0,4,0,4,1,0.8
05077,2015,15.82,15.82,8.339,8.339,05123,0,4,0,4,1,0.8
05077,2016,15.82,15.82,8.339,8.339,05123,0,4,0,4,1,0.8
05077,2017,15.82,15.82,8.339,8.339,05123,0,4,0,4,1,0.8
05077,2018,15.82,15.82,8.339,8.339,05123,0,4,0,4,1,0.8
05077,2019,15.82,15.82,8.339,8.339,05123,0,4,0,4,1,0.8
05077,2020,15.82,15.82,8.339,8.339,05123,0,4,0,4,1,0.8
05077,2021,15.82,15.82,8.339,8.339,05123,0,4,0,4,1,0.8
05077,2022,15.82,15.82,8.339,8.339,05123,0,4,0,4,1,0.8
05077,2023,15.82,15.82,8.339,8.339,05123,0,4,0,4,1,0.8
05079,2008,22.769,22.769,8.332,8.332,05069,0,5,0,5,1,1.0
05079,2009,22.769,22.769,8.332,8.332,05069,0,5,0,5,1,1.0
05079,2010,22.769,22.769,8.332,8.332,05069,0,5,0,5,1,1.0
05079,2011,22.769,22.769,8.332,8.332,05069,0,5,0,5,1,1.0
05079,2012,22.769,22.769,8.332,8.332,05069,0,5,0,5,1,1.0
05079,2013,22.769,22.769,8.332,8.332,05069,0,5,0,5,1,1.0
05079,2014,22.769,22.769,8.332,8.332,05069,0,5,0,5,1,1.0
05079,2015,22.769,22.769,8.332,8.332,05069,0,5,0,5,1,1.0
05079,2016,22.769,22.769,8.332,8.332,05069,0,5,0,5,1,1.0
05079,2017,22.769,22.769,8.332,8.332,05069,0,5,0,5,1,1.0
05079,2018,22.769,22.769,8.332,8.332,05069,0,5,0,5,1,1.0
05079,2019,22.769,22.769,8.332,8.332,05069,0,5,0,5,1,1.0
05079,2020,22.769,22.769,8.332,8.332,05069,0,5,0,5,1,1.0
05079,2021,22.769,22.769,8.332,8.332,05069,0,5,0,5,1,1.0
05079,2022,22.769,22.769,8.332,8.332,05069,0,5,0,5,1,1.0
05079,2023,22.769,22.769,8.332,8.332,05069,0,5,0,5,1,1.0
05081,2008,23.918,23.918,13.581,13.581,05091,0,1,1,2,1,0.3333
05081,2009,23.918,23.918,13.581,13.581,05091,0,1,1,2,1,0.3333
05081,2010,23.918,23.918,13.581,13.581,05091,0,1,1,2,1,0.3333
05081,2011,23.918,23.918,13.581,13.581,05091,0,1,1,2,1,0.3333
05081,2012,23.918,23.918,13.581,13.581,05091,0,1,1,2,1,0.3333
05081,2013,23.918,18.223,13.581,7.47,48037,1,1,2,3,1,0.5
05081,2014,23.918,18.223,13.581,7.47,48037,1,1,2,3,1,0.5
05081,2015,23.918,18.223,13.581,7.47,48037,1,1,2,3,1,0.5
05081,2016,23.918,18.223,13.581,7.47,48037,1,1,2,3,1,0.5
05081,2017,23.918,18.223,13.581,7.47,48037,1,1,2,3,1,0.5
05081,2018,23.918,18.223,13.581,7.47,48037,1,1,2,3,1,0.5
05081,2019,23.918,18.223,13.581,7.47,48037,1,1,2,3,1,0.5
05081,2020,22.583,18.223,6.71,6.71,05133,0,2,2,4,1,0.6667
05081,2021,22.583,18.223,6.71,6.71,05133,0,2,2,4,1,0.6667
05081,2022,22.583,18.223,6.71,6.71,05133,0,2,2,4,1,0.6667
05081,2023,22.583,18.223,6.71,6.71,05133,0,2,2,4,1,0.6667
05083,2008,16.355,16.355,6.356,6.356,05047,0,2,0,2,1,0.3333
05083,2009,16.355,16.355,6.356,6.356,05047,0,2,0,2,1,0.3333
05083,2010,16.355,16.355,6.356,6.356,05047,0,2,0,2,1,0.3333
05083,2011,16.355,16.355,6.356,6.356,05047,0,2,0,2,1,0.3333
05083,2012,16.355,16.355,6.356,6.356,05047,0,2,0,2,1,0.3333
05083,2013,16.355,16.355,6.356,6.356,05047,0,2,0,2,1,0.3333
05083,2014,16.355,16.355,6.356,6.356,05047,0,2,0,2,1,0.3333
05083,2015,16.355,16.355,6.356,6.356,05047,0,2,0,2,1,0.3333
05083,2016,16.355,16.355,6.356,6.356,05047,0,2,0,2,1,0.3333
05083,2017,16.355,16.355,6.356,6.356,05047,0,2,0,2,1,0.3333
05083,2018,16.355,16.355,6.356,6.356,05047,0,2,0,2,1,0.3333
05083,2019,16.355,16.355,6.356,6.356,05047,0,2,0,2,1,0.3333
05083,2020,16.355,16.355,6.356,6.356,05047,0,2,0,2,1,0.3333
05083,2021,16.355,16.355,6.356,6.356,05047,0,2,0,2,1,0.3333
05083,2022,16.355,16.355,6.356,6.356,05047,0,2,0,2,1,0.3333
05083,2023,16.355,16.355,6.356,6.356,05047,0,2,0,2,1,0.3333
05085,2008,21.683,21.683,5.639,5.639,05119,0,4,0,4,1,0.6667
05085,2009,21.683,21.683,5.639,5.639,05119,0,4,0,4,1,0.6667
05085,2010,21.683,21.683,5.639,5.639,05119,0,4,0,4,1,0.6667
05085,2011,21.683,21.683,5.639,5.639,05119,0,4,0,4,1,0.6667
05085,2012,21.683,21.683,5.639,5.639,05119,0,4,0,4,1,0.6667
05085,2013,21.683,21.683,5.639,5.639,05119,0,4,0,4,1,0.6667
05085,2014,21.683,21.683,5.639,5.639,05119,0,4,0,4,1,0.6667
05085,2015,21.683,21.683,5.639,5.639,05119,0,4,0,4,1,0.6667
05085,2016,21.683,21.683,5.639,5.639,05119,0,4,0,4,1,0.6667
05085,2017,21.683,21.683,5.639,5.639,05119,0,4,0,4,1,0.6667
05085,2018,21.683,21.683,5.639,5.639,05119,0,4,0,4,1,0.6667
05085,2019,21.683,21.683,5.639,5.639,05119,0,4,0,4,1,0.6667
