coef_name,coef,se
Pre_avg,.046515193,.14643522
Post_avg,-.78917038,.43859461
Tm5,.63081956,.63017267
Tm4,-1.8612963,.95122081
Tm3,1.0790411,.61516196
Tm2,-.58985656,.59421074
Tm1,.97386813,.597161
Tp0,-.72653592,.55128872
Tp1,-.45931405,.52145243
Tp2,-.6171847,.6408366
Tp3,-.35385913,.49856776
Tp4,-1.0026896,.75177389
Tp5,-1.575439,.62620854
