coef_name,coef,se
Pre_avg,-.0087085459,.17254557
Post_avg,-.12853667,.51372081
Tm5,1.0237097,.97007269
Tm4,-.24242425,1.1949044
Tm3,1.5735079,.67889863
Tm2,-2.6952057,.80491209
Tm1,.29686978,.75260329
Tp0,.75218117,.60410172
Tp1,.087604061,.6784693
Tp2,-.55880284,.65455061
Tp3,.30693355,.72580558
Tp4,.023378583,.7952745
Tp5,-1.3825146,.67871928
