coef_name,coef,se
Pre_avg,.021119233,.20715691
Post_avg,-.068208046,.61382151
Tm5,1.4395802,1.1687713
Tm4,.31467894,1.1058807
Tm3,1.0382814,.88356906
Tm2,-2.6353285,1.1387939
Tm1,-.051615771,.80164796
Tp0,.52160984,1.0027815
Tp1,-.14036962,.80219305
Tp2,.16539137,.65506864
Tp3,.40455002,1.0572892
Tp4,-.001088026,.7229144
Tp5,-1.3593419,.75382936
