coef_name,coef,se
Pre_avg,-.067165241,.20549467
Post_avg,-.23184824,.531084
Tm5,.72757953,1.0918911
Tm4,.36469293,1.2655159
Tm3,1.4902532,.79338509
Tm2,-2.3988864,.7694701
Tm1,-.51946527,.85215056
Tp0,.085997827,.80186015
Tp1,-.55224115,.63993961
Tp2,.25701755,.67624837
Tp3,.41401389,.79940224
Tp4,.047997769,.87128717
Tp5,-1.6438754,.72732568
