coef_name,coef,se
Pre_avg,-.19171582,.21113606
Post_avg,-.19729599,.67363375
Tm5,1.1626559,1.0547315
Tm4,-1.628106,1.4981463
Tm3,2.1332734,1.0063685
Tm2,-2.4595044,.96225625
Tm1,-.16689822,.65576541
Tp0,.46052969,.82228082
Tp1,-.34666294,.85700285
Tp2,-.19991297,.69950587
Tp3,.069468051,.81105101
Tp4,.28495181,1.1344534
Tp5,-1.4521496,.8592636
