coef_name,coef,se
Pre_avg,-.56639808,.41775367
Post_avg,1.0861011,1.6401688
Tm5,-4.6786232,2.8500121
Tm4,1.1478746,3.5625756
Tm3,.87631226,1.7846384
Tm2,1.593084,1.4181751
Tm1,-1.7706381,2.3785369
Tp0,-.48514402,2.3136053
Tp1,.64519882,2.8872435
Tp2,1.7411937,1.102934
Tp3,3.8127587,2.239603
Tp4,.14880484,3.2212129
Tp5,.65379399,.9536615
