fips,county,year,month,fatal_crashes,total_fatalities,alcohol_fatal_crashes,weekend_crashes,night_crashes,crashes_sun,crashes_mon,crashes_tue,crashes_wed,crashes_thu,crashes_fri,crashes_sat,alcohol_flag_source
5003,Ashley,2015,10,1,1,0,0,0,0,0,0,0,0,1,0,DRUNK_DR
5003,Ashley,2015,11,2,2,0,1,0,1,0,0,1,0,0,0,DRUNK_DR
5003,Ashley,2015,12,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2016,5,1,1,0,1,0,1,0,0,0,0,0,0,DRUNK_DR
5003,Ashley,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2016,11,2,2,0,0,0,0,2,0,0,0,0,0,DRUNK_DR
5003,Ashley,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2017,2,1,1,1,0,0,0,1,0,0,0,0,0,DRUNK_DR
5003,Ashley,2017,3,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2017,4,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2017,5,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2017,6,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2017,8,1,1,0,1,0,1,0,0,0,0,0,0,DRUNK_DR
5003,Ashley,2017,9,2,3,0,0,1,0,0,1,0,1,0,0,DRUNK_DR
5003,Ashley,2017,10,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2017,11,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2017,12,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2018,1,1,1,0,0,0,0,0,1,0,0,0,0,DRUNK_DR
5003,Ashley,2018,2,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2018,3,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2018,4,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2018,5,1,1,0,0,0,0,0,0,1,0,0,0,DRUNK_DR
5003,Ashley,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2018,7,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2018,8,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2018,9,1,1,0,1,0,0,0,0,0,0,0,1,DRUNK_DR
5003,Ashley,2018,10,1,1,1,0,0,0,0,0,0,1,0,0,DRUNK_DR
5003,Ashley,2018,11,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2018,12,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2019,2,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2019,3,0,0,0,0,0,0,0,0,0,0,0,0,
5003,Ashley,2019,4,1,1,1,0,0,0,0,0,0,0,1,0,DRUNK_DR
