st_case,fips,county_fips_3,year,month,day,day_week,hour,drunk_dr,alcohol_flag_source,fatals,persons,is_alcohol,is_weekend,is_night
50001,5027,27,2008,1,1,3,3,1,DRUNK_DR,1,1,1,0,1
50003,5043,43,2008,1,2,4,8,0,DRUNK_DR,1,1,0,0,0
50004,5139,139,2008,1,2,4,11,0,DRUNK_DR,1,2,0,0,0
50005,5017,17,2008,1,3,5,10,0,DRUNK_DR,1,2,0,0,0
50006,5119,119,2008,1,4,6,3,1,DRUNK_DR,1,2,1,0,1
50007,5141,141,2008,1,4,6,15,0,DRUNK_DR,1,6,0,0,0
50008,5119,119,2008,1,4,6,21,0,DRUNK_DR,1,2,0,0,1
50009,5093,93,2008,1,5,7,16,0,DRUNK_DR,1,5,0,1,0
50010,5085,85,2008,1,5,7,17,0,DRUNK_DR,1,6,0,1,0
50011,5031,31,2008,1,8,3,22,1,DRUNK_DR,1,1,1,0,1
50012,5135,135,2008,1,9,4,11,0,DRUNK_DR,1,3,0,0,0
50013,5085,85,2008,1,10,5,18,1,DRUNK_DR,1,3,1,0,0
50014,5081,81,2008,1,12,7,4,1,DRUNK_DR,1,1,1,1,1
50015,5089,89,2008,1,12,7,21,1,DRUNK_DR,1,3,1,1,1
50016,5119,119,2008,1,14,2,16,1,DRUNK_DR,1,2,1,0,0
50017,5069,69,2008,1,14,2,22,0,DRUNK_DR,1,2,0,0,1
50018,5109,109,2008,1,16,4,15,0,DRUNK_DR,1,2,0,0,0
50019,5119,119,2008,1,16,4,18,0,DRUNK_DR,2,3,0,0,0
50020,5107,107,2008,1,16,4,21,1,DRUNK_DR,1,1,1,0,1
50021,5119,119,2008,1,16,4,22,1,DRUNK_DR,1,1,1,0,1
50022,5051,51,2008,1,17,5,16,0,DRUNK_DR,1,2,0,0,0
50023,5057,57,2008,1,18,6,11,0,DRUNK_DR,1,2,0,0,0
50024,5143,143,2008,1,22,3,0,1,DRUNK_DR,1,4,1,0,1
50025,5035,35,2008,1,22,3,9,0,DRUNK_DR,1,1,0,0,0
50026,5131,131,2008,1,25,6,2,0,DRUNK_DR,1,1,0,0,1
50027,5139,139,2008,1,25,6,5,0,DRUNK_DR,1,7,0,0,1
50028,5019,19,2008,1,25,6,8,0,DRUNK_DR,1,2,0,0,0
50029,5035,35,2008,1,25,6,23,0,DRUNK_DR,2,8,0,0,1
50030,5045,45,2008,1,26,7,4,1,DRUNK_DR,1,1,1,1,1
50031,5119,119,2008,1,26,7,23,1,DRUNK_DR,1,2,1,1,1
50032,5145,145,2008,1,27,1,4,1,DRUNK_DR,1,1,1,1,1
50033,5103,103,2008,1,27,1,5,1,DRUNK_DR,1,1,1,1,1
50034,5117,117,2008,1,28,2,17,0,DRUNK_DR,1,1,0,0,0
50035,5015,15,2008,1,29,3,6,0,DRUNK_DR,1,1,0,0,0
50036,5021,21,2008,1,29,3,13,0,DRUNK_DR,1,2,0,0,0
50037,5045,45,2008,1,29,3,14,1,DRUNK_DR,1,3,1,0,0
50038,5121,121,2008,1,30,4,21,0,DRUNK_DR,1,2,0,0,1
50039,5113,113,2008,1,31,5,13,0,DRUNK_DR,2,3,0,0,0
50040,5119,119,2008,1,30,4,5,0,DRUNK_DR,1,2,0,0,1
50041,5107,107,2008,1,3,5,7,0,DRUNK_DR,1,2,0,0,0
50042,5131,131,2008,2,2,7,11,0,DRUNK_DR,1,4,0,1,0
50043,5031,31,2008,2,2,7,15,1,DRUNK_DR,1,3,1,1,0
50044,5143,143,2008,2,4,2,2,1,DRUNK_DR,1,1,1,0,1
50045,5033,33,2008,2,4,2,10,0,DRUNK_DR,1,2,0,0,0
50046,5069,69,2008,2,5,3,22,1,DRUNK_DR,1,1,1,0,1
50047,5069,69,2008,2,6,4,2,1,DRUNK_DR,4,5,1,0,1
50048,5007,7,2008,2,6,4,6,0,DRUNK_DR,1,2,0,0,0
50049,5143,143,2008,2,6,4,5,0,DRUNK_DR,1,1,0,0,1
50050,5107,107,2008,2,7,5,12,0,DRUNK_DR,1,2,0,0,0
50051,5009,9,2008,2,8,6,18,0,DRUNK_DR,2,4,0,0,0
50052,5059,59,2008,2,9,7,2,0,DRUNK_DR,1,2,0,1,1
50053,5031,31,2008,2,9,7,8,0,DRUNK_DR,1,2,0,1,0
50054,5119,119,2008,2,10,1,4,1,DRUNK_DR,1,4,1,1,1
50055,5051,51,2008,2,10,1,14,0,DRUNK_DR,1,1,0,1,0
50056,5005,5,2008,2,11,2,7,0,DRUNK_DR,1,3,0,0,0
50057,5119,119,2008,2,11,2,19,0,DRUNK_DR,1,2,0,0,0
50058,5053,53,2008,2,13,4,17,0,DRUNK_DR,1,2,0,0,0
50059,5131,131,2008,2,14,5,6,0,DRUNK_DR,1,2,0,0,0
50060,5067,67,2008,2,16,7,2,0,DRUNK_DR,1,2,0,1,1
50061,5051,51,2008,2,16,7,6,1,DRUNK_DR,1,1,1,1,0
50062,5043,43,2008,2,16,7,11,0,DRUNK_DR,1,1,0,1,0
50063,5007,7,2008,2,16,7,21,1,DRUNK_DR,1,2,1,1,1
50064,5119,119,2008,2,16,7,23,2,DRUNK_DR,1,2,1,1,1
50065,5033,33,2008,2,17,1,14,0,DRUNK_DR,2,4,0,1,0
50066,5087,87,2008,2,17,1,19,1,DRUNK_DR,1,2,1,1,0
50067,5085,85,2008,2,24,1,21,0,DRUNK_DR,1,3,0,1,1
50068,5075,75,2008,2,18,2,11,0,DRUNK_DR,1,3,0,0,0
50069,5119,119,2008,2,23,7,3,0,DRUNK_DR,1,2,0,1,1
50070,5095,95,2008,2,25,2,6,0,DRUNK_DR,1,2,0,0,0
50071,5119,119,2008,2,25,2,22,1,DRUNK_DR,1,2,1,0,1
50072,5139,139,2008,2,26,3,18,0,DRUNK_DR,1,1,0,0,0
50073,5003,3,2008,2,26,3,18,1,DRUNK_DR,1,1,1,0,0
50074,5105,105,2008,2,28,5,11,0,DRUNK_DR,3,3,0,0,0
50075,5149,149,2008,2,28,5,22,1,DRUNK_DR,1,1,1,0,1
50076,5119,119,2008,2,29,6,16,0,DRUNK_DR,1,4,0,0,0
50077,5009,9,2008,1,11,6,20,1,DRUNK_DR,1,1,1,0,1
50078,5015,15,2008,3,2,1,0,0,DRUNK_DR,1,3,0,1,1
50079,5045,45,2008,3,2,1,7,0,DRUNK_DR,1,1,0,1,0
50080,5007,7,2008,3,2,1,9,0,DRUNK_DR,1,2,0,1,0
50081,5115,115,2008,3,2,1,12,1,DRUNK_DR,1,3,1,1,0
50082,5119,119,2008,3,2,1,15,0,DRUNK_DR,1,1,0,1,0
50083,5045,45,2008,3,2,1,16,0,DRUNK_DR,1,1,0,1,0
50084,5033,33,2008,3,2,1,17,1,DRUNK_DR,1,2,1,1,0
50085,5145,145,2008,3,3,2,13,0,DRUNK_DR,1,3,0,0,0
50086,5061,61,2008,3,4,3,20,0,DRUNK_DR,1,4,0,0,1
50087,5093,93,2008,3,6,5,11,0,DRUNK_DR,1,1,0,0,0
50088,5029,29,2008,3,6,5,19,0,DRUNK_DR,1,1,0,0,0
50089,5087,87,2008,3,9,1,16,0,DRUNK_DR,2,8,0,1,0
50090,5025,25,2008,3,10,2,7,0,DRUNK_DR,1,2,0,0,0
50091,5119,119,2008,3,12,4,15,0,DRUNK_DR,1,2,0,0,0
50092,5117,117,2008,3,12,4,18,0,DRUNK_DR,1,2,0,0,0
50093,5039,39,2008,3,13,5,16,0,DRUNK_DR,1,1,0,0,0
50094,5045,45,2008,3,16,1,12,0,DRUNK_DR,1,2,0,1,0
50095,5055,55,2008,3,17,2,13,0,DRUNK_DR,1,2,0,0,0
50096,5069,69,2008,3,19,4,2,1,DRUNK_DR,1,1,1,0,1
50097,5133,133,2008,3,20,5,16,0,DRUNK_DR,1,2,0,0,0
50098,5139,139,2008,3,22,7,23,1,DRUNK_DR,1,1,1,1,1
50099,5119,119,2008,3,23,1,3,1,DRUNK_DR,1,1,1,1,1
50100,5037,37,2008,3,23,1,15,0,DRUNK_DR,1,5,0,1,0
50101,5095,95,2008,3,24,2,14,1,DRUNK_DR,1,1,1,0,0
50102,5131,131,2008,3,25,3,20,1,DRUNK_DR,1,1,1,0,1
50103,5047,47,2008,3,25,3,7,0,DRUNK_DR,1,1,0,0,0
50104,5131,131,2008,3,27,5,14,0,DRUNK_DR,1,2,0,0,0
50105,5031,31,2008,3,28,6,21,1,DRUNK_DR,1,1,1,0,1
50106,5125,125,2008,3,29,7,16,0,DRUNK_DR,1,2,0,1,0
50107,5149,149,2008,2,9,7,18,1,DRUNK_DR,1,2,1,1,0
50108,5119,119,2008,3,31,2,7,0,DRUNK_DR,1,3,0,0,0
50109,5069,69,2008,3,31,2,17,0,DRUNK_DR,1,6,0,0,0
50110,5005,5,2008,4,2,4,13,0,DRUNK_DR,1,2,0,0,0
50111,5123,123,2008,4,3,5,20,0,DRUNK_DR,1,6,0,0,1
50112,5125,125,2008,4,5,7,0,0,DRUNK_DR,1,4,0,1,1
50113,5057,57,2008,4,5,7,17,0,DRUNK_DR,1,5,0,1,0
50114,5031,31,2008,4,5,7,21,0,DRUNK_DR,1,5,0,1,1
50115,5085,85,2008,4,6,1,7,0,DRUNK_DR,1,1,0,1,0
50116,5095,95,2008,4,6,1,19,0,DRUNK_DR,1,1,0,1,0
50117,5029,29,2008,4,7,2,0,0,DRUNK_DR,1,1,0,0,1
50118,5093,93,2008,4,7,2,3,0,DRUNK_DR,1,1,0,0,1
50119,5119,119,2008,4,7,2,20,0,DRUNK_DR,1,2,0,0,1
50120,5055,55,2008,4,7,2,22,0,DRUNK_DR,1,2,0,0,1
50121,5059,59,2008,4,8,3,16,0,DRUNK_DR,1,1,0,0,0
50122,5055,55,2008,4,11,6,15,0,DRUNK_DR,1,4,0,0,0
50123,5055,55,2008,4,12,7,20,1,DRUNK_DR,1,3,1,1,1
50124,5111,111,2008,4,13,1,2,1,DRUNK_DR,1,1,1,1,1
50125,5015,15,2008,4,13,1,2,1,DRUNK_DR,1,3,1,1,1
50126,5029,29,2008,4,15,3,18,0,DRUNK_DR,1,1,0,0,0
50127,5119,119,2008,4,19,7,18,1,DRUNK_DR,1,1,1,1,0
50128,5043,43,2008,4,19,7,12,0,DRUNK_DR,1,1,0,1,0
50129,5077,77,2008,4,19,7,22,1,DRUNK_DR,1,1,1,1,1
50130,5125,125,2008,4,20,1,0,0,DRUNK_DR,1,1,0,1,1
50131,5137,137,2008,4,20,1,18,0,DRUNK_DR,1,1,0,1,0
50132,5119,119,2008,4,21,2,11,0,DRUNK_DR,1,3,0,0,0
50133,5147,147,2008,4,22,3,6,0,DRUNK_DR,1,1,0,0,0
50134,5031,31,2008,4,22,3,99,1,DRUNK_DR,1,1,1,0,1
50135,5059,59,2008,4,23,4,7,0,DRUNK_DR,1,3,0,0,0
50136,5009,9,2008,4,23,4,7,0,DRUNK_DR,1,3,0,0,0
50137,5125,125,2008,4,23,4,9,0,DRUNK_DR,1,1,0,0,0
50138,5059,59,2008,4,23,4,11,0,DRUNK_DR,1,2,0,0,0
50139,5007,7,2008,4,23,4,16,0,DRUNK_DR,1,3,0,0,0
50140,5051,51,2008,4,24,5,0,1,DRUNK_DR,1,1,1,0,1
50141,5119,119,2008,4,25,6,15,1,DRUNK_DR,1,5,1,0,0
50142,5143,143,2008,4,26,7,9,0,DRUNK_DR,1,1,0,1,0
50143,5089,89,2008,4,26,7,14,0,DRUNK_DR,1,1,0,1,0
50144,5031,31,2008,4,26,7,14,0,DRUNK_DR,1,6,0,1,0
50145,5097,97,2008,4,26,7,20,0,DRUNK_DR,1,2,0,1,1
50146,5119,119,2008,4,26,7,22,1,DRUNK_DR,1,2,1,1,1
50147,5045,45,2008,4,27,1,21,1,DRUNK_DR,1,2,1,1,1
50148,5111,111,2008,4,28,2,18,0,DRUNK_DR,1,2,0,0,0
50149,5059,59,2008,4,29,3,19,0,DRUNK_DR,1,1,0,0,0
50150,5069,69,2008,4,30,4,24,0,DRUNK_DR,1,2,0,0,1
50151,5055,55,2008,4,30,4,17,0,DRUNK_DR,1,2,0,0,0
50152,5103,103,2008,3,3,2,99,1,DRUNK_DR,1,1,1,0,1
50153,5075,75,2008,2,7,5,18,0,DRUNK_DR,1,2,0,0,0
50154,5071,71,2008,2,8,6,16,0,DRUNK_DR,1,2,0,0,0
50155,5139,139,2008,3,8,7,4,0,DRUNK_DR,1,1,0,1,1
50156,5089,89,2008,5,1,5,21,1,DRUNK_DR,1,2,1,0,1
50157,5053,53,2008,5,2,6,7,0,DRUNK_DR,1,3,0,0,0
50158,5003,3,2008,5,2,6,12,1,DRUNK_DR,1,1,1,0,0
50159,5117,117,2008,5,2,6,16,1,DRUNK_DR,1,5,1,0,0
50160,5131,131,2008,5,3,7,2,0,DRUNK_DR,1,1,0,1,1
50161,5053,53,2008,5,3,7,10,0,DRUNK_DR,1,2,0,1,0
50162,5007,7,2008,5,3,7,23,1,DRUNK_DR,1,1,1,1,1
50163,5119,119,2008,5,4,1,4,1,DRUNK_DR,1,3,1,1,1
50164,5027,27,2008,5,4,1,17,0,DRUNK_DR,1,1,0,1,0
50165,5027,27,2008,5,5,2,7,0,DRUNK_DR,1,6,0,0,0
50166,5051,51,2008,5,5,2,15,0,DRUNK_DR,1,2,0,0,0
50167,5005,5,2008,5,7,4,16,0,DRUNK_DR,1,1,0,0,0
50168,5119,119,2008,5,7,4,20,0,DRUNK_DR,1,2,0,0,1
50169,5115,115,2008,5,8,5,9,0,DRUNK_DR,1,1,0,0,0
50170,5067,67,2008,5,11,1,11,0,DRUNK_DR,2,3,0,1,0
50171,5045,45,2008,5,11,1,16,0,DRUNK_DR,1,1,0,1,0
50172,5059,59,2008,5,11,1,18,0,DRUNK_DR,3,3,0,1,0
50173,5083,83,2008,5,12,2,13,1,DRUNK_DR,1,1,1,0,0
50174,5007,7,2008,5,13,3,14,1,DRUNK_DR,1,1,1,0,0
50175,5067,67,2008,5,15,5,4,0,DRUNK_DR,1,1,0,0,1
50176,5075,75,2008,5,15,5,22,0,DRUNK_DR,1,1,0,0,1
50177,5083,83,2008,5,15,5,23,1,DRUNK_DR,1,3,1,0,1
50178,5079,79,2008,5,16,6,8,0,DRUNK_DR,1,2,0,0,0
50179,5143,143,2008,5,16,6,23,0,DRUNK_DR,1,3,0,0,1
50180,5111,111,2008,5,17,7,8,1,DRUNK_DR,2,2,1,1,0
50181,5003,3,2008,5,18,1,20,1,DRUNK_DR,1,2,1,1,1
50182,5119,119,2008,5,19,2,15,0,DRUNK_DR,1,1,0,0,0
50183,5085,85,2008,5,19,2,15,0,DRUNK_DR,1,3,0,0,0
50184,5131,131,2008,5,19,2,17,1,DRUNK_DR,1,1,1,0,0
50185,5007,7,2008,5,21,4,16,1,DRUNK_DR,1,1,1,0,0
50186,5101,101,2008,5,21,4,16,0,DRUNK_DR,1,4,0,0,0
50187,5045,45,2008,5,22,5,5,0,DRUNK_DR,1,1,0,0,1
50188,5077,77,2008,5,23,6,7,0,DRUNK_DR,1,17,0,0,0
50189,5029,29,2008,5,24,7,1,0,DRUNK_DR,1,2,0,1,1
50190,5101,101,2008,5,24,7,8,0,DRUNK_DR,1,4,0,1,0
50191,5125,125,2008,5,24,7,14,1,DRUNK_DR,1,3,1,1,0
50192,5141,141,2008,5,24,7,16,0,DRUNK_DR,1,4,0,1,0
50193,5057,57,2008,5,25,1,1,1,DRUNK_DR,1,1,1,1,1
50194,5085,85,2008,5,25,1,2,1,DRUNK_DR,1,1,1,1,1
50195,5059,59,2008,5,25,1,12,0,DRUNK_DR,1,2,0,1,0
50196,5127,127,2008,5,25,1,17,1,DRUNK_DR,2,2,1,1,0
50197,5031,31,2008,5,26,2,11,0,DRUNK_DR,1,1,0,0,0
50198,5107,107,2008,5,26,2,12,1,DRUNK_DR,1,2,1,0,0
50199,5033,33,2008,5,26,2,13,0,DRUNK_DR,1,1,0,0,0
50200,5113,113,2008,5,28,4,6,0,DRUNK_DR,1,2,0,0,0
50201,5145,145,2008,5,29,5,11,0,DRUNK_DR,1,2,0,0,0
50202,5029,29,2008,5,30,6,11,0,DRUNK_DR,1,3,0,0,0
50203,5033,33,2008,5,30,6,19,0,DRUNK_DR,1,5,0,0,0
50204,5131,131,2008,5,30,6,21,0,DRUNK_DR,2,2,0,0,1
50205,5019,19,2008,5,31,7,18,0,DRUNK_DR,1,4,0,1,0
50206,5035,35,2008,4,20,1,1,0,DRUNK_DR,1,4,0,1,1
50207,5115,115,2008,4,17,5,21,0,DRUNK_DR,1,2,0,0,1
50208,5119,119,2008,6,1,1,3,0,DRUNK_DR,1,1,0,1,1
50209,5113,113,2008,6,1,1,21,1,DRUNK_DR,1,1,1,1,1
50210,5085,85,2008,6,2,2,14,0,DRUNK_DR,1,2,0,0,0
50211,5003,3,2008,6,3,3,15,0,DRUNK_DR,1,1,0,0,0
50212,5143,143,2008,6,4,4,99,1,DRUNK_DR,1,1,1,0,1
50213,5119,119,2008,6,4,4,2,1,DRUNK_DR,1,2,1,0,1
50214,5133,133,2008,6,5,5,9,0,DRUNK_DR,1,1,0,0,0
50215,5049,49,2008,6,5,5,12,0,DRUNK_DR,1,1,0,0,0
50216,5051,51,2008,6,5,5,21,0,DRUNK_DR,1,3,0,0,1
50217,5113,113,2008,6,6,6,1,0,DRUNK_DR,2,2,0,0,1
50218,5085,85,2008,6,6,6,14,0,DRUNK_DR,1,3,0,0,0
50219,5117,117,2008,6,6,6,15,1,DRUNK_DR,1,2,1,0,0
50220,5131,131,2008,6,6,6,16,1,DRUNK_DR,2,2,1,0,0
50221,5119,119,2008,6,6,6,16,2,DRUNK_DR,1,2,1,0,0
50222,5023,23,2008,6,6,6,22,1,DRUNK_DR,1,1,1,0,1
50223,5119,119,2008,6,7,7,17,0,DRUNK_DR,1,4,0,1,0
50224,5137,137,2008,6,7,7,18,2,DRUNK_DR,1,2,1,1,0
50225,5077,77,2008,6,7,7,14,0,DRUNK_DR,1,1,0,1,0
50226,5067,67,2008,6,8,1,5,1,DRUNK_DR,1,1,1,1,1
50227,5051,51,2008,6,8,1,20,0,DRUNK_DR,1,3,0,1,1
50228,5119,119,2008,6,8,1,21,1,DRUNK_DR,2,3,1,1,1
50229,5125,125,2008,6,11,4,13,1,DRUNK_DR,1,4,1,0,0
50230,5145,145,2008,6,11,4,23,0,DRUNK_DR,1,2,0,0,1
50231,5031,31,2008,6,12,5,17,0,DRUNK_DR,1,1,0,0,0
50232,5097,97,2008,6,13,6,20,0,DRUNK_DR,1,1,0,0,1
50233,5059,59,2008,6,14,7,7,0,DRUNK_DR,1,2,0,1,0
50234,5023,23,2008,6,14,7,8,0,DRUNK_DR,1,1,0,1,0
50235,5119,119,2008,6,15,1,6,0,DRUNK_DR,1,4,0,1,0
50236,5067,67,2008,6,15,1,8,0,DRUNK_DR,1,1,0,1,0
50237,5057,57,2008,6,15,1,20,0,DRUNK_DR,1,7,0,1,1
50238,5069,69,2008,6,17,3,5,0,DRUNK_DR,1,3,0,0,1
50239,5107,107,2008,6,18,4,6,0,DRUNK_DR,1,2,0,0,0
50240,5007,7,2008,6,18,4,18,0,DRUNK_DR,1,3,0,0,0
50241,5009,9,2008,6,19,5,9,0,DRUNK_DR,1,3,0,0,0
50242,5119,119,2008,6,19,5,18,0,DRUNK_DR,1,2,0,0,0
50243,5051,51,2008,6,20,6,8,0,DRUNK_DR,1,2,0,0,0
50244,5073,73,2008,6,21,7,13,1,DRUNK_DR,1,3,1,1,0
50245,5115,115,2008,6,21,7,17,0,DRUNK_DR,1,3,0,1,0
50246,5051,51,2008,6,22,1,5,1,DRUNK_DR,1,1,1,1,1
50247,5015,15,2008,6,22,1,9,0,DRUNK_DR,1,4,0,1,0
50248,5051,51,2008,6,22,1,21,0,DRUNK_DR,1,2,0,1,1
50249,5117,117,2008,6,23,2,2,0,DRUNK_DR,1,2,0,0,1
50250,5117,117,2008,6,23,2,2,0,DRUNK_DR,1,4,0,0,1
50251,5083,83,2008,6,23,2,7,0,DRUNK_DR,1,1,0,0,0
50252,5015,15,2008,6,23,2,99,0,DRUNK_DR,1,3,0,0,1
50253,5025,25,2008,6,23,2,15,0,DRUNK_DR,1,1,0,0,0
50254,5147,147,2008,6,24,3,5,1,DRUNK_DR,1,1,1,0,1
50255,5043,43,2008,6,24,3,9,0,DRUNK_DR,1,2,0,0,0
50256,5067,67,2008,6,24,3,10,0,DRUNK_DR,2,2,0,0,0
50257,5139,139,2008,6,27,6,6,0,DRUNK_DR,2,9,0,0,0
50258,5119,119,2008,6,25,4,19,1,DRUNK_DR,1,1,1,0,0
50259,5123,123,2008,6,27,6,9,1,DRUNK_DR,1,2,1,0,0
50260,5131,131,2008,6,27,6,22,0,DRUNK_DR,1,5,0,0,1
50261,5077,77,2008,6,27,6,22,0,DRUNK_DR,2,3,0,0,1
50262,5091,91,2008,6,28,7,2,0,DRUNK_DR,1,1,0,1,1
50263,5143,143,2008,6,28,7,19,1,DRUNK_DR,1,4,1,1,0
50264,5093,93,2008,6,29,1,11,0,DRUNK_DR,1,7,0,1,0
50265,5101,101,2008,6,29,1,13,0,DRUNK_DR,1,4,0,1,0
50266,5083,83,2008,6,29,1,19,1,DRUNK_DR,1,1,1,1,0
50267,5121,121,2008,6,29,1,22,0,DRUNK_DR,1,2,0,1,1
50268,5119,119,2008,6,30,2,16,1,DRUNK_DR,1,1,1,0,0
50269,5015,15,2008,6,30,2,17,0,DRUNK_DR,1,2,0,0,0
50270,5131,131,2008,6,30,2,22,1,DRUNK_DR,1,1,1,0,1
50271,5127,127,2008,4,26,7,20,0,DRUNK_DR,1,2,0,1,1
50272,5039,39,2008,7,1,3,12,0,DRUNK_DR,1,1,0,0,0
50273,5119,119,2008,7,2,4,9,0,DRUNK_DR,1,2,0,0,0
50274,5007,7,2008,7,2,4,17,0,DRUNK_DR,1,4,0,0,0
50275,5055,55,2008,7,4,6,17,0,DRUNK_DR,1,3,0,0,0
50276,5119,119,2008,7,5,7,9,0,DRUNK_DR,1,2,0,1,0
50277,5115,115,2008,7,5,7,11,0,DRUNK_DR,1,2,0,1,0
50278,5045,45,2008,7,6,1,18,0,DRUNK_DR,1,4,0,1,0
50279,5083,83,2008,7,6,1,20,1,DRUNK_DR,1,1,1,1,1
50280,5113,113,2008,7,8,3,22,1,DRUNK_DR,1,1,1,0,1
50282,5037,37,2008,7,9,4,15,0,DRUNK_DR,2,3,0,0,0
50283,5119,119,2008,7,10,5,15,0,DRUNK_DR,1,5,0,0,0
50284,5093,93,2008,7,11,6,21,0,DRUNK_DR,1,4,0,0,1
50285,5051,51,2008,7,11,6,22,2,DRUNK_DR,1,3,1,0,1
50286,5145,145,2008,7,12,7,4,1,DRUNK_DR,1,1,1,1,1
50287,5067,67,2008,7,12,7,15,0,DRUNK_DR,1,1,0,1,0
50288,5057,57,2008,7,13,1,3,0,DRUNK_DR,1,3,0,1,1
50289,5035,35,2008,7,13,1,22,0,DRUNK_DR,1,4,0,1,1
50290,5031,31,2008,7,14,2,16,1,DRUNK_DR,1,2,1,0,0
50291,5007,7,2008,7,14,2,19,0,DRUNK_DR,2,3,0,0,0
50292,5125,125,2008,7,14,2,23,1,DRUNK_DR,1,3,1,0,1
50293,5119,119,2008,7,15,3,9,0,DRUNK_DR,1,2,0,0,0
50294,5145,145,2008,7,15,3,23,0,DRUNK_DR,1,2,0,0,1
50295,5119,119,2008,7,16,4,9,0,DRUNK_DR,1,2,0,0,0
50296,5121,121,2008,7,16,4,9,0,DRUNK_DR,1,1,0,0,0
50297,5051,51,2008,7,17,5,16,0,DRUNK_DR,1,2,0,0,0
50298,5141,141,2008,7,17,5,21,0,DRUNK_DR,1,3,0,0,1
50299,5061,61,2008,7,18,6,22,0,DRUNK_DR,1,2,0,0,1
50300,5069,69,2008,7,19,7,4,1,DRUNK_DR,1,1,1,1,1
50301,5031,31,2008,7,19,7,23,0,DRUNK_DR,1,3,0,1,1
50302,5115,115,2008,7,20,1,24,1,DRUNK_DR,1,1,1,1,1
50304,5115,115,2008,7,22,3,17,0,DRUNK_DR,1,2,0,0,0
50305,5091,91,2008,7,23,4,7,0,DRUNK_DR,1,1,0,0,0
50306,5009,9,2008,7,23,4,7,0,DRUNK_DR,1,1,0,0,0
50307,5115,115,2008,7,23,4,11,0,DRUNK_DR,1,2,0,0,0
50308,5037,37,2008,7,23,4,17,0,DRUNK_DR,1,3,0,0,0
50309,5145,145,2008,7,24,5,16,2,DRUNK_DR,1,2,1,0,0
50310,5007,7,2008,7,25,6,21,0,DRUNK_DR,1,3,0,0,1
50311,5055,55,2008,7,25,6,17,0,DRUNK_DR,1,1,0,0,0
50312,5005,5,2008,7,26,7,1,0,DRUNK_DR,1,1,0,1,1
50313,5117,117,2008,7,26,7,5,0,DRUNK_DR,2,4,0,1,1
50314,5007,7,2008,7,27,1,4,1,DRUNK_DR,1,4,1,1,1
50315,5007,7,2008,7,27,1,23,0,DRUNK_DR,1,1,0,1,1
50316,5131,131,2008,7,28,2,14,0,DRUNK_DR,1,3,0,0,0
50317,5029,29,2008,7,28,2,16,0,DRUNK_DR,1,2,0,0,0
50318,5061,61,2008,7,29,3,14,0,DRUNK_DR,1,6,0,0,0
50319,5045,45,2008,7,29,3,19,1,DRUNK_DR,1,1,1,0,0
50320,5093,93,2008,5,2,6,10,0,DRUNK_DR,1,1,0,0,0
50321,5143,143,2008,8,2,7,2,1,DRUNK_DR,1,1,1,1,1
50322,5139,139,2008,7,31,5,21,1,DRUNK_DR,1,2,1,0,1
50323,5079,79,2008,8,2,7,23,0,DRUNK_DR,1,1,0,1,1
50324,5017,17,2008,8,3,1,0,0,DRUNK_DR,1,1,0,1,1
50325,5045,45,2008,8,3,1,0,1,DRUNK_DR,1,1,1,1,1
50326,5131,131,2008,8,3,1,2,0,DRUNK_DR,1,3,0,1,1
50327,5013,13,2008,8,4,2,16,0,DRUNK_DR,1,1,0,0,0
50328,5125,125,2008,8,5,3,16,0,DRUNK_DR,1,1,0,0,0
50329,5091,91,2008,8,6,4,9,0,DRUNK_DR,2,3,0,0,0
50330,5145,145,2008,8,7,5,2,0,DRUNK_DR,1,1,0,0,1
50331,5015,15,2008,8,8,6,13,1,DRUNK_DR,1,1,1,0,0
50332,5075,75,2008,8,8,6,18,1,DRUNK_DR,1,3,1,0,0
50333,5007,7,2008,8,9,7,0,1,DRUNK_DR,1,1,1,1,1
50334,5029,29,2008,8,10,1,14,0,DRUNK_DR,1,4,0,1,0
50335,5005,5,2008,8,10,1,21,0,DRUNK_DR,1,1,0,1,1
50336,5031,31,2008,8,11,2,4,0,DRUNK_DR,1,5,0,0,1
50337,5143,143,2008,8,11,2,8,1,DRUNK_DR,1,1,1,0,0
50338,5097,97,2008,8,12,3,10,0,DRUNK_DR,1,2,0,0,0
50339,5113,113,2008,8,12,3,19,1,DRUNK_DR,1,1,1,0,0
50340,5051,51,2008,8,13,4,12,0,DRUNK_DR,1,4,0,0,0
50341,5093,93,2008,8,13,4,23,0,DRUNK_DR,1,1,0,0,1
50342,5019,19,2008,8,14,5,6,0,DRUNK_DR,1,1,0,0,0
50343,5005,5,2008,8,14,5,7,0,DRUNK_DR,1,1,0,0,0
50344,5145,145,2008,8,15,6,6,0,DRUNK_DR,1,1,0,0,0
50345,5123,123,2008,8,17,1,0,1,DRUNK_DR,1,3,1,1,1
50346,5119,119,2008,8,18,2,3,0,DRUNK_DR,1,2,0,0,1
50347,5143,143,2008,8,18,2,99,1,DRUNK_DR,1,1,1,0,1
50348,5085,85,2008,8,18,2,15,1,DRUNK_DR,1,2,1,0,0
50349,5121,121,2008,8,20,4,10,0,DRUNK_DR,1,4,0,0,0
50350,5085,85,2008,8,21,5,15,0,DRUNK_DR,1,3,0,0,0
50351,5113,113,2008,8,21,5,18,1,DRUNK_DR,1,1,1,0,0
