st_case,fips,county_fips_3,year,month,day,day_week,hour,drunk_dr,alcohol_flag_source,fatals,persons,is_alcohol,is_weekend,is_night
50031,5127,127,2010,2,15,2,9,1,DRUNK_DR,1,3,1,0,0
50032,5015,15,2010,2,15,2,0,0,DRUNK_DR,1,1,0,0,1
50033,5007,7,2010,2,16,3,15,0,DRUNK_DR,2,6,0,0,0
50034,5119,119,2010,2,17,4,1,1,DRUNK_DR,1,1,1,0,1
50035,5075,75,2010,2,18,5,1,1,DRUNK_DR,1,1,1,0,1
50036,5131,131,2010,2,19,6,2,1,DRUNK_DR,1,1,1,0,1
50037,5061,61,2010,2,21,1,4,1,DRUNK_DR,1,1,1,1,1
50038,5041,41,2010,2,22,2,5,0,DRUNK_DR,1,3,0,0,1
50039,5139,139,2010,2,25,5,7,0,DRUNK_DR,1,3,0,0,0
50040,5113,113,2010,2,26,6,11,0,DRUNK_DR,2,4,0,0,0
50041,5009,9,2010,2,27,7,11,0,DRUNK_DR,1,3,0,1,0
50042,5115,115,2010,3,1,2,6,0,DRUNK_DR,2,3,0,0,0
50043,5007,7,2010,3,1,2,9,0,DRUNK_DR,1,2,0,0,0
50044,5027,27,2010,3,3,4,7,0,DRUNK_DR,1,2,0,0,0
50045,5119,119,2010,3,3,4,14,0,DRUNK_DR,1,2,0,0,0
50046,5053,53,2010,3,3,4,20,0,DRUNK_DR,1,2,0,0,1
50047,5051,51,2010,3,5,6,22,1,DRUNK_DR,1,1,1,0,1
50048,5045,45,2010,3,6,7,15,1,DRUNK_DR,1,1,1,1,0
50049,5125,125,2010,3,6,7,18,1,DRUNK_DR,1,2,1,1,0
50050,5031,31,2010,3,7,1,16,0,DRUNK_DR,1,2,0,1,0
50051,5093,93,2010,3,7,1,20,1,DRUNK_DR,1,1,1,1,1
50052,5103,103,2010,3,10,4,15,0,DRUNK_DR,1,2,0,0,0
50053,5093,93,2010,3,12,6,1,1,DRUNK_DR,1,1,1,0,1
50054,5007,7,2010,3,14,1,21,1,DRUNK_DR,1,3,1,1,1
50055,5045,45,2010,3,15,2,14,0,DRUNK_DR,1,6,0,0,0
50056,5145,145,2010,3,17,4,1,0,DRUNK_DR,1,2,0,0,1
50057,5095,95,2010,3,17,4,12,0,DRUNK_DR,1,2,0,0,0
50058,5083,83,2010,3,17,4,18,0,DRUNK_DR,1,1,0,0,0
50059,5037,37,2010,3,19,6,16,0,DRUNK_DR,1,3,0,0,0
50060,5145,145,2010,3,20,7,20,1,DRUNK_DR,1,1,1,1,1
50061,5143,143,2010,3,22,2,16,1,DRUNK_DR,1,3,1,0,0
50062,5051,51,2010,3,24,4,4,1,DRUNK_DR,1,3,1,0,1
50063,5113,113,2010,3,24,4,7,0,DRUNK_DR,1,1,0,0,0
50064,5125,125,2010,3,25,5,4,0,DRUNK_DR,1,1,0,0,1
50065,5041,41,2010,3,25,5,23,0,DRUNK_DR,2,6,0,0,1
50066,5059,59,2010,3,26,6,6,0,DRUNK_DR,1,1,0,0,0
50067,5055,55,2010,3,27,7,1,1,DRUNK_DR,1,5,1,1,1
50068,5055,55,2010,3,27,7,11,0,DRUNK_DR,1,2,0,1,0
50069,5023,23,2010,3,28,1,14,1,DRUNK_DR,1,1,1,1,0
50070,5007,7,2010,3,29,2,13,0,DRUNK_DR,1,1,0,0,0
50072,5093,93,2010,3,28,1,6,1,DRUNK_DR,1,2,1,1,0
50073,5057,57,2010,4,1,5,7,0,DRUNK_DR,4,6,0,0,0
50074,5071,71,2010,4,1,5,12,1,DRUNK_DR,1,1,1,0,0
50075,5055,55,2010,4,1,5,13,0,DRUNK_DR,1,1,0,0,0
50076,5059,59,2010,4,1,5,22,0,DRUNK_DR,2,3,0,0,1
50077,5143,143,2010,4,3,7,17,0,DRUNK_DR,2,6,0,1,0
50078,5025,25,2010,4,4,1,2,0,DRUNK_DR,1,1,0,1,1
50079,5059,59,2010,4,4,1,6,0,DRUNK_DR,1,2,0,1,0
50080,5143,143,2010,4,4,1,10,0,DRUNK_DR,1,3,0,1,0
50081,5007,7,2010,4,4,1,18,1,DRUNK_DR,1,8,1,1,0
50082,5063,63,2010,4,4,1,18,1,DRUNK_DR,2,4,1,1,0
50083,5021,21,2010,4,5,2,1,1,DRUNK_DR,1,2,1,0,1
50084,5025,25,2010,4,5,2,16,0,DRUNK_DR,1,4,0,0,0
50085,5111,111,2010,4,5,2,17,0,DRUNK_DR,1,2,0,0,0
50086,5119,119,2010,4,5,2,22,1,DRUNK_DR,1,1,1,0,1
50087,5133,133,2010,4,7,4,12,0,DRUNK_DR,1,3,0,0,0
50088,5127,127,2010,4,8,5,10,0,DRUNK_DR,1,1,0,0,0
50089,5141,141,2010,4,8,5,21,0,DRUNK_DR,1,2,0,0,1
50090,5085,85,2010,4,9,6,11,0,DRUNK_DR,1,1,0,0,0
50091,5031,31,2010,4,9,6,14,0,DRUNK_DR,1,1,0,0,0
50092,5143,143,2010,4,9,6,19,1,DRUNK_DR,1,2,1,0,0
50093,5101,101,2010,4,10,7,16,0,DRUNK_DR,1,3,0,1,0
50094,5051,51,2010,4,10,7,18,0,DRUNK_DR,1,2,0,1,0
50095,5031,31,2010,4,12,2,2,0,DRUNK_DR,1,1,0,0,1
50096,5117,117,2010,4,12,2,21,1,DRUNK_DR,2,2,1,0,1
50097,5005,5,2010,4,13,3,6,0,DRUNK_DR,1,2,0,0,0
50098,5131,131,2010,4,14,4,20,1,DRUNK_DR,1,5,1,0,1
50099,5119,119,2010,4,14,4,22,0,DRUNK_DR,1,2,0,0,1
50100,5123,123,2010,4,15,5,16,0,DRUNK_DR,1,1,0,0,0
50101,5033,33,2010,4,15,5,16,0,DRUNK_DR,1,1,0,0,0
50102,5073,73,2010,4,15,5,18,0,DRUNK_DR,1,2,0,0,0
50103,5135,135,2010,4,15,5,18,0,DRUNK_DR,1,3,0,0,0
50104,5123,123,2010,4,17,7,12,0,DRUNK_DR,1,1,0,1,0
50105,5093,93,2010,4,17,7,12,0,DRUNK_DR,1,4,0,1,0
50106,5099,99,2010,4,17,7,19,0,DRUNK_DR,1,2,0,1,0
50107,5055,55,2010,4,18,1,20,0,DRUNK_DR,2,4,0,1,1
50108,5005,5,2010,4,19,2,20,0,DRUNK_DR,1,3,0,0,1
50110,5127,127,2010,4,21,4,16,1,DRUNK_DR,1,4,1,0,0
50111,5091,91,2010,4,23,6,18,0,DRUNK_DR,1,1,0,0,0
50112,5115,115,2010,4,24,7,17,0,DRUNK_DR,2,32,0,1,0
50113,5049,49,2010,4,28,4,6,0,DRUNK_DR,1,1,0,0,0
50114,5101,101,2010,4,29,5,15,0,DRUNK_DR,1,2,0,0,0
50115,5013,13,2010,4,30,6,6,0,DRUNK_DR,1,2,0,0,0
50116,5015,15,2010,4,30,6,18,0,DRUNK_DR,1,4,0,0,0
50117,5075,75,2010,4,30,6,23,1,DRUNK_DR,1,1,1,0,1
50118,5119,119,2010,3,7,1,19,0,DRUNK_DR,1,4,0,1,0
50119,5023,23,2010,5,1,7,2,1,DRUNK_DR,1,4,1,1,1
50120,5019,19,2010,5,1,7,3,1,DRUNK_DR,1,4,1,1,1
50121,5007,7,2010,5,4,3,7,0,DRUNK_DR,1,3,0,0,0
50122,5023,23,2010,5,5,4,3,0,DRUNK_DR,1,1,0,0,1
50123,5095,95,2010,5,6,5,13,0,DRUNK_DR,1,2,0,0,0
50124,5009,9,2010,5,7,6,3,1,DRUNK_DR,1,2,1,0,1
50125,5109,109,2010,5,7,6,8,0,DRUNK_DR,1,1,0,0,0
50126,5143,143,2010,5,7,6,18,0,DRUNK_DR,1,1,0,0,0
50127,5007,7,2010,5,7,6,21,0,DRUNK_DR,1,3,0,0,1
50128,5057,57,2010,5,8,7,5,1,DRUNK_DR,1,2,1,1,1
50129,5009,9,2010,5,8,7,13,1,DRUNK_DR,1,3,1,1,0
50130,5095,95,2010,5,8,7,13,1,DRUNK_DR,1,2,1,1,0
50131,5143,143,2010,5,8,7,21,1,DRUNK_DR,1,4,1,1,1
50132,5119,119,2010,5,9,1,19,1,DRUNK_DR,1,3,1,1,0
50133,5031,31,2010,5,11,3,14,0,DRUNK_DR,1,2,0,0,0
50134,5051,51,2010,5,12,4,4,1,DRUNK_DR,1,1,1,0,1
50135,5103,103,2010,5,13,5,20,0,DRUNK_DR,1,1,0,0,1
50136,5087,87,2010,5,14,6,18,1,DRUNK_DR,1,4,1,0,0
50137,5125,125,2010,5,16,1,8,0,DRUNK_DR,1,1,0,1,0
50138,5007,7,2010,5,18,3,4,0,DRUNK_DR,1,1,0,0,1
50139,5007,7,2010,5,19,4,13,0,DRUNK_DR,1,2,0,0,0
50140,5089,89,2010,5,20,5,16,0,DRUNK_DR,1,3,0,0,0
50141,5007,7,2010,5,20,5,19,0,DRUNK_DR,1,2,0,0,0
50142,5145,145,2010,5,21,6,16,0,DRUNK_DR,1,5,0,0,0
50143,5149,149,2010,5,22,7,22,0,DRUNK_DR,1,2,0,1,1
50144,5143,143,2010,5,23,1,19,0,DRUNK_DR,1,4,0,1,0
50145,5003,3,2010,5,23,1,19,1,DRUNK_DR,1,1,1,1,0
50146,5119,119,2010,5,24,2,10,0,DRUNK_DR,1,3,0,0,0
50147,5099,99,2010,5,24,2,11,0,DRUNK_DR,1,1,0,0,0
50148,5007,7,2010,5,25,3,14,0,DRUNK_DR,1,4,0,0,0
50149,5023,23,2010,5,25,3,21,1,DRUNK_DR,1,1,1,0,1
50150,5059,59,2010,5,26,4,4,0,DRUNK_DR,1,1,0,0,1
50151,5095,95,2010,5,26,4,7,0,DRUNK_DR,1,3,0,0,0
50152,5021,21,2010,5,26,4,16,1,DRUNK_DR,1,1,1,0,0
50153,5031,31,2010,5,27,5,9,0,DRUNK_DR,1,2,0,0,0
50154,5063,63,2010,5,27,5,19,1,DRUNK_DR,1,1,1,0,0
50155,5125,125,2010,5,28,6,7,0,DRUNK_DR,1,14,0,0,0
50156,5089,89,2010,5,28,6,9,1,DRUNK_DR,1,1,1,0,0
50157,5141,141,2010,5,28,6,14,0,DRUNK_DR,1,5,0,0,0
50158,5037,37,2010,5,29,7,15,1,DRUNK_DR,1,5,1,1,0
50159,5135,135,2010,5,30,1,5,1,DRUNK_DR,1,2,1,1,1
50160,5123,123,2010,5,30,1,9,0,DRUNK_DR,1,3,0,1,0
50161,5119,119,2010,5,31,2,9,0,DRUNK_DR,1,3,0,0,0
50162,5107,107,2010,5,29,7,3,1,DRUNK_DR,1,1,1,1,1
50163,5035,35,2010,6,1,3,4,0,DRUNK_DR,1,1,0,0,1
50164,5119,119,2010,6,1,3,8,0,DRUNK_DR,1,1,0,0,0
50165,5031,31,2010,6,1,3,18,0,DRUNK_DR,1,1,0,0,0
50166,5069,69,2010,6,2,4,16,0,DRUNK_DR,1,2,0,0,0
50167,5119,119,2010,6,2,4,21,0,DRUNK_DR,1,1,0,0,1
50168,5059,59,2010,6,3,5,14,0,DRUNK_DR,1,4,0,0,0
50169,5123,123,2010,6,3,5,17,1,DRUNK_DR,2,3,1,0,0
50170,5073,73,2010,6,5,7,11,0,DRUNK_DR,1,1,0,1,0
50171,5083,83,2010,6,5,7,15,1,DRUNK_DR,1,5,1,1,0
50172,5143,143,2010,6,5,7,18,0,DRUNK_DR,1,7,0,1,0
50173,5063,63,2010,6,5,7,99,1,DRUNK_DR,1,1,1,1,1
50174,5047,47,2010,6,6,1,3,1,DRUNK_DR,1,1,1,1,1
50175,5093,93,2010,6,6,1,19,1,DRUNK_DR,1,3,1,1,0
50176,5087,87,2010,6,9,4,7,0,DRUNK_DR,1,1,0,0,0
50177,5027,27,2010,6,10,5,16,0,DRUNK_DR,1,1,0,0,0
50178,5119,119,2010,6,13,1,5,1,DRUNK_DR,1,1,1,1,1
50179,5119,119,2010,6,14,2,18,0,DRUNK_DR,1,1,0,0,0
50180,5045,45,2010,6,14,2,20,0,DRUNK_DR,1,1,0,0,1
50181,5131,131,2010,6,17,5,9,0,DRUNK_DR,1,1,0,0,0
50182,5033,33,2010,6,17,5,11,0,DRUNK_DR,1,13,0,0,0
50183,5051,51,2010,6,17,5,16,1,DRUNK_DR,1,2,1,0,0
50184,5077,77,2010,6,17,5,22,0,DRUNK_DR,1,2,0,0,1
50185,5119,119,2010,6,18,6,19,1,DRUNK_DR,1,2,1,0,0
50186,5099,99,2010,6,18,6,11,0,DRUNK_DR,1,3,0,0,0
50187,5115,115,2010,6,18,6,22,1,DRUNK_DR,1,1,1,0,1
50188,5119,119,2010,6,19,7,5,0,DRUNK_DR,1,1,0,1,1
50189,5119,119,2010,6,19,7,15,1,DRUNK_DR,1,2,1,1,0
50190,5145,145,2010,6,19,7,10,0,DRUNK_DR,1,2,0,1,0
50191,5119,119,2010,6,20,1,9,0,DRUNK_DR,1,3,0,1,0
50192,5031,31,2010,6,20,1,17,0,DRUNK_DR,1,1,0,1,0
50193,5057,57,2010,6,21,2,6,0,DRUNK_DR,1,2,0,0,0
50194,5119,119,2010,6,21,2,8,0,DRUNK_DR,1,2,0,0,0
50195,5103,103,2010,6,21,2,21,1,DRUNK_DR,2,2,1,0,1
50196,5067,67,2010,6,22,3,10,0,DRUNK_DR,1,1,0,0,0
50197,5045,45,2010,6,22,3,22,1,DRUNK_DR,1,1,1,0,1
50198,5019,19,2010,6,23,4,3,1,DRUNK_DR,1,1,1,0,1
50199,5091,91,2010,6,24,5,2,1,DRUNK_DR,1,2,1,0,1
50200,5003,3,2010,6,24,5,11,0,DRUNK_DR,1,1,0,0,0
50201,5085,85,2010,6,24,5,23,1,DRUNK_DR,1,4,1,0,1
50202,5057,57,2010,6,25,6,13,1,DRUNK_DR,1,1,1,0,0
50203,5131,131,2010,6,25,6,19,1,DRUNK_DR,1,3,1,0,0
50204,5149,149,2010,6,27,1,1,1,DRUNK_DR,2,6,1,1,1
50205,5143,143,2010,6,27,1,5,1,DRUNK_DR,1,1,1,1,1
50206,5101,101,2010,6,27,1,14,0,DRUNK_DR,1,1,0,1,0
50207,5031,31,2010,3,4,5,22,0,DRUNK_DR,1,4,0,0,1
50208,5093,93,2010,7,1,5,15,0,DRUNK_DR,2,4,0,0,0
50209,5135,135,2010,7,1,5,21,0,DRUNK_DR,1,3,0,0,1
50210,5029,29,2010,7,2,6,14,0,DRUNK_DR,1,6,0,0,0
50211,5027,27,2010,7,2,6,16,0,DRUNK_DR,1,2,0,0,0
50212,5057,57,2010,7,3,7,7,0,DRUNK_DR,1,4,0,1,0
50213,5135,135,2010,7,4,1,1,0,DRUNK_DR,2,2,0,1,1
50214,5007,7,2010,7,4,1,14,1,DRUNK_DR,1,1,1,1,0
50215,5005,5,2010,7,7,4,15,0,DRUNK_DR,1,2,0,0,0
50216,5045,45,2010,7,8,5,19,0,DRUNK_DR,1,6,0,0,0
50217,5125,125,2010,7,11,1,0,0,DRUNK_DR,1,1,0,1,1
50218,5099,99,2010,7,12,2,15,1,DRUNK_DR,1,1,1,0,0
50219,5061,61,2010,7,12,2,17,0,DRUNK_DR,1,3,0,0,0
50220,5119,119,2010,7,13,3,0,0,DRUNK_DR,1,2,0,0,1
50221,5125,125,2010,7,13,3,23,0,DRUNK_DR,1,3,0,0,1
50222,5145,145,2010,7,14,4,1,0,DRUNK_DR,1,1,0,0,1
50223,5033,33,2010,7,15,5,21,0,DRUNK_DR,1,1,0,0,1
50224,5119,119,2010,7,16,6,8,0,DRUNK_DR,1,1,0,0,0
50225,5067,67,2010,7,17,7,2,1,DRUNK_DR,1,2,1,1,1
50226,5007,7,2010,7,17,7,11,0,DRUNK_DR,1,1,0,1,0
50227,5149,149,2010,7,17,7,13,0,DRUNK_DR,1,1,0,1,0
50228,5031,31,2010,7,17,7,22,0,DRUNK_DR,1,1,0,1,1
50229,5091,91,2010,7,18,1,0,1,DRUNK_DR,1,2,1,1,1
50230,5113,113,2010,7,18,1,12,0,DRUNK_DR,1,2,0,1,0
50231,5083,83,2010,7,18,1,0,1,DRUNK_DR,1,1,1,1,1
50232,5049,49,2010,7,20,3,19,0,DRUNK_DR,1,1,0,0,0
50233,5063,63,2010,7,21,4,5,0,DRUNK_DR,2,2,0,0,1
50234,5143,143,2010,7,22,5,22,1,DRUNK_DR,1,1,1,0,1
50235,5119,119,2010,7,23,6,19,1,DRUNK_DR,1,1,1,0,0
50236,5077,77,2010,7,24,7,1,0,DRUNK_DR,1,2,0,1,1
50237,5125,125,2010,7,24,7,18,1,DRUNK_DR,1,2,1,1,0
50238,5145,145,2010,7,24,7,19,1,DRUNK_DR,1,1,1,1,0
50239,5027,27,2010,7,24,7,22,0,DRUNK_DR,1,4,0,1,1
50240,5035,35,2010,7,25,1,23,1,DRUNK_DR,1,2,1,1,1
50241,5031,31,2010,7,26,2,5,1,DRUNK_DR,1,1,1,0,1
50242,5033,33,2010,7,29,5,18,0,DRUNK_DR,1,2,0,0,0
50243,5085,85,2010,7,30,6,6,0,DRUNK_DR,1,2,0,0,0
50244,5077,77,2010,7,30,6,16,0,DRUNK_DR,2,1,0,0,0
50245,5059,59,2010,7,31,7,0,0,DRUNK_DR,1,3,0,1,1
50246,5137,137,2010,7,31,7,5,0,DRUNK_DR,2,2,0,1,1
50247,5061,61,2010,7,31,7,13,1,DRUNK_DR,1,1,1,1,0
50248,5131,131,2010,7,31,7,15,0,DRUNK_DR,1,2,0,1,0
50249,5007,7,2010,7,31,7,16,1,DRUNK_DR,1,1,1,1,0
50250,5015,15,2010,6,19,7,15,1,DRUNK_DR,1,1,1,1,0
50251,5125,125,2010,7,20,3,11,0,DRUNK_DR,1,3,0,0,0
50252,5095,95,2010,7,31,7,23,0,DRUNK_DR,2,6,0,1,1
50253,5131,131,2010,8,1,1,4,1,DRUNK_DR,1,1,1,1,1
50254,5105,105,2010,8,1,1,19,0,DRUNK_DR,1,2,0,1,0
50255,5115,115,2010,8,1,1,8,0,DRUNK_DR,1,1,0,1,0
50256,5073,73,2010,8,2,2,10,0,DRUNK_DR,1,1,0,0,0
50257,5059,59,2010,8,2,2,11,0,DRUNK_DR,1,5,0,0,0
50258,5015,15,2010,8,3,3,14,1,DRUNK_DR,1,1,1,0,0
50259,5037,37,2010,8,5,5,17,0,DRUNK_DR,1,3,0,0,0
50260,5073,73,2010,8,5,5,22,1,DRUNK_DR,1,1,1,0,1
50261,5097,97,2010,8,6,6,14,0,DRUNK_DR,1,1,0,0,0
50262,5021,21,2010,8,6,6,17,0,DRUNK_DR,1,2,0,0,0
50263,5069,69,2010,8,6,6,23,0,DRUNK_DR,1,1,0,0,1
50264,5001,1,2010,8,7,7,11,0,DRUNK_DR,2,2,0,1,0
50265,5057,57,2010,8,7,7,20,1,DRUNK_DR,1,1,1,1,1
50266,5007,7,2010,8,8,1,2,1,DRUNK_DR,2,5,1,1,1
50267,5045,45,2010,8,8,1,7,0,DRUNK_DR,1,1,0,1,0
50268,5045,45,2010,8,9,2,13,0,DRUNK_DR,1,2,0,0,0
50269,5007,7,2010,8,14,7,99,0,DRUNK_DR,1,1,0,1,1
50270,5067,67,2010,8,17,3,6,0,DRUNK_DR,1,6,0,0,0
50271,5045,45,2010,8,18,4,13,0,DRUNK_DR,1,2,0,0,0
50272,5059,59,2010,8,18,4,16,0,DRUNK_DR,1,2,0,0,0
50273,5045,45,2010,8,18,4,22,1,DRUNK_DR,1,1,1,0,1
50274,5119,119,2010,8,18,4,23,2,DRUNK_DR,1,2,1,0,1
50275,5145,145,2010,8,19,5,16,1,DRUNK_DR,1,2,1,0,0
50276,5031,31,2010,8,20,6,7,0,DRUNK_DR,2,2,0,0,0
50277,5103,103,2010,8,20,6,17,1,DRUNK_DR,1,1,1,0,0
50278,5051,51,2010,8,21,7,14,0,DRUNK_DR,1,4,0,1,0
50279,5007,7,2010,8,21,7,15,1,DRUNK_DR,1,5,1,1,0
50280,5105,105,2010,8,21,7,21,1,DRUNK_DR,1,3,1,1,1
50281,5019,19,2010,8,23,2,8,0,DRUNK_DR,1,1,0,0,0
50282,5035,35,2010,8,23,2,14,0,DRUNK_DR,1,6,0,0,0
50283,5121,121,2010,8,23,2,22,0,DRUNK_DR,1,1,0,0,1
50284,5061,61,2010,8,24,3,5,0,DRUNK_DR,1,2,0,0,1
50285,5119,119,2010,8,25,4,7,0,DRUNK_DR,1,4,0,0,0
50286,5133,133,2010,8,27,6,0,0,DRUNK_DR,1,5,0,0,1
50287,5123,123,2010,8,27,6,14,1,DRUNK_DR,1,1,1,0,0
50288,5027,27,2010,8,27,6,23,1,DRUNK_DR,2,2,1,0,1
50289,5129,129,2010,8,28,7,11,0,DRUNK_DR,1,1,0,1,0
50290,5029,29,2010,8,28,7,22,0,DRUNK_DR,1,3,0,1,1
50291,5053,53,2010,8,29,1,4,0,DRUNK_DR,1,1,0,1,1
50292,5015,15,2010,8,29,1,10,1,DRUNK_DR,1,3,1,1,0
50293,5015,15,2010,8,29,1,18,1,DRUNK_DR,3,7,1,1,0
50294,5031,31,2010,5,15,7,99,0,DRUNK_DR,1,1,0,1,1
50295,5131,131,2010,5,25,3,13,0,DRUNK_DR,1,3,0,0,0
50296,5119,119,2010,7,26,2,6,0,DRUNK_DR,1,2,0,0,0
50297,5119,119,2010,8,1,1,14,0,DRUNK_DR,1,5,0,1,0
50298,5051,51,2010,9,1,4,3,1,DRUNK_DR,1,1,1,0,1
50299,5045,45,2010,9,1,4,19,0,DRUNK_DR,1,2,0,0,0
50300,5041,41,2010,9,2,5,16,0,DRUNK_DR,1,2,0,0,0
50301,5145,145,2010,9,3,6,13,0,DRUNK_DR,1,1,0,0,0
50302,5139,139,2010,9,6,2,0,1,DRUNK_DR,1,1,1,0,1
50303,5063,63,2010,9,7,3,15,0,DRUNK_DR,1,3,0,0,0
50304,5069,69,2010,9,8,4,14,0,DRUNK_DR,1,5,0,0,0
50305,5117,117,2010,9,8,4,23,0,DRUNK_DR,1,1,0,0,1
50306,5071,71,2010,9,10,6,5,0,DRUNK_DR,1,2,0,0,1
50307,5001,1,2010,9,11,7,4,1,DRUNK_DR,1,2,1,1,1
50308,5005,5,2010,9,11,7,9,0,DRUNK_DR,1,2,0,1,0
50309,5123,123,2010,9,11,7,14,0,DRUNK_DR,3,4,0,1,0
50310,5051,51,2010,9,11,7,17,0,DRUNK_DR,1,1,0,1,0
50311,5011,11,2010,9,11,7,20,1,DRUNK_DR,1,1,1,1,1
50312,5145,145,2010,9,12,1,5,0,DRUNK_DR,1,1,0,1,1
50313,5041,41,2010,9,12,1,11,0,DRUNK_DR,1,2,0,1,0
50314,5045,45,2010,9,12,1,12,0,DRUNK_DR,4,8,0,1,0
50315,5051,51,2010,9,13,2,9,0,DRUNK_DR,1,1,0,0,0
50316,5085,85,2010,9,13,2,12,0,DRUNK_DR,1,1,0,0,0
50317,5119,119,2010,9,13,2,15,1,DRUNK_DR,1,3,1,0,0
50318,5125,125,2010,9,13,2,18,1,DRUNK_DR,1,1,1,0,0
50319,5045,45,2010,9,14,3,14,0,DRUNK_DR,1,2,0,0,0
50320,5139,139,2010,9,14,3,15,0,DRUNK_DR,1,1,0,0,0
50321,5145,145,2010,9,14,3,16,1,DRUNK_DR,1,1,1,0,0
50322,5115,115,2010,9,15,4,9,0,DRUNK_DR,1,2,0,0,0
50323,5093,93,2010,9,15,4,10,0,DRUNK_DR,1,2,0,0,0
50324,5091,91,2010,9,15,4,16,0,DRUNK_DR,1,1,0,0,0
50325,5127,127,2010,9,15,4,17,1,DRUNK_DR,1,1,1,0,0
50326,5119,119,2010,9,15,4,17,1,DRUNK_DR,1,2,1,0,0
50327,5149,149,2010,9,15,4,20,1,DRUNK_DR,2,3,1,0,1
50328,5035,35,2010,9,15,4,22,1,DRUNK_DR,1,1,1,0,1
50329,5037,37,2010,9,16,5,12,0,DRUNK_DR,1,1,0,0,0
50330,5091,91,2010,9,17,6,3,1,DRUNK_DR,1,3,1,0,1
50331,5079,79,2010,9,18,7,6,1,DRUNK_DR,1,1,1,1,0
50332,5087,87,2010,9,18,7,9,0,DRUNK_DR,1,2,0,1,0
50333,5025,25,2010,9,18,7,9,0,DRUNK_DR,1,3,0,1,0
50334,5143,143,2010,9,18,7,18,0,DRUNK_DR,1,1,0,1,0
50335,5143,143,2010,9,18,7,20,0,DRUNK_DR,1,2,0,1,1
50336,5121,121,2010,9,18,7,99,1,DRUNK_DR,1,1,1,1,1
50337,5067,67,2010,9,21,3,17,0,DRUNK_DR,1,2,0,0,0
50338,5101,101,2010,9,22,4,16,0,DRUNK_DR,1,1,0,0,0
50339,5053,53,2010,9,23,5,15,0,DRUNK_DR,1,1,0,0,0
50340,5091,91,2010,9,23,5,17,0,DRUNK_DR,1,1,0,0,0
50341,5125,125,2010,9,24,6,15,0,DRUNK_DR,1,4,0,0,0
50342,5125,125,2010,9,24,6,21,1,DRUNK_DR,1,1,1,0,1
50343,5075,75,2010,9,24,6,23,1,DRUNK_DR,1,1,1,0,1
50344,5137,137,2010,9,25,7,0,1,DRUNK_DR,3,3,1,1,1
50345,5037,37,2010,9,25,7,16,0,DRUNK_DR,1,2,0,1,0
50346,5139,139,2010,9,25,7,23,0,DRUNK_DR,1,5,0,1,1
50347,5119,119,2010,9,26,1,2,1,DRUNK_DR,1,3,1,1,1
50348,5129,129,2010,9,27,2,11,0,DRUNK_DR,1,2,0,0,0
50349,5043,43,2010,9,27,2,15,0,DRUNK_DR,1,3,0,0,0
50350,5117,117,2010,9,28,3,10,0,DRUNK_DR,1,2,0,0,0
50351,5123,123,2010,9,28,3,14,0,DRUNK_DR,1,1,0,0,0
50352,5045,45,2010,9,30,5,1,0,DRUNK_DR,1,2,0,0,1
50353,5017,17,2010,9,30,5,7,0,DRUNK_DR,1,2,0,0,0
50354,5007,7,2010,9,30,5,16,0,DRUNK_DR,1,3,0,0,0
50355,5121,121,2010,9,2,5,17,0,DRUNK_DR,1,2,0,0,0
50356,5093,93,2010,9,5,1,5,0,DRUNK_DR,1,3,0,1,1
50357,5035,35,2010,10,2,7,3,1,DRUNK_DR,1,1,1,1,1
50358,5139,139,2010,10,2,7,17,0,DRUNK_DR,1,3,0,1,0
50359,5133,133,2010,10,2,7,21,0,DRUNK_DR,1,2,0,1,1
50360,5119,119,2010,10,2,7,19,1,DRUNK_DR,1,1,1,1,0
50361,5007,7,2010,10,2,7,23,0,DRUNK_DR,1,2,0,1,1
50362,5087,87,2010,10,2,7,23,1,DRUNK_DR,1,1,1,1,1
50363,5143,143,2010,10,3,1,1,1,DRUNK_DR,1,2,1,1,1
50364,5147,147,2010,10,3,1,3,0,DRUNK_DR,1,2,0,1,1
50365,5093,93,2010,10,3,1,4,1,DRUNK_DR,1,1,1,1,1
50366,5063,63,2010,10,3,1,19,0,DRUNK_DR,1,1,0,1,0
50367,5069,69,2010,10,4,2,13,1,DRUNK_DR,1,2,1,0,0
50368,5089,89,2010,10,4,2,14,0,DRUNK_DR,1,2,0,0,0
50369,5077,77,2010,10,4,2,17,0,DRUNK_DR,1,2,0,0,0
50370,5007,7,2010,10,5,3,18,0,DRUNK_DR,1,3,0,0,0
50371,5003,3,2010,10,6,4,12,0,DRUNK_DR,1,4,0,0,0
50372,5051,51,2010,10,8,6,10,0,DRUNK_DR,1,1,0,0,0
50373,5105,105,2010,10,8,6,16,0,DRUNK_DR,2,3,0,0,0
50374,5115,115,2010,10,9,7,18,0,DRUNK_DR,1,1,0,1,0
50375,5115,115,2010,10,10,1,4,1,DRUNK_DR,1,1,1,1,1
50376,5105,105,2010,10,10,1,15,0,DRUNK_DR,1,1,0,1,0
50377,5079,79,2010,10,10,1,22,0,DRUNK_DR,1,1,0,1,1
50378,5053,53,2010,10,11,2,8,0,DRUNK_DR,1,1,0,0,0
50379,5141,141,2010,10,11,2,12,0,DRUNK_DR,2,3,0,0,0
50380,5031,31,2010,10,12,3,7,0,DRUNK_DR,1,2,0,0,0
