fips,county_name,acs_vintage,pop_15plus,n_married,n_divorced,n_separated,n_widowed,n_never_married,pct_married,pct_divorced,pct_never_married,pct_widowed,pct_separated
05059,Hot Spring,2012,26811,14567,4182,721,1798,6264,0.5433,0.156,0.2336,0.0671,0.0269
05071,Johnson,2012,20284,11172,2874,417,1560,4678,0.5508,0.1417,0.2306,0.0769,0.0206
05077,Lee,2012,8643,3064,1179,344,772,3628,0.3545,0.1364,0.4198,0.0893,0.0398
05087,Madison,2012,12585,7230,1872,220,942,2541,0.5745,0.1487,0.2019,0.0749,0.0175
05049,Fulton,2012,10239,6184,1331,130,881,1843,0.604,0.13,0.18,0.086,0.0127
05061,Howard,2012,10754,5665,1353,311,907,2829,0.5268,0.1258,0.2631,0.0843,0.0289
05093,Mississippi,2012,35483,17631,4658,1235,2799,10395,0.4969,0.1313,0.293,0.0789,0.0348
05117,Prairie,2012,7144,4419,751,156,664,1310,0.6186,0.1051,0.1834,0.0929,0.0218
05139,Union,2012,33340,17907,4359,1190,2723,8351,0.5371,0.1307,0.2505,0.0817,0.0357
05025,Cleveland,2012,6882,3971,914,141,488,1509,0.577,0.1328,0.2193,0.0709,0.0205
05057,Hempstead,2012,17582,9255,2284,534,1322,4721,0.5264,0.1299,0.2685,0.0752,0.0304
05135,Sharp,2012,14347,8287,2230,376,1358,2472,0.5776,0.1554,0.1723,0.0947,0.0262
05143,Washington,2012,160208,81919,17619,2709,8271,52399,0.5113,0.11,0.3271,0.0516,0.0169
05003,Ashley,2012,17415,10308,1907,509,1336,3864,0.5919,0.1095,0.2219,0.0767,0.0292
05031,Craighead,2012,76384,40243,9335,1718,4802,22004,0.5269,0.1222,0.2881,0.0629,0.0225
05073,Lafayette,2012,6215,3035,729,219,671,1780,0.4883,0.1173,0.2864,0.108,0.0352
05105,Perry,2012,8576,4779,1277,164,724,1796,0.5573,0.1489,0.2094,0.0844,0.0191
05111,Poinsett,2012,19629,10054,3027,646,2107,4441,0.5122,0.1542,0.2262,0.1073,0.0329
05133,Sevier,2012,12792,7409,1324,498,1144,2915,0.5792,0.1035,0.2279,0.0894,0.0389
05013,Calhoun,2012,4509,2442,535,185,524,1008,0.5416,0.1187,0.2236,0.1162,0.041
05011,Bradley,2012,9180,5478,1036,403,767,1899,0.5967,0.1129,0.2069,0.0836,0.0439
05075,Lawrence,2012,14101,7677,1724,388,1285,3415,0.5444,0.1223,0.2422,0.0911,0.0275
05113,Polk,2012,16526,9582,2303,253,1623,3018,0.5798,0.1394,0.1826,0.0982,0.0153
05029,Conway,2012,16998,9178,2563,433,1387,3870,0.5399,0.1508,0.2277,0.0816,0.0255
05101,Newton,2012,6872,4388,775,181,526,1183,0.6385,0.1128,0.1721,0.0765,0.0263
05081,Little River,2012,10585,5817,1586,211,875,2307,0.5496,0.1498,0.2179,0.0827,0.0199
05085,Lonoke,2012,52730,31644,6247,1164,3295,11544,0.6001,0.1185,0.2189,0.0625,0.0221
05091,Miller,2012,34504,18057,4568,1369,2954,8925,0.5233,0.1324,0.2587,0.0856,0.0397
05123,St. Francis,2012,22544,9364,3669,1046,1751,7760,0.4154,0.1627,0.3442,0.0777,0.0464
05145,White,2012,61665,35546,7290,1489,4036,14793,0.5764,0.1182,0.2399,0.0655,0.0241
05023,Cleburne,2012,21647,13095,2686,434,1949,3917,0.6049,0.1241,0.1809,0.09,0.02
05021,Clay,2012,13138,7453,1950,159,1251,2484,0.5673,0.1484,0.1891,0.0952,0.0121
05043,Drew,2012,14979,7744,1658,236,1209,4368,0.517,0.1107,0.2916,0.0807,0.0158
05121,Randolph,2012,14558,9003,1755,409,1236,2564,0.6184,0.1206,0.1761,0.0849,0.0281
05009,Boone,2012,29985,18119,3837,479,2212,5817,0.6043,0.128,0.194,0.0738,0.016
05041,Desha,2012,10125,5083,1115,324,1045,2882,0.502,0.1101,0.2846,0.1032,0.032
05051,Garland,2012,79744,42848,12103,1891,7183,17610,0.5373,0.1518,0.2208,0.0901,0.0237
05115,Pope,2012,49821,27519,6042,955,3158,13102,0.5524,0.1213,0.263,0.0634,0.0192
05147,Woodruff,2012,5919,3058,934,149,563,1364,0.5166,0.1578,0.2304,0.0951,0.0252
05067,Jackson,2012,14844,7123,2143,637,1528,4050,0.4799,0.1444,0.2728,0.1029,0.0429
05137,Stone,2012,10410,6191,1486,267,886,1847,0.5947,0.1427,0.1774,0.0851,0.0256
05005,Baxter,2012,35279,20985,4969,479,3317,6008,0.5948,0.1408,0.1703,0.094,0.0136
05055,Greene,2012,33403,19241,5004,831,2274,6884,0.576,0.1498,0.2061,0.0681,0.0249
05107,Phillips,2012,16662,6821,2413,891,1678,5750,0.4094,0.1448,0.3451,0.1007,0.0535
05149,Yell,2012,17285,10037,2182,364,1138,3928,0.5807,0.1262,0.2272,0.0658,0.0211
05019,Clark,2012,19335,8521,1949,435,1496,7369,0.4407,0.1008,0.3811,0.0774,0.0225
05095,Monroe,2012,6668,3152,781,217,782,1953,0.4727,0.1171,0.2929,0.1173,0.0325
05103,Ouachita,2012,20949,11155,2673,685,2167,4954,0.5325,0.1276,0.2365,0.1034,0.0327
05001,Arkansas,2012,15399,8762,1795,448,1351,3491,0.569,0.1166,0.2267,0.0877,0.0291
05015,Carroll,2012,22232,13526,2920,415,1572,4214,0.6084,0.1313,0.1895,0.0707,0.0187
05119,Pulaski,2012,305709,146173,42583,8182,18404,98549,0.4781,0.1393,0.3224,0.0602,0.0268
05105,Perry,2013,8462,4989,987,139,722,1764,0.5896,0.1166,0.2085,0.0853,0.0164
05111,Poinsett,2013,19475,10106,3098,611,1993,4278,0.5189,0.1591,0.2197,0.1023,0.0314
05133,Sevier,2013,12954,7490,1476,644,1108,2880,0.5782,0.1139,0.2223,0.0855,0.0497
05013,Calhoun,2013,4493,2406,579,148,502,1006,0.5355,0.1289,0.2239,0.1117,0.0329
05011,Bradley,2013,9162,5222,956,346,833,2151,0.57,0.1043,0.2348,0.0909,0.0378
05075,Lawrence,2013,14029,7546,1653,266,1424,3406,0.5379,0.1178,0.2428,0.1015,0.019
05113,Polk,2013,16514,9305,2518,242,1598,3093,0.5635,0.1525,0.1873,0.0968,0.0147
05029,Conway,2013,17030,9198,2581,465,1411,3840,0.5401,0.1516,0.2255,0.0829,0.0273
05101,Newton,2013,6859,4225,869,135,553,1212,0.616,0.1267,0.1767,0.0806,0.0197
05081,Little River,2013,10558,5842,1560,181,879,2277,0.5533,0.1478,0.2157,0.0833,0.0171
05085,Lonoke,2013,53574,31829,6559,1062,3367,11819,0.5941,0.1224,0.2206,0.0628,0.0198
05091,Miller,2013,34635,17892,4720,1276,3003,9020,0.5166,0.1363,0.2604,0.0867,0.0368
05123,St. Francis,2013,22460,9767,3385,970,1661,7647,0.4349,0.1507,0.3405,0.074,0.0432
05145,White,2013,62335,36456,6939,1382,3800,15140,0.5848,0.1113,0.2429,0.061,0.0222
05063,Independence,2013,29438,16832,3554,958,2381,6671,0.5718,0.1207,0.2266,0.0809,0.0325
05079,Lincoln,2013,11956,5009,1615,281,715,4617,0.419,0.1351,0.3862,0.0598,0.0235
05083,Logan,2013,17923,9530,2775,406,1490,4128,0.5317,0.1548,0.2303,0.0831,0.0227
05053,Grant,2013,14425,9024,1431,218,987,2983,0.6256,0.0992,0.2068,0.0684,0.0151
05035,Crittenden,2013,38572,17619,5013,1575,2556,13384,0.4568,0.13,0.347,0.0663,0.0408
05047,Franklin,2013,14458,8067,1993,499,1248,3150,0.558,0.1378,0.2179,0.0863,0.0345
05045,Faulkner,2013,92226,47480,10868,1725,4565,29313,0.5148,0.1178,0.3178,0.0495,0.0187
05109,Pike,2013,9032,5339,1218,183,625,1850,0.5911,0.1349,0.2048,0.0692,0.0203
05069,Jefferson,2013,61119,26647,8334,2072,4616,21522,0.436,0.1364,0.3521,0.0755,0.0339
05089,Marion,2013,14244,8893,1751,359,1313,2287,0.6243,0.1229,0.1606,0.0922,0.0252
05097,Montgomery,2013,7816,5025,1018,245,578,1195,0.6429,0.1302,0.1529,0.074,0.0313
05127,Scott,2013,8906,5512,1039,269,657,1698,0.6189,0.1167,0.1907,0.0738,0.0302
05129,Searcy,2013,6720,3826,1105,125,620,1169,0.5693,0.1644,0.174,0.0923,0.0186
05131,Sebastian,2013,100017,53227,14222,2907,6510,26058,0.5322,0.1422,0.2605,0.0651,0.0291
05033,Crawford,2013,48557,28706,6554,928,2920,10377,0.5912,0.135,0.2137,0.0601,0.0191
05007,Benton,2013,174229,107855,17893,2339,8958,39523,0.619,0.1027,0.2268,0.0514,0.0134
05017,Chicot,2013,9363,4462,1043,409,928,2930,0.4766,0.1114,0.3129,0.0991,0.0437
05059,Hot Spring,2013,27063,14636,4390,683,1711,6326,0.5408,0.1622,0.2338,0.0632,0.0252
05071,Johnson,2013,20428,11594,2980,315,1480,4374,0.5676,0.1459,0.2141,0.0724,0.0154
05077,Lee,2013,8540,3089,1125,346,711,3615,0.3617,0.1317,0.4233,0.0833,0.0405
05087,Madison,2013,12593,7237,1865,222,1002,2489,0.5747,0.1481,0.1976,0.0796,0.0176
05049,Fulton,2013,10250,6249,1281,102,918,1802,0.6097,0.125,0.1758,0.0896,0.01
05061,Howard,2013,10693,5607,1512,331,804,2770,0.5244,0.1414,0.259,0.0752,0.031
05093,Mississippi,2013,35322,17596,5005,1297,2672,10049,0.4982,0.1417,0.2845,0.0756,0.0367
05117,Prairie,2013,7100,3983,935,142,768,1414,0.561,0.1317,0.1992,0.1082,0.02
05139,Union,2013,33199,17916,4383,1055,2700,8200,0.5397,0.132,0.247,0.0813,0.0318
05023,Cleburne,2013,21587,12601,3256,364,1812,3918,0.5837,0.1508,0.1815,0.0839,0.0169
05025,Cleveland,2013,6907,4172,727,142,509,1499,0.604,0.1053,0.217,0.0737,0.0206
05057,Hempstead,2013,17497,8839,2467,489,1314,4877,0.5052,0.141,0.2787,0.0751,0.0279
05135,Sharp,2013,14290,8393,2089,329,1381,2427,0.5873,0.1462,0.1698,0.0966,0.023
05143,Washington,2013,163166,83005,17514,2634,8411,54236,0.5087,0.1073,0.3324,0.0515,0.0161
05003,Ashley,2013,17338,10032,2060,459,1428,3818,0.5786,0.1188,0.2202,0.0824,0.0265
05031,Craighead,2013,77692,40824,9442,1822,4922,22504,0.5255,0.1215,0.2897,0.0634,0.0235
05073,Lafayette,2013,6156,2851,805,225,621,1879,0.4631,0.1308,0.3052,0.1009,0.0365
05099,Nevada,2013,7108,4102,924,306,672,1410,0.5771,0.13,0.1984,0.0945,0.0431
05037,Cross,2013,14146,8140,1557,482,1229,3220,0.5754,0.1101,0.2276,0.0869,0.0341
05039,Dallas,2013,6473,3544,639,210,711,1579,0.5475,0.0987,0.2439,0.1098,0.0324
05027,Columbia,2013,20056,9986,2245,606,1553,6272,0.4979,0.1119,0.3127,0.0774,0.0302
05125,Saline,2013,87736,51530,11898,1749,5467,18841,0.5873,0.1356,0.2147,0.0623,0.0199
05141,Van Buren,2013,14286,8186,2032,312,1427,2641,0.573,0.1422,0.1849,0.0999,0.0218
05065,Izard,2013,11562,6937,1507,272,1157,1961,0.6,0.1303,0.1696,0.1001,0.0235
05021,Clay,2013,12994,7081,2142,136,1296,2475,0.5449,0.1648,0.1905,0.0997,0.0105
05043,Drew,2013,15082,7829,1570,286,1005,4678,0.5191,0.1041,0.3102,0.0666,0.019
05121,Randolph,2013,14504,9214,1671,312,1111,2508,0.6353,0.1152,0.1729,0.0766,0.0215
05009,Boone,2013,30073,18483,3653,472,2065,5872,0.6146,0.1215,0.1953,0.0687,0.0157
05041,Desha,2013,10003,4755,1323,369,1019,2906,0.4754,0.1323,0.2905,0.1019,0.0369
05051,Garland,2013,79937,42374,12312,2001,7326,17925,0.5301,0.154,0.2242,0.0916,0.025
05115,Pope,2013,50179,27048,5988,819,3142,14001,0.539,0.1193,0.279,0.0626,0.0163
05147,Woodruff,2013,5862,3033,893,181,547,1389,0.5174,0.1523,0.2369,0.0933,0.0309
05067,Jackson,2013,14800,7166,2411,563,1544,3679,0.4842,0.1629,0.2486,0.1043,0.038
05137,Stone,2013,10335,6406,1176,307,789,1964,0.6198,0.1138,0.19,0.0763,0.0297
05005,Baxter,2013,35188,21130,4726,487,3380,5952,0.6005,0.1343,0.1691,0.0961,0.0138
05055,Greene,2013,33693,19167,5342,851,2187,6997,0.5689,0.1585,0.2077,0.0649,0.0253
05107,Phillips,2013,16408,6851,2105,896,1636,5816,0.4175,0.1283,0.3545,0.0997,0.0546
05149,Yell,2013,17368,9633,2492,376,1285,3958,0.5546,0.1435,0.2279,0.074,0.0216
05019,Clark,2013,19202,8745,1858,344,1370,7229,0.4554,0.0968,0.3765,0.0713,0.0179
05095,Monroe,2013,6522,3189,727,236,770,1836,0.489,0.1115,0.2815,0.1181,0.0362
05103,Ouachita,2013,20704,10435,2833,638,2162,5274,0.504,0.1368,0.2547,0.1044,0.0308
05001,Arkansas,2013,15344,8591,1777,530,1388,3588,0.5599,0.1158,0.2338,0.0905,0.0345
05015,Carroll,2013,22408,13259,3059,431,1612,4478,0.5917,0.1365,0.1998,0.0719,0.0192
05119,Pulaski,2013,308081,144796,43052,8501,18012,102221,0.47,0.1397,0.3318,0.0585,0.0276
05021,Clay,2014,12938,6854,2119,97,1314,2651,0.5298,0.1638,0.2049,0.1016,0.0075
05043,Drew,2014,15179,7928,1357,290,948,4946,0.5223,0.0894,0.3258,0.0625,0.0191
05125,Saline,2014,89556,51946,12240,1823,5384,19986,0.58,0.1367,0.2232,0.0601,0.0204
05009,Boone,2014,30136,17779,4248,324,2255,5854,0.59,0.141,0.1943,0.0748,0.0108
05041,Desha,2014,9859,4657,1290,402,1034,2878,0.4724,0.1308,0.2919,0.1049,0.0408
05051,Garland,2014,80072,42360,12818,2084,6714,18180,0.529,0.1601,0.227,0.0838,0.026
05115,Pope,2014,50632,27000,6080,809,3094,14458,0.5333,0.1201,0.2856,0.0611,0.016
05147,Woodruff,2014,5803,2787,879,248,614,1523,0.4803,0.1515,0.2625,0.1058,0.0427
05067,Jackson,2014,14744,6808,2475,541,1630,3831,0.4617,0.1679,0.2598,0.1106,0.0367
05137,Stone,2014,10394,6272,1331,271,981,1810,0.6034,0.1281,0.1741,0.0944,0.0261
05005,Baxter,2014,35151,20518,4853,487,3641,6139,0.5837,0.1381,0.1746,0.1036,0.0139
05055,Greene,2014,34123,19291,5180,949,2271,7381,0.5653,0.1518,0.2163,0.0666,0.0278
05107,Phillips,2014,16103,6630,2174,820,1461,5838,0.4117,0.135,0.3625,0.0907,0.0509
05149,Yell,2014,17293,9613,2343,474,1232,4105,0.5559,0.1355,0.2374,0.0712,0.0274
05019,Clark,2014,19115,8650,1859,269,1309,7297,0.4525,0.0973,0.3817,0.0685,0.0141
05095,Monroe,2014,6427,3108,607,274,822,1890,0.4836,0.0944,0.2941,0.1279,0.0426
05103,Ouachita,2014,20543,10445,2758,528,2024,5316,0.5084,0.1343,0.2588,0.0985,0.0257
05001,Arkansas,2014,15225,8268,1847,392,1465,3645,0.5431,0.1213,0.2394,0.0962,0.0257
05015,Carroll,2014,22478,13599,3082,477,1772,4025,0.605,0.1371,0.1791,0.0788,0.0212
05119,Pulaski,2014,310461,144381,43596,8380,18102,104382,0.4651,0.1404,0.3362,0.0583,0.027
05099,Nevada,2014,7113,3821,1038,265,764,1490,0.5372,0.1459,0.2095,0.1074,0.0373
05037,Cross,2014,14069,8033,1702,424,1193,3141,0.571,0.121,0.2233,0.0848,0.0301
05039,Dallas,2014,6431,3598,629,156,645,1559,0.5595,0.0978,0.2424,0.1003,0.0243
05027,Columbia,2014,19996,10108,2023,496,1433,6432,0.5055,0.1012,0.3217,0.0717,0.0248
05121,Randolph,2014,14480,8762,1953,339,1139,2626,0.6051,0.1349,0.1814,0.0787,0.0234
05141,Van Buren,2014,14244,7764,2361,319,1406,2713,0.5451,0.1658,0.1905,0.0987,0.0224
05065,Izard,2014,11523,6792,1455,270,1286,1990,0.5894,0.1263,0.1727,0.1116,0.0234
05083,Logan,2014,17946,9346,2749,328,1570,4281,0.5208,0.1532,0.2385,0.0875,0.0183
05063,Independence,2014,29372,16974,3351,941,2279,6768,0.5779,0.1141,0.2304,0.0776,0.032
05079,Lincoln,2014,11959,5094,1556,240,710,4599,0.426,0.1301,0.3846,0.0594,0.0201
05053,Grant,2014,14542,8778,1532,256,949,3283,0.6036,0.1054,0.2258,0.0653,0.0176
05035,Crittenden,2014,38353,17638,4745,1679,2543,13427,0.4599,0.1237,0.3501,0.0663,0.0438
05047,Franklin,2014,14440,8273,1807,490,1129,3231,0.5729,0.1251,0.2238,0.0782,0.0339
05045,Faulkner,2014,93930,47625,10828,1433,4609,30868,0.507,0.1153,0.3286,0.0491,0.0153
05109,Pike,2014,8989,5271,1367,179,671,1680,0.5864,0.1521,0.1869,0.0746,0.0199
05069,Jefferson,2014,60328,26260,8096,2177,4562,21410,0.4353,0.1342,0.3549,0.0756,0.0361
05089,Marion,2014,14174,8711,1884,346,1222,2357,0.6146,0.1329,0.1663,0.0862,0.0244
05097,Montgomery,2014,7815,4784,1153,267,614,1264,0.6122,0.1475,0.1617,0.0786,0.0342
05127,Scott,2014,8830,5330,1115,263,552,1833,0.6036,0.1263,0.2076,0.0625,0.0298
05129,Searcy,2014,6617,3777,912,100,665,1263,0.5708,0.1378,0.1909,0.1005,0.0151
05131,Sebastian,2014,100408,53285,14152,2868,6375,26596,0.5307,0.1409,0.2649,0.0635,0.0286
05033,Crawford,2014,48796,29185,6142,870,2951,10518,0.5981,0.1259,0.2156,0.0605,0.0178
05007,Benton,2014,178805,109726,18436,2428,8935,41708,0.6137,0.1031,0.2333,0.05,0.0136
05017,Chicot,2014,9247,4431,1100,406,864,2852,0.4792,0.119,0.3084,0.0934,0.0439
05059,Hot Spring,2014,27354,14613,4372,630,1730,6639,0.5342,0.1598,0.2427,0.0632,0.023
05071,Johnson,2014,20507,11418,3012,252,1416,4661,0.5568,0.1469,0.2273,0.069,0.0123
05077,Lee,2014,8482,3311,885,412,574,3712,0.3904,0.1043,0.4376,0.0677,0.0486
05087,Madison,2014,12668,7772,1655,183,884,2357,0.6135,0.1306,0.1861,0.0698,0.0144
05049,Fulton,2014,10214,6452,1234,85,849,1679,0.6317,0.1208,0.1644,0.0831,0.0083
05061,Howard,2014,10683,5444,1503,333,801,2935,0.5096,0.1407,0.2747,0.075,0.0312
05093,Mississippi,2014,35064,17682,4693,1315,2642,10047,0.5043,0.1338,0.2865,0.0753,0.0375
05117,Prairie,2014,7043,4027,943,148,686,1387,0.5718,0.1339,0.1969,0.0974,0.021
05139,Union,2014,32876,17570,4468,1001,2687,8151,0.5344,0.1359,0.2479,0.0817,0.0304
05023,Cleburne,2014,21539,12367,3250,422,1921,4001,0.5742,0.1509,0.1858,0.0892,0.0196
05025,Cleveland,2014,6884,4224,686,184,495,1479,0.6136,0.0997,0.2148,0.0719,0.0267
05057,Hempstead,2014,17378,8933,2281,669,1340,4824,0.514,0.1313,0.2776,0.0771,0.0385
05135,Sharp,2014,14196,8341,2002,320,1504,2349,0.5876,0.141,0.1655,0.1059,0.0225
05143,Washington,2014,166574,84032,18707,2404,8257,55578,0.5045,0.1123,0.3337,0.0496,0.0144
05003,Ashley,2014,17219,9671,2242,358,1318,3988,0.5616,0.1302,0.2316,0.0765,0.0208
05031,Craighead,2014,78985,40296,10220,1674,4877,23592,0.5102,0.1294,0.2987,0.0617,0.0212
05073,Lafayette,2014,6117,2858,880,240,583,1796,0.4672,0.1439,0.2936,0.0953,0.0392
05105,Perry,2014,8482,4942,988,142,744,1808,0.5826,0.1165,0.2132,0.0877,0.0167
05111,Poinsett,2014,19529,10032,3010,609,1876,4611,0.5137,0.1541,0.2361,0.0961,0.0312
05133,Sevier,2014,13042,7525,1496,482,1105,2916,0.577,0.1147,0.2236,0.0847,0.037
05013,Calhoun,2014,4465,2502,521,93,396,1046,0.5604,0.1167,0.2343,0.0887,0.0208
05011,Bradley,2014,9129,5279,949,350,815,2086,0.5783,0.104,0.2285,0.0893,0.0383
05075,Lawrence,2014,14006,7449,1756,271,1340,3461,0.5318,0.1254,0.2471,0.0957,0.0193
05113,Polk,2014,16470,8749,2735,251,1623,3363,0.5312,0.1661,0.2042,0.0985,0.0152
05029,Conway,2014,17074,9341,2454,456,1366,3913,0.5471,0.1437,0.2292,0.08,0.0267
05101,Newton,2014,6788,4172,846,130,521,1249,0.6146,0.1246,0.184,0.0768,0.0192
05081,Little River,2014,10466,5583,1698,334,880,2305,0.5334,0.1622,0.2202,0.0841,0.0319
05085,Lonoke,2014,54405,32422,6753,1227,3275,11955,0.5959,0.1241,0.2197,0.0602,0.0226
05091,Miller,2014,34656,17678,5046,1346,2811,9121,0.5101,0.1456,0.2632,0.0811,0.0388
05123,St. Francis,2014,22304,9692,3272,907,1634,7706,0.4345,0.1467,0.3455,0.0733,0.0407
05145,White,2014,62769,36555,6937,1404,3982,15295,0.5824,0.1105,0.2437,0.0634,0.0224
05099,Nevada,2015,7016,3897,933,217,710,1476,0.5554,0.133,0.2104,0.1012,0.0309
05037,Cross,2015,13961,7867,1653,473,1280,3161,0.5635,0.1184,0.2264,0.0917,0.0339
05039,Dallas,2015,6392,3598,593,252,616,1585,0.5629,0.0928,0.248,0.0964,0.0394
05027,Columbia,2015,19968,9907,2125,484,1509,6427,0.4961,0.1064,0.3219,0.0756,0.0242
05125,Saline,2015,91326,52527,13096,1737,5625,20078,0.5752,0.1434,0.2198,0.0616,0.019
05141,Van Buren,2015,14187,7840,2302,278,1251,2794,0.5526,0.1623,0.1969,0.0882,0.0196
05065,Izard,2015,11511,6779,1440,249,1208,2084,0.5889,0.1251,0.181,0.1049,0.0216
05063,Independence,2015,29520,16654,3693,942,2287,6886,0.5642,0.1251,0.2333,0.0775,0.0319
05079,Lincoln,2015,11965,4800,1538,351,706,4921,0.4012,0.1285,0.4113,0.059,0.0293
05083,Logan,2015,17961,9407,2648,299,1790,4116,0.5237,0.1474,0.2292,0.0997,0.0166
05053,Grant,2015,14597,8782,1612,331,908,3295,0.6016,0.1104,0.2257,0.0622,0.0227
05035,Crittenden,2015,38143,17230,4702,1845,2556,13655,0.4517,0.1233,0.358,0.067,0.0484
05047,Franklin,2015,14355,8336,1917,428,1157,2945,0.5807,0.1335,0.2052,0.0806,0.0298
05045,Faulkner,2015,95391,48098,11239,1386,4724,31330,0.5042,0.1178,0.3284,0.0495,0.0145
05109,Pike,2015,8954,5271,1296,173,714,1673,0.5887,0.1447,0.1868,0.0797,0.0193
05069,Jefferson,2015,59520,25770,7800,1985,4484,21466,0.433,0.131,0.3607,0.0753,0.0334
05089,Marion,2015,14113,8557,1849,345,1196,2511,0.6063,0.131,0.1779,0.0847,0.0244
05097,Montgomery,2015,7784,4940,1058,282,578,1208,0.6346,0.1359,0.1552,0.0743,0.0362
05127,Scott,2015,8730,5233,1172,273,541,1784,0.5994,0.1342,0.2044,0.062,0.0313
05129,Searcy,2015,6590,3894,874,108,572,1250,0.5909,0.1326,0.1897,0.0868,0.0164
05131,Sebastian,2015,101035,53640,14249,2836,6381,26765,0.5309,0.141,0.2649,0.0632,0.0281
05033,Crawford,2015,48917,29196,6273,820,3453,9995,0.5968,0.1282,0.2043,0.0706,0.0168
05007,Benton,2015,183561,112118,19440,2235,9598,42405,0.6108,0.1059,0.231,0.0523,0.0122
05017,Chicot,2015,9146,4426,1142,323,845,2733,0.4839,0.1249,0.2988,0.0924,0.0353
05059,Hot Spring,2015,27442,14998,4021,535,1804,6619,0.5465,0.1465,0.2412,0.0657,0.0195
05071,Johnson,2015,20616,11557,3025,299,1313,4721,0.5606,0.1467,0.229,0.0637,0.0145
05077,Lee,2015,8355,3235,994,359,597,3529,0.3872,0.119,0.4224,0.0715,0.043
05087,Madison,2015,12701,8063,1652,157,786,2200,0.6348,0.1301,0.1732,0.0619,0.0124
05049,Fulton,2015,10222,6450,1239,94,888,1645,0.631,0.1212,0.1609,0.0869,0.0092
05061,Howard,2015,10592,5387,1432,300,854,2919,0.5086,0.1352,0.2756,0.0806,0.0283
05093,Mississippi,2015,34767,17263,4674,1326,2584,10246,0.4965,0.1344,0.2947,0.0743,0.0381
05117,Prairie,2015,6991,4104,889,151,668,1330,0.587,0.1272,0.1902,0.0956,0.0216
05139,Union,2015,32614,17489,4377,929,2646,8102,0.5362,0.1342,0.2484,0.0811,0.0285
05023,Cleburne,2015,21485,12614,3041,360,1895,3935,0.5871,0.1415,0.1832,0.0882,0.0168
05025,Cleveland,2015,6885,4170,779,160,503,1433,0.6057,0.1131,0.2081,0.0731,0.0232
05057,Hempstead,2015,17353,8636,2488,778,1394,4835,0.4977,0.1434,0.2786,0.0803,0.0448
05135,Sharp,2015,14136,8003,2078,390,1581,2474,0.5661,0.147,0.175,0.1118,0.0276
05143,Washington,2015,170100,85674,18892,2248,8183,57351,0.5037,0.1111,0.3372,0.0481,0.0132
05003,Ashley,2015,17071,9491,2278,447,1280,4022,0.556,0.1334,0.2356,0.075,0.0262
05031,Craighead,2015,80263,40590,10511,1634,5101,24061,0.5057,0.131,0.2998,0.0636,0.0204
05073,Lafayette,2015,6045,2699,950,188,593,1803,0.4465,0.1572,0.2983,0.0981,0.0311
05105,Perry,2015,8460,4775,1104,177,712,1869,0.5644,0.1305,0.2209,0.0842,0.0209
05111,Poinsett,2015,19460,9976,3096,648,1709,4679,0.5126,0.1591,0.2404,0.0878,0.0333
05133,Sevier,2015,13047,7331,1301,377,1113,3302,0.5619,0.0997,0.2531,0.0853,0.0289
05013,Calhoun,2015,4409,2530,511,75,366,1002,0.5738,0.1159,0.2273,0.083,0.017
05011,Bradley,2015,8951,4998,1076,377,786,2091,0.5584,0.1202,0.2336,0.0878,0.0421
05075,Lawrence,2015,13889,7138,2143,351,1306,3302,0.5139,0.1543,0.2377,0.094,0.0253
05113,Polk,2015,16450,8745,2759,298,1603,3343,0.5316,0.1677,0.2032,0.0974,0.0181
05029,Conway,2015,17070,9617,2190,358,1366,3897,0.5634,0.1283,0.2283,0.08,0.021
05101,Newton,2015,6745,3913,958,89,571,1303,0.5801,0.142,0.1932,0.0847,0.0132
05081,Little River,2015,10384,5423,1593,324,949,2419,0.5222,0.1534,0.233,0.0914,0.0312
05085,Lonoke,2015,55058,33144,6684,1025,3325,11905,0.602,0.1214,0.2162,0.0604,0.0186
05091,Miller,2015,34789,17278,5322,1393,2728,9461,0.4967,0.153,0.272,0.0784,0.04
05123,St. Francis,2015,22160,9236,3423,955,1662,7839,0.4168,0.1545,0.3537,0.075,0.0431
05145,White,2015,63083,35544,7215,1610,3983,16341,0.5634,0.1144,0.259,0.0631,0.0255
05021,Clay,2015,12782,6812,1921,124,1311,2738,0.5329,0.1503,0.2142,0.1026,0.0097
05043,Drew,2015,15256,8003,1172,264,971,5110,0.5246,0.0768,0.335,0.0636,0.0173
05121,Randolph,2015,14422,8417,2136,289,1238,2631,0.5836,0.1481,0.1824,0.0858,0.02
05009,Boone,2015,30249,17823,4289,363,2188,5949,0.5892,0.1418,0.1967,0.0723,0.012
05041,Desha,2015,9723,4713,1225,417,982,2803,0.4847,0.126,0.2883,0.101,0.0429
05051,Garland,2015,80292,42746,12661,1871,6724,18161,0.5324,0.1577,0.2262,0.0837,0.0233
05115,Pope,2015,50613,26768,6242,684,3017,14586,0.5289,0.1233,0.2882,0.0596,0.0135
05147,Woodruff,2015,5737,2685,890,271,644,1518,0.468,0.1551,0.2646,0.1123,0.0472
05067,Jackson,2015,14628,6565,2566,494,1644,3853,0.4488,0.1754,0.2634,0.1124,0.0338
05137,Stone,2015,10377,5904,1354,160,1092,2027,0.569,0.1305,0.1953,0.1052,0.0154
05005,Baxter,2015,35127,20643,4932,442,3439,6113,0.5877,0.1404,0.174,0.0979,0.0126
