fips,county,year,total_crashes,crashes_sun,share_sun,crashes_mon,share_mon,crashes_tue,share_tue,crashes_wed,share_wed,crashes_thu,share_thu,crashes_fri,share_fri,crashes_sat,share_sat
5061,Howard,2012,3,0,0.0,0,0.0,0,0.0,1,0.3333,1,0.3333,1,0.3333,0,0.0
5061,Howard,2013,1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
5061,Howard,2014,1,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0
5061,Howard,2015,5,0,0.0,0,0.0,0,0.0,1,0.2,1,0.2,0,0.0,3,0.6
5061,Howard,2016,2,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,1,0.5
5061,Howard,2017,1,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0
5061,Howard,2018,3,0,0.0,1,0.3333,0,0.0,0,0.0,1,0.3333,0,0.0,1,0.3333
5061,Howard,2019,5,1,0.2,0,0.0,2,0.4,0,0.0,0,0.0,2,0.4,0,0.0
5061,Howard,2020,6,1,0.1667,0,0.0,0,0.0,2,0.3333,0,0.0,0,0.0,3,0.5
5061,Howard,2021,1,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0
5061,Howard,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5061,Howard,2023,4,0,0.0,0,0.0,1,0.25,0,0.0,1,0.25,0,0.0,2,0.5
5063,Independence,2008,7,2,0.2857,0,0.0,2,0.2857,0,0.0,1,0.1429,0,0.0,2,0.2857
5063,Independence,2009,15,1,0.0667,1,0.0667,5,0.3333,3,0.2,2,0.1333,1,0.0667,2,0.1333
5063,Independence,2010,8,2,0.25,0,0.0,1,0.125,2,0.25,1,0.125,1,0.125,1,0.125
5063,Independence,2011,10,0,0.0,1,0.1,2,0.2,0,0.0,1,0.1,2,0.2,4,0.4
5063,Independence,2012,5,1,0.2,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,3,0.6
5063,Independence,2013,4,1,0.25,0,0.0,0,0.0,1,0.25,1,0.25,1,0.25,0,0.0
5063,Independence,2014,8,1,0.125,1,0.125,1,0.125,1,0.125,2,0.25,1,0.125,1,0.125
5063,Independence,2015,5,0,0.0,3,0.6,0,0.0,1,0.2,0,0.0,0,0.0,1,0.2
5063,Independence,2016,8,3,0.375,2,0.25,1,0.125,0,0.0,1,0.125,1,0.125,0,0.0
5063,Independence,2017,6,0,0.0,0,0.0,2,0.3333,2,0.3333,0,0.0,0,0.0,2,0.3333
5063,Independence,2018,7,0,0.0,1,0.1429,0,0.0,1,0.1429,1,0.1429,1,0.1429,3,0.4286
5063,Independence,2019,10,1,0.1,0,0.0,1,0.1,1,0.1,1,0.1,3,0.3,3,0.3
5063,Independence,2020,16,3,0.1875,2,0.125,2,0.125,0,0.0,4,0.25,1,0.0625,4,0.25
5063,Independence,2021,15,3,0.2,3,0.2,2,0.1333,1,0.0667,3,0.2,1,0.0667,2,0.1333
5063,Independence,2022,8,0,0.0,0,0.0,0,0.0,2,0.25,2,0.25,3,0.375,1,0.125
5063,Independence,2023,7,0,0.0,2,0.2857,1,0.1429,2,0.2857,1,0.1429,0,0.0,1,0.1429
5065,Izard,2008,2,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0
5065,Izard,2009,2,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0
5065,Izard,2010,2,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0
5065,Izard,2011,2,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,1,0.5
5065,Izard,2012,3,1,0.3333,1,0.3333,0,0.0,0,0.0,0,0.0,1,0.3333,0,0.0
5065,Izard,2013,2,0,0.0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
5065,Izard,2014,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5
5065,Izard,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5065,Izard,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5065,Izard,2017,2,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,1,0.5
5065,Izard,2018,4,0,0.0,0,0.0,1,0.25,0,0.0,1,0.25,2,0.5,0,0.0
5065,Izard,2019,2,0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0
5065,Izard,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5065,Izard,2021,4,1,0.25,1,0.25,1,0.25,0,0.0,0,0.0,1,0.25,0,0.0
5065,Izard,2022,5,1,0.2,0,0.0,0,0.0,1,0.2,1,0.2,1,0.2,1,0.2
5065,Izard,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5067,Jackson,2008,8,4,0.5,0,0.0,1,0.125,0,0.0,1,0.125,0,0.0,2,0.25
5067,Jackson,2009,8,0,0.0,2,0.25,1,0.125,2,0.25,1,0.125,0,0.0,2,0.25
5067,Jackson,2010,4,0,0.0,0,0.0,3,0.75,0,0.0,0,0.0,0,0.0,1,0.25
5067,Jackson,2011,2,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5067,Jackson,2012,6,0,0.0,0,0.0,3,0.5,0,0.0,0,0.0,1,0.1667,2,0.3333
5067,Jackson,2013,4,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,2,0.5
5067,Jackson,2014,4,1,0.25,0,0.0,1,0.25,1,0.25,0,0.0,0,0.0,1,0.25
5067,Jackson,2015,5,2,0.4,0,0.0,1,0.2,0,0.0,1,0.2,1,0.2,0,0.0
5067,Jackson,2016,3,0,0.0,0,0.0,0,0.0,1,0.3333,1,0.3333,1,0.3333,0,0.0
5067,Jackson,2017,6,0,0.0,2,0.3333,1,0.1667,1,0.1667,1,0.1667,1,0.1667,0,0.0
5067,Jackson,2018,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5
5067,Jackson,2019,2,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0
5067,Jackson,2020,7,2,0.2857,2,0.2857,1,0.1429,0,0.0,1,0.1429,1,0.1429,0,0.0
5067,Jackson,2021,2,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5
5067,Jackson,2022,4,0,0.0,0,0.0,0,0.0,1,0.25,1,0.25,1,0.25,1,0.25
5067,Jackson,2023,7,0,0.0,0,0.0,4,0.5714,1,0.1429,0,0.0,0,0.0,2,0.2857
5069,Jefferson,2008,14,0,0.0,3,0.2143,2,0.1429,3,0.2143,2,0.1429,1,0.0714,3,0.2143
5069,Jefferson,2009,15,1,0.0667,1,0.0667,1,0.0667,2,0.1333,3,0.2,3,0.2,4,0.2667
5069,Jefferson,2010,10,1,0.1,1,0.1,1,0.1,3,0.3,2,0.2,2,0.2,0,0.0
5069,Jefferson,2011,17,1,0.0588,2,0.1176,2,0.1176,4,0.2353,3,0.1765,4,0.2353,1,0.0588
5069,Jefferson,2012,12,0,0.0,0,0.0,1,0.0833,1,0.0833,2,0.1667,6,0.5,2,0.1667
5069,Jefferson,2013,10,1,0.1,0,0.0,2,0.2,1,0.1,3,0.3,2,0.2,1,0.1
5069,Jefferson,2014,14,3,0.2143,2,0.1429,1,0.0714,1,0.0714,0,0.0,4,0.2857,3,0.2143
5069,Jefferson,2015,7,0,0.0,0,0.0,1,0.1429,2,0.2857,1,0.1429,0,0.0,3,0.4286
5069,Jefferson,2016,11,2,0.1818,2,0.1818,0,0.0,0,0.0,4,0.3636,1,0.0909,2,0.1818
5069,Jefferson,2017,14,1,0.0714,2,0.1429,1,0.0714,2,0.1429,5,0.3571,1,0.0714,2,0.1429
5069,Jefferson,2018,11,3,0.2727,1,0.0909,0,0.0,0,0.0,1,0.0909,2,0.1818,4,0.3636
5069,Jefferson,2019,14,0,0.0,4,0.2857,4,0.2857,3,0.2143,1,0.0714,2,0.1429,0,0.0
5069,Jefferson,2020,16,1,0.0625,2,0.125,2,0.125,1,0.0625,4,0.25,1,0.0625,5,0.3125
5069,Jefferson,2021,15,4,0.2667,1,0.0667,1,0.0667,0,0.0,4,0.2667,4,0.2667,1,0.0667
5069,Jefferson,2022,13,4,0.3077,3,0.2308,2,0.1538,1,0.0769,1,0.0769,1,0.0769,1,0.0769
5069,Jefferson,2023,16,3,0.1875,1,0.0625,1,0.0625,4,0.25,4,0.25,1,0.0625,2,0.125
5071,Johnson,2008,4,0,0.0,1,0.25,1,0.25,0,0.0,0,0.0,1,0.25,1,0.25
5071,Johnson,2009,7,1,0.1429,2,0.2857,0,0.0,0,0.0,1,0.1429,0,0.0,3,0.4286
5071,Johnson,2010,2,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0
5071,Johnson,2011,8,2,0.25,0,0.0,2,0.25,1,0.125,0,0.0,2,0.25,1,0.125
5071,Johnson,2012,8,1,0.125,1,0.125,0,0.0,1,0.125,1,0.125,3,0.375,1,0.125
5071,Johnson,2013,3,1,0.3333,1,0.3333,0,0.0,0,0.0,1,0.3333,0,0.0,0,0.0
5071,Johnson,2014,4,1,0.25,1,0.25,0,0.0,1,0.25,1,0.25,0,0.0,0,0.0
5071,Johnson,2015,1,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5071,Johnson,2016,4,0,0.0,0,0.0,1,0.25,1,0.25,1,0.25,0,0.0,1,0.25
5071,Johnson,2017,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5071,Johnson,2018,5,0,0.0,0,0.0,2,0.4,1,0.2,0,0.0,1,0.2,1,0.2
5071,Johnson,2019,4,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,2,0.5
5071,Johnson,2020,6,1,0.1667,1,0.1667,0,0.0,0,0.0,1,0.1667,0,0.0,3,0.5
5071,Johnson,2021,5,0,0.0,0,0.0,0,0.0,1,0.2,2,0.4,1,0.2,1,0.2
5071,Johnson,2022,6,1,0.1667,2,0.3333,1,0.1667,2,0.3333,0,0.0,0,0.0,0,0.0
5071,Johnson,2023,2,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0
5073,Lafayette,2008,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0
5073,Lafayette,2009,5,1,0.2,0,0.0,0,0.0,1,0.2,1,0.2,0,0.0,2,0.4
5073,Lafayette,2010,7,0,0.0,2,0.2857,0,0.0,0,0.0,3,0.4286,0,0.0,2,0.2857
5073,Lafayette,2011,6,0,0.0,0,0.0,1,0.1667,1,0.1667,2,0.3333,1,0.1667,1,0.1667
5073,Lafayette,2012,2,0,0.0,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,0,0.0
5073,Lafayette,2013,2,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0
5073,Lafayette,2014,2,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0
5073,Lafayette,2015,1,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0
5073,Lafayette,2016,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5073,Lafayette,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5073,Lafayette,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5073,Lafayette,2019,1,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0
5073,Lafayette,2020,3,1,0.3333,1,0.3333,0,0.0,0,0.0,0,0.0,1,0.3333,0,0.0
5073,Lafayette,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5073,Lafayette,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5073,Lafayette,2023,2,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,1,0.5
5075,Lawrence,2008,5,0,0.0,1,0.2,0,0.0,0,0.0,2,0.4,2,0.4,0,0.0
5075,Lawrence,2009,10,3,0.3,2,0.2,1,0.1,1,0.1,0,0.0,2,0.2,1,0.1
5075,Lawrence,2010,4,0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,3,0.75,0,0.0
5075,Lawrence,2011,3,0,0.0,1,0.3333,1,0.3333,0,0.0,0,0.0,1,0.3333,0,0.0
5075,Lawrence,2012,5,2,0.4,0,0.0,1,0.2,0,0.0,1,0.2,0,0.0,1,0.2
5075,Lawrence,2013,4,0,0.0,2,0.5,1,0.25,1,0.25,0,0.0,0,0.0,0,0.0
5075,Lawrence,2014,7,1,0.1429,2,0.2857,0,0.0,1,0.1429,1,0.1429,1,0.1429,1,0.1429
5075,Lawrence,2015,4,0,0.0,0,0.0,1,0.25,1,0.25,1,0.25,1,0.25,0,0.0
5075,Lawrence,2016,8,1,0.125,1,0.125,0,0.0,2,0.25,2,0.25,0,0.0,2,0.25
5075,Lawrence,2017,4,0,0.0,0,0.0,1,0.25,1,0.25,1,0.25,1,0.25,0,0.0
5075,Lawrence,2018,12,1,0.0833,1,0.0833,1,0.0833,1,0.0833,4,0.3333,2,0.1667,2,0.1667
5075,Lawrence,2019,8,0,0.0,1,0.125,0,0.0,1,0.125,3,0.375,2,0.25,1,0.125
5075,Lawrence,2020,8,3,0.375,1,0.125,2,0.25,1,0.125,0,0.0,0,0.0,1,0.125
5075,Lawrence,2021,6,1,0.1667,1,0.1667,0,0.0,1,0.1667,2,0.3333,1,0.1667,0,0.0
5075,Lawrence,2022,8,0,0.0,1,0.125,4,0.5,2,0.25,0,0.0,0,0.0,1,0.125
5075,Lawrence,2023,3,0,0.0,2,0.6667,0,0.0,1,0.3333,0,0.0,0,0.0,0,0.0
5077,Lee,2008,5,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,2,0.4,2,0.4
5077,Lee,2009,3,0,0.0,0,0.0,0,0.0,1,0.3333,1,0.3333,1,0.3333,0,0.0
5077,Lee,2010,5,0,0.0,1,0.2,0,0.0,0,0.0,1,0.2,2,0.4,1,0.2
5077,Lee,2011,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0
5077,Lee,2012,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0
5077,Lee,2013,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0
5077,Lee,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5077,Lee,2015,4,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,2,0.5,0,0.0
5077,Lee,2016,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0
5077,Lee,2017,3,3,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5077,Lee,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5077,Lee,2019,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5
5077,Lee,2020,2,1,0.5,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0
5077,Lee,2021,2,0,0.0,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,0,0.0
5077,Lee,2022,1,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0
5077,Lee,2023,4,1,0.25,2,0.5,0,0.0,0,0.0,0,0.0,1,0.25,0,0.0
5079,Lincoln,2008,4,0,0.0,0,0.0,0,0.0,1,0.25,0,0.0,1,0.25,2,0.5
5079,Lincoln,2009,5,0,0.0,0,0.0,1,0.2,0,0.0,3,0.6,1,0.2,0,0.0
5079,Lincoln,2010,4,1,0.25,0,0.0,0,0.0,1,0.25,1,0.25,0,0.0,1,0.25
5079,Lincoln,2011,2,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0
5079,Lincoln,2012,1,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0
5079,Lincoln,2013,2,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0
5079,Lincoln,2014,4,0,0.0,2,0.5,1,0.25,0,0.0,0,0.0,0,0.0,1,0.25
5079,Lincoln,2015,2,0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0
5079,Lincoln,2016,1,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0
5079,Lincoln,2017,3,0,0.0,0,0.0,0,0.0,1,0.3333,1,0.3333,0,0.0,1,0.3333
5079,Lincoln,2018,4,1,0.25,0,0.0,1,0.25,0,0.0,2,0.5,0,0.0,0,0.0
5079,Lincoln,2019,1,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0
5079,Lincoln,2020,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5079,Lincoln,2021,1,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5079,Lincoln,2022,5,0,0.0,0,0.0,2,0.4,1,0.2,1,0.2,1,0.2,0,0.0
5079,Lincoln,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5081,Little River,2008,3,2,0.6667,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333
5081,Little River,2009,4,1,0.25,0,0.0,0,0.0,0,0.0,1,0.25,1,0.25,1,0.25
5081,Little River,2010,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5081,Little River,2011,4,0,0.0,1,0.25,0,0.0,1,0.25,1,0.25,0,0.0,1,0.25
5081,Little River,2012,2,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0
5081,Little River,2013,8,0,0.0,0,0.0,2,0.25,2,0.25,0,0.0,2,0.25,2,0.25
5081,Little River,2014,2,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0
5081,Little River,2015,4,0,0.0,1,0.25,0,0.0,1,0.25,1,0.25,0,0.0,1,0.25
5081,Little River,2016,4,0,0.0,2,0.5,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0
5081,Little River,2017,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5
5081,Little River,2018,3,0,0.0,0,0.0,0,0.0,2,0.6667,0,0.0,1,0.3333,0,0.0
5081,Little River,2019,4,0,0.0,0,0.0,2,0.5,1,0.25,0,0.0,1,0.25,0,0.0
5081,Little River,2020,2,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0
5081,Little River,2021,5,1,0.2,0,0.0,0,0.0,0,0.0,1,0.2,1,0.2,2,0.4
5081,Little River,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5081,Little River,2023,5,0,0.0,1,0.2,2,0.4,1,0.2,0,0.0,1,0.2,0,0.0
5083,Logan,2008,6,2,0.3333,2,0.3333,1,0.1667,0,0.0,1,0.1667,0,0.0,0,0.0
5083,Logan,2009,2,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,1,0.5
5083,Logan,2010,6,2,0.3333,0,0.0,0,0.0,1,0.1667,1,0.1667,1,0.1667,1,0.1667
5083,Logan,2011,3,0,0.0,1,0.3333,0,0.0,1,0.3333,0,0.0,1,0.3333,0,0.0
5083,Logan,2012,5,0,0.0,1,0.2,1,0.2,1,0.2,0,0.0,0,0.0,2,0.4
5083,Logan,2013,2,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0
5083,Logan,2014,2,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5
5083,Logan,2015,4,1,0.25,0,0.0,1,0.25,0,0.0,1,0.25,0,0.0,1,0.25
5083,Logan,2016,2,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0
5083,Logan,2017,7,0,0.0,2,0.2857,0,0.0,2,0.2857,1,0.1429,1,0.1429,1,0.1429
5083,Logan,2018,1,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5083,Logan,2019,4,1,0.25,1,0.25,0,0.0,1,0.25,1,0.25,0,0.0,0,0.0
5083,Logan,2020,3,1,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.6667
5083,Logan,2021,9,0,0.0,1,0.1111,1,0.1111,1,0.1111,2,0.2222,2,0.2222,2,0.2222
5083,Logan,2022,3,1,0.3333,0,0.0,1,0.3333,1,0.3333,0,0.0,0,0.0,0,0.0
5083,Logan,2023,5,0,0.0,2,0.4,0,0.0,1,0.2,1,0.2,1,0.2,0,0.0
5085,Lonoke,2008,18,4,0.2222,4,0.2222,0,0.0,1,0.0556,3,0.1667,4,0.2222,2,0.1111
5085,Lonoke,2009,12,2,0.1667,0,0.0,3,0.25,1,0.0833,2,0.1667,0,0.0,4,0.3333
5085,Lonoke,2010,7,1,0.1429,1,0.1429,1,0.1429,1,0.1429,1,0.1429,2,0.2857,0,0.0
5085,Lonoke,2011,11,0,0.0,1,0.0909,2,0.1818,3,0.2727,1,0.0909,3,0.2727,1,0.0909
5085,Lonoke,2012,17,1,0.0588,3,0.1765,1,0.0588,3,0.1765,1,0.0588,3,0.1765,5,0.2941
5085,Lonoke,2013,11,2,0.1818,0,0.0,0,0.0,3,0.2727,0,0.0,3,0.2727,3,0.2727
5085,Lonoke,2014,9,0,0.0,0,0.0,1,0.1111,2,0.2222,4,0.4444,1,0.1111,1,0.1111
5085,Lonoke,2015,12,1,0.0833,1,0.0833,0,0.0,3,0.25,2,0.1667,4,0.3333,1,0.0833
5085,Lonoke,2016,11,2,0.1818,2,0.1818,3,0.2727,1,0.0909,1,0.0909,1,0.0909,1,0.0909
5085,Lonoke,2017,9,0,0.0,3,0.3333,3,0.3333,0,0.0,2,0.2222,0,0.0,1,0.1111
5085,Lonoke,2018,5,1,0.2,0,0.0,1,0.2,0,0.0,0,0.0,2,0.4,1,0.2
5085,Lonoke,2019,9,1,0.1111,1,0.1111,1,0.1111,1,0.1111,2,0.2222,2,0.2222,1,0.1111
5085,Lonoke,2020,10,1,0.1,1,0.1,2,0.2,1,0.1,1,0.1,3,0.3,1,0.1
5085,Lonoke,2021,14,2,0.1429,2,0.1429,4,0.2857,2,0.1429,0,0.0,2,0.1429,2,0.1429
5085,Lonoke,2022,16,3,0.1875,1,0.0625,2,0.125,2,0.125,2,0.125,5,0.3125,1,0.0625
5085,Lonoke,2023,9,1,0.1111,2,0.2222,1,0.1111,1,0.1111,1,0.1111,1,0.1111,2,0.2222
5087,Madison,2008,3,2,0.6667,0,0.0,0,0.0,0,0.0,1,0.3333,0,0.0,0,0.0
5087,Madison,2009,9,1,0.1111,1,0.1111,2,0.2222,1,0.1111,0,0.0,2,0.2222,2,0.2222
5087,Madison,2010,4,0,0.0,0,0.0,0,0.0,1,0.25,0,0.0,1,0.25,2,0.5
5087,Madison,2011,6,0,0.0,2,0.3333,0,0.0,2,0.3333,1,0.1667,0,0.0,1,0.1667
5087,Madison,2012,3,1,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,2,0.6667,0,0.0
5087,Madison,2013,4,1,0.25,0,0.0,0,0.0,0,0.0,1,0.25,1,0.25,1,0.25
5087,Madison,2014,5,2,0.4,2,0.4,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0
5087,Madison,2015,7,0,0.0,2,0.2857,2,0.2857,2,0.2857,0,0.0,0,0.0,1,0.1429
5087,Madison,2016,6,0,0.0,2,0.3333,1,0.1667,0,0.0,0,0.0,2,0.3333,1,0.1667
5087,Madison,2017,7,1,0.1429,0,0.0,0,0.0,1,0.1429,1,0.1429,2,0.2857,2,0.2857
5087,Madison,2018,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5
5087,Madison,2019,2,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5087,Madison,2020,6,2,0.3333,1,0.1667,1,0.1667,0,0.0,0,0.0,1,0.1667,1,0.1667
5087,Madison,2021,5,1,0.2,0,0.0,0,0.0,0,0.0,3,0.6,1,0.2,0,0.0
5087,Madison,2022,6,0,0.0,2,0.3333,1,0.1667,2,0.3333,0,0.0,1,0.1667,0,0.0
5087,Madison,2023,9,0,0.0,0,0.0,1,0.1111,0,0.0,0,0.0,3,0.3333,5,0.5556
5089,Marion,2008,5,0,0.0,0,0.0,0,0.0,2,0.4,1,0.2,0,0.0,2,0.4
5089,Marion,2009,3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333,2,0.6667,0,0.0
5089,Marion,2010,5,1,0.2,2,0.4,0,0.0,0,0.0,1,0.2,1,0.2,0,0.0
5089,Marion,2011,6,2,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1667,3,0.5
5089,Marion,2012,2,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5
5089,Marion,2013,4,2,0.5,1,0.25,0,0.0,1,0.25,0,0.0,0,0.0,0,0.0
5089,Marion,2014,3,1,0.3333,1,0.3333,1,0.3333,0,0.0,0,0.0,0,0.0,0,0.0
5089,Marion,2015,7,2,0.2857,0,0.0,2,0.2857,1,0.1429,1,0.1429,0,0.0,1,0.1429
5089,Marion,2016,2,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0
5089,Marion,2017,1,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5089,Marion,2018,3,0,0.0,1,0.3333,1,0.3333,1,0.3333,0,0.0,0,0.0,0,0.0
5089,Marion,2019,3,0,0.0,0,0.0,1,0.3333,0,0.0,1,0.3333,1,0.3333,0,0.0
5089,Marion,2020,6,0,0.0,2,0.3333,1,0.1667,1,0.1667,1,0.1667,0,0.0,1,0.1667
5089,Marion,2021,4,0,0.0,1,0.25,0,0.0,0,0.0,0,0.0,1,0.25,2,0.5
5089,Marion,2022,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5089,Marion,2023,2,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0
5091,Miller,2008,7,2,0.2857,0,0.0,0,0.0,2,0.2857,0,0.0,1,0.1429,2,0.2857
5091,Miller,2009,10,2,0.2,1,0.1,2,0.2,0,0.0,2,0.2,0,0.0,3,0.3
5091,Miller,2010,6,1,0.1667,0,0.0,0,0.0,1,0.1667,2,0.3333,2,0.3333,0,0.0
5091,Miller,2011,14,1,0.0714,1,0.0714,2,0.1429,0,0.0,4,0.2857,3,0.2143,3,0.2143
5091,Miller,2012,7,0,0.0,0,0.0,0,0.0,1,0.1429,1,0.1429,2,0.2857,3,0.4286
5091,Miller,2013,6,0,0.0,2,0.3333,1,0.1667,1,0.1667,1,0.1667,0,0.0,1,0.1667
5091,Miller,2014,4,2,0.5,0,0.0,1,0.25,0,0.0,0,0.0,0,0.0,1,0.25
5091,Miller,2015,9,1,0.1111,2,0.2222,1,0.1111,0,0.0,2,0.2222,2,0.2222,1,0.1111
5091,Miller,2016,10,1,0.1,0,0.0,1,0.1,1,0.1,1,0.1,4,0.4,2,0.2
5091,Miller,2017,13,2,0.1538,2,0.1538,4,0.3077,0,0.0,2,0.1538,1,0.0769,2,0.1538
5091,Miller,2018,9,3,0.3333,1,0.1111,1,0.1111,0,0.0,1,0.1111,2,0.2222,1,0.1111
5091,Miller,2019,8,0,0.0,1,0.125,0,0.0,0,0.0,3,0.375,3,0.375,1,0.125
5091,Miller,2020,12,0,0.0,2,0.1667,3,0.25,0,0.0,0,0.0,3,0.25,4,0.3333
