fips,county,year,total_crashes,crashes_sun,share_sun,crashes_mon,share_mon,crashes_tue,share_tue,crashes_wed,share_wed,crashes_thu,share_thu,crashes_fri,share_fri,crashes_sat,share_sat
5031,Craighead,2010,16,3,0.1875,2,0.125,3,0.1875,0,0.0,2,0.125,3,0.1875,3,0.1875
5031,Craighead,2011,17,4,0.2353,0,0.0,4,0.2353,0,0.0,2,0.1176,3,0.1765,4,0.2353
5031,Craighead,2012,18,0,0.0,3,0.1667,6,0.3333,1,0.0556,2,0.1111,0,0.0,6,0.3333
5031,Craighead,2013,12,3,0.25,1,0.0833,2,0.1667,0,0.0,1,0.0833,3,0.25,2,0.1667
5031,Craighead,2014,11,1,0.0909,0,0.0,0,0.0,2,0.1818,2,0.1818,2,0.1818,4,0.3636
5031,Craighead,2015,16,2,0.125,4,0.25,3,0.1875,1,0.0625,3,0.1875,1,0.0625,2,0.125
5031,Craighead,2016,17,4,0.2353,3,0.1765,3,0.1765,2,0.1176,1,0.0588,3,0.1765,1,0.0588
5031,Craighead,2017,16,0,0.0,1,0.0625,6,0.375,3,0.1875,1,0.0625,1,0.0625,4,0.25
5031,Craighead,2018,17,6,0.3529,3,0.1765,2,0.1176,1,0.0588,3,0.1765,1,0.0588,1,0.0588
5031,Craighead,2019,17,0,0.0,2,0.1176,4,0.2353,3,0.1765,3,0.1765,2,0.1176,3,0.1765
5031,Craighead,2020,17,2,0.1176,2,0.1176,0,0.0,6,0.3529,1,0.0588,2,0.1176,4,0.2353
5031,Craighead,2021,18,3,0.1667,2,0.1111,3,0.1667,2,0.1111,2,0.1111,3,0.1667,3,0.1667
5031,Craighead,2022,17,2,0.1176,4,0.2353,4,0.2353,5,0.2941,1,0.0588,0,0.0,1,0.0588
5031,Craighead,2023,9,1,0.1111,0,0.0,2,0.2222,1,0.1111,2,0.2222,1,0.1111,2,0.2222
5033,Crawford,2008,9,3,0.3333,2,0.2222,2,0.2222,0,0.0,1,0.1111,1,0.1111,0,0.0
5033,Crawford,2009,9,1,0.1111,2,0.2222,0,0.0,2,0.2222,1,0.1111,3,0.3333,0,0.0
5033,Crawford,2010,4,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0
5033,Crawford,2011,8,1,0.125,3,0.375,1,0.125,0,0.0,1,0.125,0,0.0,2,0.25
5033,Crawford,2012,7,3,0.4286,0,0.0,0,0.0,0,0.0,1,0.1429,2,0.2857,1,0.1429
5033,Crawford,2013,5,1,0.2,2,0.4,1,0.2,1,0.2,0,0.0,0,0.0,0,0.0
5033,Crawford,2014,12,0,0.0,2,0.1667,2,0.1667,0,0.0,7,0.5833,1,0.0833,0,0.0
5033,Crawford,2015,10,1,0.1,0,0.0,3,0.3,1,0.1,3,0.3,1,0.1,1,0.1
5033,Crawford,2016,12,1,0.0833,4,0.3333,3,0.25,1,0.0833,0,0.0,2,0.1667,1,0.0833
5033,Crawford,2017,10,1,0.1,2,0.2,1,0.1,3,0.3,1,0.1,2,0.2,0,0.0
5033,Crawford,2018,9,2,0.2222,3,0.3333,0,0.0,2,0.2222,1,0.1111,0,0.0,1,0.1111
5033,Crawford,2019,6,1,0.1667,1,0.1667,0,0.0,1,0.1667,1,0.1667,2,0.3333,0,0.0
5033,Crawford,2020,7,0,0.0,2,0.2857,1,0.1429,3,0.4286,0,0.0,1,0.1429,0,0.0
5033,Crawford,2021,9,4,0.4444,1,0.1111,0,0.0,1,0.1111,0,0.0,3,0.3333,0,0.0
5033,Crawford,2022,8,2,0.25,0,0.0,1,0.125,0,0.0,1,0.125,2,0.25,2,0.25
5033,Crawford,2023,4,0,0.0,0,0.0,0,0.0,1,0.25,1,0.25,1,0.25,1,0.25
5035,Crittenden,2008,10,2,0.2,0,0.0,3,0.3,3,0.3,1,0.1,1,0.1,0,0.0
5035,Crittenden,2009,9,0,0.0,0,0.0,0,0.0,2,0.2222,1,0.1111,1,0.1111,5,0.5556
5035,Crittenden,2010,11,1,0.0909,2,0.1818,3,0.2727,1,0.0909,0,0.0,2,0.1818,2,0.1818
5035,Crittenden,2011,11,0,0.0,2,0.1818,3,0.2727,1,0.0909,0,0.0,1,0.0909,4,0.3636
5035,Crittenden,2012,13,3,0.2308,1,0.0769,1,0.0769,4,0.3077,2,0.1538,1,0.0769,1,0.0769
5035,Crittenden,2013,11,2,0.1818,3,0.2727,1,0.0909,1,0.0909,0,0.0,1,0.0909,3,0.2727
5035,Crittenden,2014,11,1,0.0909,1,0.0909,2,0.1818,2,0.1818,2,0.1818,3,0.2727,0,0.0
5035,Crittenden,2015,10,1,0.1,0,0.0,1,0.1,0,0.0,3,0.3,4,0.4,1,0.1
5035,Crittenden,2016,14,2,0.1429,1,0.0714,1,0.0714,2,0.1429,3,0.2143,1,0.0714,4,0.2857
5035,Crittenden,2017,9,0,0.0,1,0.1111,1,0.1111,3,0.3333,1,0.1111,1,0.1111,2,0.2222
5035,Crittenden,2018,19,3,0.1579,4,0.2105,0,0.0,3,0.1579,6,0.3158,3,0.1579,0,0.0
5035,Crittenden,2019,8,2,0.25,0,0.0,1,0.125,2,0.25,2,0.25,0,0.0,1,0.125
5035,Crittenden,2020,13,2,0.1538,2,0.1538,4,0.3077,1,0.0769,2,0.1538,1,0.0769,1,0.0769
5035,Crittenden,2021,9,1,0.1111,6,0.6667,1,0.1111,1,0.1111,0,0.0,0,0.0,0,0.0
5035,Crittenden,2022,17,1,0.0588,1,0.0588,5,0.2941,0,0.0,1,0.0588,6,0.3529,3,0.1765
5035,Crittenden,2023,22,1,0.0455,5,0.2273,3,0.1364,5,0.2273,2,0.0909,2,0.0909,4,0.1818
5037,Cross,2008,6,1,0.1667,0,0.0,1,0.1667,3,0.5,0,0.0,1,0.1667,0,0.0
5037,Cross,2009,2,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0
5037,Cross,2010,6,0,0.0,0,0.0,0,0.0,0,0.0,2,0.3333,2,0.3333,2,0.3333
5037,Cross,2011,2,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0
5037,Cross,2012,2,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,1,0.5
5037,Cross,2013,2,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
5037,Cross,2014,5,0,0.0,1,0.2,1,0.2,1,0.2,2,0.4,0,0.0,0,0.0
5037,Cross,2015,3,0,0.0,0,0.0,1,0.3333,1,0.3333,0,0.0,0,0.0,1,0.3333
5037,Cross,2016,2,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5
5037,Cross,2017,4,0,0.0,0,0.0,1,0.25,1,0.25,1,0.25,0,0.0,1,0.25
5037,Cross,2018,4,0,0.0,1,0.25,0,0.0,0,0.0,1,0.25,1,0.25,1,0.25
5037,Cross,2019,8,1,0.125,0,0.0,1,0.125,2,0.25,1,0.125,2,0.25,1,0.125
5037,Cross,2020,4,0,0.0,0,0.0,0,0.0,3,0.75,1,0.25,0,0.0,0,0.0
5037,Cross,2021,2,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0
5037,Cross,2022,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5
5037,Cross,2023,1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
5039,Dallas,2008,3,1,0.3333,0,0.0,1,0.3333,0,0.0,1,0.3333,0,0.0,0,0.0
5039,Dallas,2009,3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333,1,0.3333,1,0.3333
5039,Dallas,2010,1,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5039,Dallas,2011,2,0,0.0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
5039,Dallas,2012,2,1,0.5,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0
5039,Dallas,2013,1,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5039,Dallas,2014,3,0,0.0,1,0.3333,0,0.0,0,0.0,1,0.3333,0,0.0,1,0.3333
5039,Dallas,2015,3,2,0.6667,1,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5039,Dallas,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5039,Dallas,2017,1,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0
5039,Dallas,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5039,Dallas,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5039,Dallas,2020,2,0,0.0,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,0,0.0
5039,Dallas,2021,3,0,0.0,0,0.0,0,0.0,1,0.3333,1,0.3333,0,0.0,1,0.3333
5039,Dallas,2022,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0
5039,Dallas,2023,4,0,0.0,1,0.25,1,0.25,0,0.0,1,0.25,0,0.0,1,0.25
5041,Desha,2008,1,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0
5041,Desha,2009,3,0,0.0,1,0.3333,0,0.0,0,0.0,1,0.3333,1,0.3333,0,0.0
5041,Desha,2010,5,1,0.2,1,0.2,0,0.0,1,0.2,2,0.4,0,0.0,0,0.0
5041,Desha,2011,3,2,0.6667,0,0.0,0,0.0,0,0.0,1,0.3333,0,0.0,0,0.0
5041,Desha,2012,5,0,0.0,0,0.0,1,0.2,1,0.2,2,0.4,1,0.2,0,0.0
5041,Desha,2013,2,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5041,Desha,2014,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0
5041,Desha,2015,3,1,0.3333,0,0.0,1,0.3333,0,0.0,0,0.0,0,0.0,1,0.3333
5041,Desha,2016,3,1,0.3333,0,0.0,0,0.0,1,0.3333,0,0.0,0,0.0,1,0.3333
5041,Desha,2017,1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
5041,Desha,2018,3,0,0.0,0,0.0,1,0.3333,1,0.3333,0,0.0,1,0.3333,0,0.0
5041,Desha,2019,2,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0
5041,Desha,2020,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,0,0.0
5041,Desha,2021,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5041,Desha,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041,Desha,2023,2,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0
5043,Drew,2008,7,0,0.0,1,0.1429,1,0.1429,1,0.1429,1,0.1429,1,0.1429,2,0.2857
5043,Drew,2009,4,0,0.0,3,0.75,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0
5043,Drew,2010,2,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5043,Drew,2011,3,0,0.0,0,0.0,1,0.3333,1,0.3333,0,0.0,1,0.3333,0,0.0
5043,Drew,2012,3,0,0.0,1,0.3333,0,0.0,1,0.3333,0,0.0,0,0.0,1,0.3333
5043,Drew,2013,4,1,0.25,2,0.5,0,0.0,0,0.0,1,0.25,0,0.0,0,0.0
5043,Drew,2014,3,0,0.0,1,0.3333,0,0.0,0,0.0,0,0.0,2,0.6667,0,0.0
5043,Drew,2015,5,0,0.0,0,0.0,3,0.6,0,0.0,1,0.2,0,0.0,1,0.2
5043,Drew,2016,7,0,0.0,4,0.5714,0,0.0,0,0.0,0,0.0,3,0.4286,0,0.0
5043,Drew,2017,2,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,1,0.5
5043,Drew,2018,5,0,0.0,1,0.2,0,0.0,2,0.4,1,0.2,0,0.0,1,0.2
5043,Drew,2019,4,1,0.25,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5
5043,Drew,2020,4,0,0.0,1,0.25,1,0.25,0,0.0,1,0.25,1,0.25,0,0.0
5043,Drew,2021,4,1,0.25,0,0.0,1,0.25,1,0.25,0,0.0,1,0.25,0,0.0
5043,Drew,2022,5,0,0.0,1,0.2,0,0.0,2,0.4,1,0.2,1,0.2,0,0.0
5043,Drew,2023,3,0,0.0,0,0.0,0,0.0,2,0.6667,0,0.0,0,0.0,1,0.3333
5045,Faulkner,2008,16,7,0.4375,0,0.0,3,0.1875,0,0.0,1,0.0625,4,0.25,1,0.0625
5045,Faulkner,2009,13,2,0.1538,2,0.1538,3,0.2308,2,0.1538,2,0.1538,1,0.0769,1,0.0769
5045,Faulkner,2010,17,3,0.1765,4,0.2353,3,0.1765,3,0.1765,3,0.1765,0,0.0,1,0.0588
5045,Faulkner,2011,10,1,0.1,1,0.1,1,0.1,1,0.1,0,0.0,5,0.5,1,0.1
5045,Faulkner,2012,13,0,0.0,2,0.1538,1,0.0769,2,0.1538,3,0.2308,2,0.1538,3,0.2308
5045,Faulkner,2013,14,2,0.1429,1,0.0714,4,0.2857,0,0.0,3,0.2143,2,0.1429,2,0.1429
5045,Faulkner,2014,13,1,0.0769,2,0.1538,2,0.1538,2,0.1538,2,0.1538,2,0.1538,2,0.1538
5045,Faulkner,2015,13,3,0.2308,1,0.0769,1,0.0769,1,0.0769,3,0.2308,2,0.1538,2,0.1538
5045,Faulkner,2016,14,0,0.0,5,0.3571,2,0.1429,0,0.0,2,0.1429,3,0.2143,2,0.1429
5045,Faulkner,2017,17,2,0.1176,0,0.0,2,0.1176,5,0.2941,3,0.1765,3,0.1765,2,0.1176
5045,Faulkner,2018,19,4,0.2105,2,0.1053,3,0.1579,1,0.0526,2,0.1053,2,0.1053,5,0.2632
5045,Faulkner,2019,4,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5
5045,Faulkner,2020,15,1,0.0667,1,0.0667,2,0.1333,1,0.0667,4,0.2667,3,0.2,3,0.2
5045,Faulkner,2021,20,5,0.25,1,0.05,3,0.15,4,0.2,4,0.2,2,0.1,1,0.05
5045,Faulkner,2022,18,3,0.1667,1,0.0556,1,0.0556,3,0.1667,3,0.1667,2,0.1111,5,0.2778
5045,Faulkner,2023,17,5,0.2941,5,0.2941,1,0.0588,0,0.0,2,0.1176,3,0.1765,1,0.0588
5047,Franklin,2008,5,0,0.0,2,0.4,2,0.4,0,0.0,1,0.2,0,0.0,0,0.0
5047,Franklin,2009,5,0,0.0,0,0.0,0,0.0,1,0.2,3,0.6,1,0.2,0,0.0
5047,Franklin,2010,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5047,Franklin,2011,5,0,0.0,1,0.2,2,0.4,1,0.2,1,0.2,0,0.0,0,0.0
5047,Franklin,2012,6,0,0.0,0,0.0,1,0.1667,1,0.1667,1,0.1667,0,0.0,3,0.5
5047,Franklin,2013,3,1,0.3333,1,0.3333,0,0.0,0,0.0,1,0.3333,0,0.0,0,0.0
5047,Franklin,2014,5,1,0.2,2,0.4,0,0.0,0,0.0,1,0.2,0,0.0,1,0.2
5047,Franklin,2015,5,0,0.0,0,0.0,1,0.2,0,0.0,1,0.2,3,0.6,0,0.0
5047,Franklin,2016,6,1,0.1667,0,0.0,1,0.1667,1,0.1667,1,0.1667,1,0.1667,1,0.1667
5047,Franklin,2017,5,1,0.2,1,0.2,0,0.0,1,0.2,1,0.2,1,0.2,0,0.0
5047,Franklin,2018,4,0,0.0,2,0.5,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0
5047,Franklin,2019,3,0,0.0,0,0.0,1,0.3333,1,0.3333,0,0.0,1,0.3333,0,0.0
5047,Franklin,2020,9,2,0.2222,2,0.2222,0,0.0,3,0.3333,2,0.2222,0,0.0,0,0.0
5047,Franklin,2021,8,0,0.0,3,0.375,1,0.125,0,0.0,1,0.125,2,0.25,1,0.125
5047,Franklin,2022,3,1,0.3333,2,0.6667,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5047,Franklin,2023,5,0,0.0,1,0.2,1,0.2,1,0.2,0,0.0,0,0.0,2,0.4
5049,Fulton,2008,5,0,0.0,0,0.0,1,0.2,0,0.0,3,0.6,1,0.2,0,0.0
5049,Fulton,2009,6,1,0.1667,1,0.1667,0,0.0,1,0.1667,1,0.1667,1,0.1667,1,0.1667
5049,Fulton,2010,2,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0
5049,Fulton,2011,2,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5049,Fulton,2012,4,1,0.25,0,0.0,1,0.25,0,0.0,1,0.25,1,0.25,0,0.0
5049,Fulton,2013,4,0,0.0,2,0.5,0,0.0,1,0.25,1,0.25,0,0.0,0,0.0
5049,Fulton,2014,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0
5049,Fulton,2015,4,1,0.25,0,0.0,1,0.25,0,0.0,1,0.25,1,0.25,0,0.0
5049,Fulton,2016,4,1,0.25,0,0.0,0,0.0,1,0.25,0,0.0,1,0.25,1,0.25
5049,Fulton,2017,3,0,0.0,1,0.3333,0,0.0,0,0.0,0,0.0,1,0.3333,1,0.3333
5049,Fulton,2018,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0
5049,Fulton,2019,4,1,0.25,0,0.0,0,0.0,1,0.25,1,0.25,1,0.25,0,0.0
5049,Fulton,2020,6,2,0.3333,0,0.0,1,0.1667,1,0.1667,1,0.1667,0,0.0,1,0.1667
5049,Fulton,2021,7,1,0.1429,1,0.1429,0,0.0,2,0.2857,1,0.1429,1,0.1429,1,0.1429
5049,Fulton,2022,6,0,0.0,0,0.0,0,0.0,2,0.3333,1,0.1667,3,0.5,0,0.0
5049,Fulton,2023,3,0,0.0,1,0.3333,0,0.0,1,0.3333,1,0.3333,0,0.0,0,0.0
5051,Garland,2008,17,6,0.3529,1,0.0588,1,0.0588,1,0.0588,4,0.2353,2,0.1176,2,0.1176
5051,Garland,2009,13,1,0.0769,2,0.1538,1,0.0769,2,0.1538,2,0.1538,4,0.3077,1,0.0769
5051,Garland,2010,14,0,0.0,2,0.1429,0,0.0,4,0.2857,1,0.0714,3,0.2143,4,0.2857
5051,Garland,2011,11,3,0.2727,1,0.0909,0,0.0,2,0.1818,1,0.0909,0,0.0,4,0.3636
5051,Garland,2012,17,1,0.0588,4,0.2353,0,0.0,2,0.1176,0,0.0,4,0.2353,6,0.3529
5051,Garland,2013,21,5,0.2381,0,0.0,2,0.0952,1,0.0476,3,0.1429,5,0.2381,5,0.2381
5051,Garland,2014,18,4,0.2222,1,0.0556,4,0.2222,1,0.0556,4,0.2222,2,0.1111,2,0.1111
5051,Garland,2015,23,2,0.087,5,0.2174,2,0.087,2,0.087,3,0.1304,4,0.1739,5,0.2174
5051,Garland,2016,27,6,0.2222,6,0.2222,2,0.0741,1,0.037,2,0.0741,3,0.1111,7,0.2593
5051,Garland,2017,13,2,0.1538,1,0.0769,0,0.0,3,0.2308,4,0.3077,1,0.0769,2,0.1538
5051,Garland,2018,16,1,0.0625,1,0.0625,4,0.25,5,0.3125,0,0.0,4,0.25,1,0.0625
5051,Garland,2019,20,2,0.1,2,0.1,4,0.2,0,0.0,5,0.25,3,0.15,4,0.2
5051,Garland,2020,18,0,0.0,2,0.1111,6,0.3333,3,0.1667,2,0.1111,4,0.2222,1,0.0556
5051,Garland,2021,20,2,0.1,4,0.2,4,0.2,1,0.05,2,0.1,3,0.15,4,0.2
5051,Garland,2022,17,1,0.0588,2,0.1176,3,0.1765,2,0.1176,2,0.1176,2,0.1176,5,0.2941
5051,Garland,2023,15,3,0.2,1,0.0667,2,0.1333,2,0.1333,0,0.0,3,0.2,4,0.2667
5053,Grant,2008,3,0,0.0,0,0.0,0,0.0,1,0.3333,0,0.0,1,0.3333,1,0.3333
5053,Grant,2009,6,0,0.0,1,0.1667,0,0.0,4,0.6667,0,0.0,0,0.0,1,0.1667
5053,Grant,2010,7,1,0.1429,1,0.1429,1,0.1429,1,0.1429,3,0.4286,0,0.0,0,0.0
5053,Grant,2011,4,0,0.0,0,0.0,1,0.25,1,0.25,0,0.0,1,0.25,1,0.25
5053,Grant,2012,5,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,1,0.2,3,0.6
5053,Grant,2013,5,2,0.4,1,0.2,0,0.0,1,0.2,0,0.0,0,0.0,1,0.2
5053,Grant,2014,3,1,0.3333,0,0.0,1,0.3333,1,0.3333,0,0.0,0,0.0,0,0.0
5053,Grant,2015,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.6667,1,0.3333
5053,Grant,2016,4,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5
5053,Grant,2017,4,0,0.0,0,0.0,1,0.25,0,0.0,1,0.25,2,0.5,0,0.0
5053,Grant,2018,6,1,0.1667,1,0.1667,2,0.3333,1,0.1667,1,0.1667,0,0.0,0,0.0
5053,Grant,2019,5,0,0.0,1,0.2,1,0.2,0,0.0,1,0.2,1,0.2,1,0.2
5053,Grant,2020,5,1,0.2,1,0.2,0,0.0,0,0.0,1,0.2,0,0.0,2,0.4
5053,Grant,2021,7,1,0.1429,0,0.0,2,0.2857,1,0.1429,2,0.2857,0,0.0,1,0.1429
5053,Grant,2022,4,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,1,0.25
5053,Grant,2023,8,1,0.125,0,0.0,0,0.0,3,0.375,1,0.125,3,0.375,0,0.0
5055,Greene,2008,11,1,0.0909,2,0.1818,0,0.0,1,0.0909,1,0.0909,4,0.3636,2,0.1818
5055,Greene,2009,5,0,0.0,0,0.0,0,0.0,1,0.2,1,0.2,3,0.6,0,0.0
5055,Greene,2010,9,1,0.1111,0,0.0,0,0.0,1,0.1111,2,0.2222,2,0.2222,3,0.3333
5055,Greene,2011,6,2,0.3333,1,0.1667,0,0.0,0,0.0,1,0.1667,2,0.3333,0,0.0
5055,Greene,2012,8,1,0.125,2,0.25,2,0.25,0,0.0,2,0.25,1,0.125,0,0.0
5055,Greene,2013,6,1,0.1667,3,0.5,0,0.0,0,0.0,1,0.1667,0,0.0,1,0.1667
5055,Greene,2014,10,0,0.0,2,0.2,1,0.1,1,0.1,2,0.2,2,0.2,2,0.2
5055,Greene,2015,8,1,0.125,1,0.125,1,0.125,0,0.0,1,0.125,1,0.125,3,0.375
5055,Greene,2016,4,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,1,0.25,1,0.25
5055,Greene,2017,8,2,0.25,2,0.25,3,0.375,0,0.0,1,0.125,0,0.0,0,0.0
5055,Greene,2018,9,2,0.2222,2,0.2222,3,0.3333,1,0.1111,0,0.0,1,0.1111,0,0.0
5055,Greene,2019,7,1,0.1429,2,0.2857,0,0.0,0,0.0,0,0.0,4,0.5714,0,0.0
5055,Greene,2020,7,1,0.1429,1,0.1429,1,0.1429,0,0.0,0,0.0,2,0.2857,2,0.2857
5055,Greene,2021,7,0,0.0,1,0.1429,0,0.0,1,0.1429,1,0.1429,2,0.2857,2,0.2857
5055,Greene,2022,7,2,0.2857,1,0.1429,3,0.4286,0,0.0,1,0.1429,0,0.0,0,0.0
5055,Greene,2023,11,2,0.1818,1,0.0909,0,0.0,1,0.0909,0,0.0,4,0.3636,3,0.2727
5057,Hempstead,2008,7,4,0.5714,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2857,1,0.1429
5057,Hempstead,2009,6,0,0.0,0,0.0,2,0.3333,2,0.3333,1,0.1667,1,0.1667,0,0.0
5057,Hempstead,2010,7,0,0.0,1,0.1429,0,0.0,0,0.0,2,0.2857,1,0.1429,3,0.4286
5057,Hempstead,2011,11,1,0.0909,1,0.0909,2,0.1818,2,0.1818,2,0.1818,1,0.0909,2,0.1818
5057,Hempstead,2012,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,2,0.5
5057,Hempstead,2013,6,2,0.3333,0,0.0,2,0.3333,1,0.1667,0,0.0,0,0.0,1,0.1667
5057,Hempstead,2014,4,1,0.25,0,0.0,1,0.25,0,0.0,0,0.0,2,0.5,0,0.0
5057,Hempstead,2015,10,0,0.0,0,0.0,0,0.0,4,0.4,3,0.3,1,0.1,2,0.2
5057,Hempstead,2016,8,0,0.0,0,0.0,2,0.25,2,0.25,2,0.25,0,0.0,2,0.25
5057,Hempstead,2017,4,0,0.0,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,3,0.75
5057,Hempstead,2018,5,0,0.0,1,0.2,1,0.2,0,0.0,2,0.4,1,0.2,0,0.0
5057,Hempstead,2019,5,1,0.2,0,0.0,1,0.2,1,0.2,0,0.0,1,0.2,1,0.2
5057,Hempstead,2020,8,4,0.5,0,0.0,0,0.0,2,0.25,0,0.0,2,0.25,0,0.0
5057,Hempstead,2021,3,0,0.0,1,0.3333,1,0.3333,0,0.0,0,0.0,1,0.3333,0,0.0
5057,Hempstead,2022,5,0,0.0,1,0.2,3,0.6,1,0.2,0,0.0,0,0.0,0,0.0
5057,Hempstead,2023,10,3,0.3,1,0.1,2,0.2,1,0.1,2,0.2,1,0.1,0,0.0
5059,Hot Spring,2008,12,3,0.25,0,0.0,2,0.1667,2,0.1667,0,0.0,1,0.0833,4,0.3333
5059,Hot Spring,2009,10,1,0.1,1,0.1,2,0.2,1,0.1,0,0.0,3,0.3,2,0.2
5059,Hot Spring,2010,11,1,0.0909,1,0.0909,0,0.0,2,0.1818,3,0.2727,2,0.1818,2,0.1818
5059,Hot Spring,2011,7,2,0.2857,0,0.0,1,0.1429,1,0.1429,0,0.0,2,0.2857,1,0.1429
5059,Hot Spring,2012,10,0,0.0,1,0.1,0,0.0,2,0.2,3,0.3,0,0.0,4,0.4
5059,Hot Spring,2013,13,1,0.0769,0,0.0,2,0.1538,1,0.0769,2,0.1538,4,0.3077,3,0.2308
5059,Hot Spring,2014,16,2,0.125,2,0.125,0,0.0,4,0.25,3,0.1875,2,0.125,3,0.1875
5059,Hot Spring,2015,14,1,0.0714,1,0.0714,1,0.0714,2,0.1429,3,0.2143,4,0.2857,2,0.1429
5059,Hot Spring,2016,13,3,0.2308,2,0.1538,1,0.0769,0,0.0,2,0.1538,3,0.2308,2,0.1538
5059,Hot Spring,2017,11,0,0.0,2,0.1818,3,0.2727,0,0.0,3,0.2727,1,0.0909,2,0.1818
5059,Hot Spring,2018,9,1,0.1111,2,0.2222,1,0.1111,0,0.0,2,0.2222,3,0.3333,0,0.0
5059,Hot Spring,2019,8,1,0.125,1,0.125,3,0.375,1,0.125,1,0.125,0,0.0,1,0.125
5059,Hot Spring,2020,5,0,0.0,0,0.0,1,0.2,2,0.4,2,0.4,0,0.0,0,0.0
5059,Hot Spring,2021,13,1,0.0769,1,0.0769,0,0.0,1,0.0769,3,0.2308,5,0.3846,2,0.1538
5059,Hot Spring,2022,15,2,0.1333,1,0.0667,3,0.2,5,0.3333,1,0.0667,2,0.1333,1,0.0667
5059,Hot Spring,2023,12,3,0.25,0,0.0,1,0.0833,3,0.25,2,0.1667,2,0.1667,1,0.0833
5061,Howard,2008,4,0,0.0,0,0.0,3,0.75,0,0.0,0,0.0,1,0.25,0,0.0
5061,Howard,2009,3,0,0.0,1,0.3333,1,0.3333,0,0.0,0,0.0,1,0.3333,0,0.0
5061,Howard,2010,4,1,0.25,1,0.25,1,0.25,0,0.0,0,0.0,0,0.0,1,0.25
5061,Howard,2011,5,2,0.4,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,2,0.4
