fips,year,dvmt_total,vmt_annual,road_length_total,dvmt_rural,dvmt_small_urban,dvmt_urbanized
05095,2023,741192.874,270535399.1,740.801,741192.874,0.0,0.0
05097,2013,291142.1,106266866.4,1186.87,291142.1,0.0,0.0
05097,2014,293474.73,107118276.5,1186.87,293474.73,0.0,0.0
05097,2015,300394.15,109643864.9,1186.87,300394.15,0.0,0.0
05097,2016,308408.465,112569089.9,1186.854,308408.465,0.0,0.0
05097,2017,304615.858,111184788.1,1187.714,304615.858,0.0,0.0
05097,2018,327981.639,119713298.2,1187.715,327981.639,0.0,0.0
05097,2019,325003.914,118626428.7,1187.697,325003.914,0.0,0.0
05097,2020,312707.756,114138331.0,1187.667,312707.756,0.0,0.0
05097,2021,341369.887,124600008.8,1187.657,341369.887,0.0,0.0
05097,2022,335163.875,122334814.3,1187.657,335163.875,0.0,0.0
05097,2023,340263.3,124196104.3,1187.657,340263.3,0.0,0.0
05099,2013,597476.59,218078955.5,852.17,597476.59,0.0,0.0
05099,2014,585020.358,213532430.8,852.17,585020.358,0.0,0.0
05099,2015,595474.17,217348072.0,851.05,595474.17,0.0,0.0
05099,2016,608363.58,222052706.6,850.846,608363.58,0.0,0.0
05099,2017,647037.454,236168670.7,850.846,647037.454,0.0,0.0
05099,2018,680927.913,248538688.1,850.983,680927.913,0.0,0.0
05099,2019,698657.05,255009823.3,850.983,698657.05,0.0,0.0
05099,2020,663361.791,242127053.7,850.983,663361.791,0.0,0.0
05099,2021,670767.132,244830003.2,850.983,670767.132,0.0,0.0
05099,2022,673265.002,245741725.9,850.98,673265.002,0.0,0.0
05099,2023,683576.358,249505370.6,850.98,683576.358,0.0,0.0
05101,2013,205739.26,75094829.7,1083.93,205739.26,0.0,0.0
05101,2014,228601.6,83439584.0,1083.84,228601.6,0.0,0.0
05101,2015,209285.968,76389378.2,1081.217,209285.968,0.0,0.0
05101,2016,236387.215,86281333.5,1081.217,236387.215,0.0,0.0
05101,2017,207436.924,75714477.1,1081.217,207436.924,0.0,0.0
05101,2018,217592.826,79421381.6,1081.218,217592.826,0.0,0.0
05101,2019,234734.046,85677926.9,1081.218,234734.046,0.0,0.0
05101,2020,208026.35,75929617.7,1081.215,208026.35,0.0,0.0
05101,2021,247986.78,90515174.6,1081.218,247986.78,0.0,0.0
05101,2022,236906.289,86470795.4,1081.218,236906.289,0.0,0.0
05101,2023,256748.453,93713185.4,1081.218,256748.453,0.0,0.0
05103,2013,676945.562,247085130.0,1082.93,461253.942,215691.62,0.0
05103,2014,668291.44,243926375.6,1082.93,461653.73,206637.71,0.0
05103,2015,683399.18,249440700.8,1081.12,463514.51,219884.67,0.0
05103,2016,683357.244,249425394.0,1081.033,470110.8,213246.444,0.0
05103,2017,705652.503,257563163.6,1081.033,487560.481,218092.022,0.0
05103,2018,671561.104,245119803.1,1081.034,463387.893,208173.212,0.0
05103,2019,680177.737,248264874.0,1081.034,469590.601,210587.136,0.0
05103,2020,683822.809,249595325.4,1081.034,477510.223,206312.587,0.0
05103,2021,684088.549,249692320.2,1081.034,478475.449,205613.1,0.0
05103,2022,661402.701,241411985.8,1081.034,458843.221,202559.48,0.0
05103,2023,673540.72,245842362.7,1081.034,469443.849,204096.871,0.0
05105,2013,278227.94,101553198.0,1075.55,278227.94,0.0,0.0
05105,2014,279046.76,101852067.3,1075.49,279046.76,0.0,0.0
05105,2015,295357.08,107805334.2,1075.04,295357.08,0.0,0.0
05105,2016,302151.156,110285172.0,1075.131,302151.156,0.0,0.0
05105,2017,296750.833,108314053.9,1075.131,296750.833,0.0,0.0
05105,2018,312768.671,114160565.0,1075.131,312768.671,0.0,0.0
05105,2019,309388.531,112926813.8,1075.131,309388.531,0.0,0.0
05105,2020,275671.013,100619919.7,1074.996,275671.013,0.0,0.0
05105,2021,329151.511,120140301.5,1074.996,329151.511,0.0,0.0
05105,2022,311931.991,113855176.8,1074.996,311931.991,0.0,0.0
05105,2023,314622.123,114837074.8,1074.996,314622.123,0.0,0.0
05107,2013,488489.441,178298646.0,1106.39,276410.68,212078.761,0.0
05107,2014,565048.95,206242866.9,1106.74,329051.101,235997.85,0.0
05107,2015,492175.151,179643930.0,1106.75,278587.201,213587.95,0.0
05107,2016,518658.505,189310354.5,1106.841,300263.612,218394.893,0.0
05107,2017,531912.937,194148222.0,1106.841,311032.444,220880.493,0.0
05107,2018,509778.928,186069308.9,1106.841,299188.429,210590.499,0.0
05107,2019,516544.611,188538783.1,1106.837,309943.721,206600.89,0.0
05107,2020,498418.634,181922801.5,1106.859,290772.934,207645.701,0.0
05107,2021,525993.223,191987526.4,1106.856,319541.999,206451.224,0.0
05107,2022,504879.407,184280983.4,1108.091,309551.015,195328.392,0.0
05107,2023,534880.068,195231224.7,1108.091,322957.368,211922.7,0.0
05109,2013,291354.43,106344366.8,723.67,291354.43,0.0,0.0
05109,2014,295228.66,107758460.8,723.67,295228.66,0.0,0.0
05109,2015,303039.55,110609435.7,723.67,303039.55,0.0,0.0
05109,2016,301312.426,109979035.6,723.562,301312.426,0.0,0.0
05109,2017,308336.656,112542879.4,723.562,308336.656,0.0,0.0
05109,2018,328831.506,120023499.8,723.571,328831.506,0.0,0.0
05109,2019,340559.69,124304286.8,723.571,340559.69,0.0,0.0
05109,2020,316073.256,115366738.5,723.571,316073.256,0.0,0.0
05109,2021,357932.5,130645362.5,723.571,357932.5,0.0,0.0
05109,2022,351108.01,128154423.8,723.577,351108.01,0.0,0.0
05109,2023,351195.318,128186291.0,723.577,351195.318,0.0,0.0
05111,2013,942440.989,343990961.0,1603.38,823923.369,118517.62,0.0
05111,2014,927692.959,338607930.2,1603.2,827256.569,100436.39,0.0
05111,2015,998163.43,364329651.8,1603.2,893259.41,104904.02,0.0
05111,2016,1007265.368,367651859.2,1602.429,903805.675,103459.693,0.0
05111,2017,973812.07,355441405.4,1602.429,870211.519,103600.551,0.0
05111,2018,1037201.376,378578502.4,1602.449,930169.959,107031.417,0.0
05111,2019,989760.879,361262720.7,1602.527,885282.474,104478.405,0.0
05111,2020,925138.399,337675515.7,1602.442,825949.501,99188.898,0.0
05111,2021,993639.608,362678456.8,1602.442,884672.088,108967.52,0.0
05111,2022,979915.32,357669091.8,1602.44,869843.734,110071.586,0.0
05111,2023,968227.247,353402945.0,1602.251,859225.183,109002.063,0.0
05113,2013,489148.76,178539297.3,1373.94,362412.52,126736.24,0.0
05113,2014,497438.17,181564932.2,1373.94,370403.71,127034.46,0.0
05113,2015,508362.28,185552232.3,1373.94,381539.03,126823.25,0.0
05113,2016,534124.518,194955449.1,1373.875,404526.298,129598.22,0.0
05113,2017,525669.964,191869536.8,1373.875,399816.704,125853.259,0.0
05113,2018,546675.841,199536682.1,1373.875,419450.755,127225.086,0.0
05113,2019,555278.276,202676570.8,1373.875,425903.828,129374.448,0.0
05113,2020,515257.193,188068875.4,1373.875,406245.396,109011.796,0.0
05113,2021,580211.26,211777110.0,1373.875,449385.284,130825.976,0.0
05113,2022,558893.867,203996261.6,1373.875,438089.495,120804.373,0.0
05113,2023,584735.008,213428278.0,1373.875,458971.615,125763.394,0.0
05115,2013,1851089.937,675647827.1,1741.67,825679.11,1025410.827,0.0
05115,2014,1901406.839,694013496.3,1741.63,854874.379,1046532.46,0.0
05115,2015,1891077.647,690243341.3,1741.709,861100.747,1029976.9,0.0
05115,2016,1983432.561,723952884.9,1741.181,911663.498,1071769.064,0.0
05115,2017,1978793.387,722259586.3,1740.88,912418.147,1066375.24,0.0
05115,2018,1972104.664,719818202.4,1741.484,917457.304,1054647.36,0.0
05115,2019,2054942.086,750053861.3,1741.376,936869.27,1118072.815,0.0
05115,2020,1970190.77,719119631.0,1741.356,915597.765,1054593.005,0.0
05115,2021,2047338.546,747278569.4,1741.356,922136.209,1125202.338,0.0
05115,2022,2078952.289,758817585.5,1741.356,954837.614,1124114.675,0.0
05115,2023,2147694.455,783908476.1,1741.356,970872.929,1176821.526,0.0
05117,2013,910758.19,332426739.3,1007.13,910758.19,0.0,0.0
05117,2014,965570.714,352433310.6,1007.13,965570.714,0.0,0.0
05117,2015,990149.971,361404739.2,1006.805,990149.971,0.0,0.0
05117,2016,1004276.493,366560919.8,1006.73,1004276.493,0.0,0.0
05117,2017,1059199.945,386607980.0,1006.601,1059199.945,0.0,0.0
05117,2018,1055907.412,385406205.5,1006.638,1055907.412,0.0,0.0
05117,2019,1042936.203,380671714.0,1006.641,1042936.203,0.0,0.0
05117,2020,1023535.496,373590455.9,1006.626,1023535.496,0.0,0.0
05117,2021,1091211.108,398292054.3,1006.626,1091211.108,0.0,0.0
05117,2022,1093210.908,399021981.3,1006.588,1093210.908,0.0,0.0
05117,2023,1102882.813,402552226.6,1006.588,1102882.813,0.0,0.0
05119,2013,13169215.384,4806763615.1,3695.54,480285.037,0.0,12688930.347
05119,2014,13218348.142,4824697071.8,3706.22,498946.667,0.0,12719401.475
05119,2015,13493484.237,4925121746.7,3706.46,520517.067,0.0,12972967.17
05119,2016,13781193.641,5030135679.0,3707.453,517524.262,0.0,13263669.379
05119,2017,13945646.476,5090160963.7,3707.113,530564.082,0.0,13415082.394
05119,2018,14042004.808,5125331754.8,3705.421,538363.334,0.0,13503641.474
05119,2019,14148212.67,5164097624.7,3705.421,557812.938,0.0,13590399.732
05119,2020,14240665.497,5197842906.3,3702.551,550572.166,0.0,13690093.331
05119,2021,14569941.513,5318028652.1,3702.256,593689.81,0.0,13976251.702
05119,2022,15018209.8,5481646577.1,3697.525,588037.037,0.0,14430172.763
05119,2023,15500345.799,5657626216.7,3697.525,616323.881,0.0,14884021.918
05121,2013,445896.501,162752222.8,1222.26,314847.391,131049.11,0.0
05121,2014,459423.08,167689424.2,1241.55,321168.03,138255.05,0.0
05121,2015,460358.54,168030867.2,1241.55,327394.93,132963.61,0.0
05121,2016,479285.391,174939167.6,1242.26,341342.743,137942.648,0.0
05121,2017,505923.404,184662042.5,1242.26,364673.322,141250.082,0.0
05121,2018,515391.264,188117811.5,1241.866,375496.447,139894.817,0.0
05121,2019,527173.757,192418421.4,1241.866,376739.173,150434.585,0.0
05121,2020,512956.484,187229116.5,1241.867,366195.488,146760.996,0.0
05121,2021,571594.338,208631933.3,1241.867,414579.217,157015.121,0.0
05121,2022,541208.079,197540948.8,1241.948,387312.245,153895.834,0.0
05121,2023,537763.231,196283579.4,1241.948,384640.905,153122.326,0.0
05123,2013,1879900.159,686163558.1,1203.91,1553739.669,326160.49,0.0
05123,2014,1942995.103,709193212.7,1203.68,1612757.983,330237.12,0.0
05123,2015,1975020.028,720882310.3,1206.19,1636716.158,338303.87,0.0
05123,2016,2055179.149,750140389.3,1206.117,1707231.794,347947.355,0.0
05123,2017,2238047.663,816887397.0,1205.848,1889203.96,348843.703,0.0
05123,2018,2190389.458,799492152.1,1205.848,1789424.349,400965.109,0.0
05123,2019,2210875.145,806969427.9,1205.849,1815351.162,395523.983,0.0
05123,2020,1973814.57,720442318.2,1205.874,1670328.595,303485.975,0.0
05123,2021,2249129.338,820932208.5,1206.604,1905955.359,343173.979,0.0
05123,2022,2241281.314,818067679.4,1206.604,1900878.23,340403.083,0.0
05123,2023,2377825.446,867906287.9,1206.627,2012627.568,365197.879,0.0
05125,2013,2810190.52,1025719539.8,1640.82,671885.291,67173.849,2071131.38
05125,2014,2796689.386,1020791626.0,1651.67,746555.16,4352.0,2045782.227
05125,2015,2906480.561,1060865404.6,1651.67,773302.681,4352.0,2128825.879
05125,2016,3015718.269,1100737168.2,1651.813,792721.762,5032.0,2217964.507
05125,2017,3060117.66,1116942945.9,1651.623,811503.023,5576.0,2243038.637
05125,2018,3141675.43,1146711531.9,1651.631,840718.63,0.0,2300956.799
05125,2019,3236968.549,1181493520.2,1651.628,874567.456,0.0,2362401.093
05125,2020,3453243.913,1260434028.3,1650.733,839496.686,0.0,2613747.227
05125,2021,3511185.962,1281582876.2,1650.733,935032.988,0.0,2576152.974
05125,2022,3372470.982,1230951908.6,1650.702,916185.665,0.0,2456285.318
05125,2023,3419042.589,1247950545.0,1648.084,926027.302,0.0,2493015.287
05127,2013,375048.26,136892614.9,1396.75,375048.26,0.0,0.0
05127,2014,357518.92,130494405.8,1396.68,357518.92,0.0,0.0
05127,2015,359657.711,131275064.4,1396.58,359657.711,0.0,0.0
05127,2016,379245.299,138424534.0,1396.095,379245.299,0.0,0.0
05127,2017,389480.744,142160471.6,1396.095,389480.744,0.0,0.0
05127,2018,379926.003,138672991.2,1396.095,379926.003,0.0,0.0
05127,2019,351126.214,128161068.2,1396.095,351126.214,0.0,0.0
05127,2020,368130.454,134367615.7,1396.095,368130.454,0.0,0.0
05127,2021,386016.212,140895917.5,1396.095,386016.212,0.0,0.0
05127,2022,368838.33,134625990.5,1396.095,368838.33,0.0,0.0
05127,2023,366695.068,133843699.8,1396.095,366695.068,0.0,0.0
05129,2013,313206.56,114320394.3,1070.31,313206.56,0.0,0.0
05129,2014,317421.69,115858916.9,1070.54,317421.69,0.0,0.0
05129,2015,324557.234,118463390.4,1070.3,324557.234,0.0,0.0
05129,2016,327360.378,119486538.1,1069.714,327360.378,0.0,0.0
05129,2017,326506.402,119174836.8,1069.714,326506.402,0.0,0.0
05129,2018,322270.498,117628731.8,1069.714,322270.498,0.0,0.0
05129,2019,323925.731,118232891.8,1069.713,323925.731,0.0,0.0
05129,2020,321205.521,117240015.3,1069.684,321205.521,0.0,0.0
05129,2021,336379.105,122778373.3,1069.684,336379.105,0.0,0.0
05129,2022,327961.531,119705958.8,1069.684,327961.531,0.0,0.0
05129,2023,328863.168,120035056.2,1069.684,328863.168,0.0,0.0
05131,2013,3067476.728,1119629005.8,2196.25,491837.261,169178.421,2406461.046
05131,2014,3113480.86,1136420513.7,2196.2,528659.349,143508.11,2441313.4
05131,2015,3182021.291,1161437771.3,2203.89,554456.64,147160.06,2480404.59
05131,2016,3197810.556,1167200852.8,2203.694,555984.999,153120.618,2488704.939
05131,2017,3298902.24,1204099317.5,2203.164,578733.357,159918.388,2560250.494
05131,2018,3297225.613,1203487348.6,2203.669,570256.774,157888.2,2569080.639
05131,2019,3359759.715,1226312295.9,2203.669,581680.245,169987.947,2608091.522
05131,2020,3425198.1,1250197306.3,2203.669,603251.5,165559.247,2656387.352
05131,2021,3398707.524,1240528246.1,2203.669,595061.468,169808.783,2633837.272
05131,2022,3357117.685,1225347955.2,2200.82,605100.663,129692.51,2622324.512
05131,2023,3471744.311,1267186673.5,2200.817,637908.501,133596.965,2700238.844
05133,2013,469124.03,171230270.9,993.49,373347.41,95776.62,0.0
05133,2014,481150.551,175619951.0,995.49,380383.16,100767.391,0.0
05133,2015,491107.408,179254203.9,995.064,388696.352,102411.056,0.0
05133,2016,498672.487,182015457.8,995.064,404267.067,94405.42,0.0
05133,2017,508596.749,185637813.4,995.064,407112.989,101483.76,0.0
05133,2018,512493.689,187060196.6,995.064,410056.077,102437.613,0.0
05133,2019,511971.582,186869627.6,995.064,410879.203,101092.379,0.0
05133,2020,518036.479,189083314.7,995.055,427524.561,90511.917,0.0
05133,2021,524295.133,191367723.5,995.055,421143.059,103152.074,0.0
05133,2022,525646.947,191861135.8,995.055,421633.531,104013.416,0.0
05133,2023,532384.793,194320449.5,995.055,426266.485,106118.308,0.0
05135,2013,456135.821,166489574.5,1311.88,456135.821,0.0,0.0
05135,2014,454057.769,165731085.5,1311.88,454057.769,0.0,0.0
05135,2015,467873.635,170773876.7,1313.895,467873.635,0.0,0.0
05135,2016,482171.287,175992519.8,1313.895,482171.287,0.0,0.0
05135,2017,500355.206,182629650.1,1313.895,500355.206,0.0,0.0
05135,2018,512055.984,186900434.2,1313.895,512055.984,0.0,0.0
05135,2019,511960.883,186865722.5,1313.895,511960.883,0.0,0.0
05135,2020,462406.955,168778538.7,1313.732,462406.955,0.0,0.0
05135,2021,540831.377,197403452.6,1313.732,540831.377,0.0,0.0
05135,2022,526883.649,192312531.9,1313.732,526883.649,0.0,0.0
05135,2023,529550.078,193285778.3,1313.732,529550.078,0.0,0.0
05137,2013,315243.03,115063705.8,953.75,315243.03,0.0,0.0
05137,2014,334792.369,122199214.7,953.75,334792.369,0.0,0.0
05137,2015,339661.519,123976454.3,954.93,339661.519,0.0,0.0
05137,2016,349236.013,127471144.8,952.12,349236.013,0.0,0.0
05137,2017,344692.227,125812662.9,948.51,344692.227,0.0,0.0
05137,2018,361015.859,131770788.7,948.364,361015.859,0.0,0.0
05137,2019,359412.291,131185486.1,948.364,359412.291,0.0,0.0
05137,2020,370868.889,135367144.5,948.364,370868.889,0.0,0.0
05137,2021,390964.732,142702127.1,948.364,390964.732,0.0,0.0
05137,2022,390480.14,142525251.1,948.364,390480.14,0.0,0.0
05137,2023,395661.549,144416465.3,948.364,395661.549,0.0,0.0
05139,2013,1320329.031,481920096.2,1686.17,796741.701,523587.329,0.0
05139,2014,1319001.041,481435380.1,1685.86,782468.331,536532.71,0.0
05139,2015,1363087.648,497526991.6,1683.11,792527.979,570559.67,0.0
05139,2016,1380252.331,503792100.7,1684.439,808659.034,571593.297,0.0
05139,2017,1346094.528,491324502.7,1684.419,797540.034,548554.494,0.0
05139,2018,1369236.911,499771472.7,1684.448,806870.279,562366.633,0.0
05139,2019,1342655.906,490069405.6,1684.448,785598.881,557057.025,0.0
05139,2020,1336162.749,487699403.3,1684.448,778009.131,558153.617,0.0
05139,2021,1387608.435,506477078.7,1684.454,825260.298,562348.137,0.0
05139,2022,1344038.857,490574182.9,1683.528,783315.103,560723.755,0.0
05139,2023,1413325.166,515863685.6,1675.965,827882.583,585442.583,0.0
05141,2013,655843.319,239382811.3,1333.69,655843.319,0.0,0.0
05141,2014,657586.86,240019204.0,1324.29,657586.86,0.0,0.0
05141,2015,630353.109,230078884.9,1322.97,630353.109,0.0,0.0
05141,2016,620254.818,226393008.7,1322.615,620254.818,0.0,0.0
05141,2017,634567.666,231617198.1,1322.615,634567.666,0.0,0.0
05141,2018,630399.941,230095978.6,1322.618,630399.941,0.0,0.0
05141,2019,660762.353,241178258.8,1322.618,660762.353,0.0,0.0
05141,2020,641599.365,234183768.2,1322.587,641599.365,0.0,0.0
05141,2021,668901.213,244148942.7,1322.58,668901.213,0.0,0.0
05141,2022,655651.583,239312827.7,1322.58,655651.583,0.0,0.0
05141,2023,690232.842,251934987.3,1322.58,690232.842,0.0,0.0
05143,2013,5071521.525,1851105356.7,3007.52,976221.279,186.45,4095113.796
05143,2014,4978334.642,1817092144.5,3319.86,986451.742,203.94,3991678.961
05143,2015,5387978.925,1966612307.8,3319.88,1058520.036,0.0,4329458.889
05143,2016,5550018.389,2025756711.9,3320.004,1081063.639,0.0,4468954.75
05143,2017,5683896.623,2074622267.2,3319.804,1105579.176,0.0,4578317.446
05143,2018,5784205.977,2111235181.7,3319.939,1116717.278,0.0,4667488.699
05143,2019,5947499.978,2170837491.9,3319.917,1151916.084,0.0,4795583.894
05143,2020,5746361.327,2097421884.2,3311.153,1164878.915,0.0,4581482.411
05143,2021,6131274.621,2237915236.8,3311.266,1245918.73,0.0,4885355.891
05143,2022,6211404.265,2267162556.7,3307.994,1252605.702,0.0,4958798.563
05143,2023,6314741.998,2304880829.4,3306.847,1232088.631,0.0,5082653.368
05145,2013,2384524.284,870351363.8,2024.44,1334648.752,1049875.532,0.0
05145,2014,2357482.564,860481135.8,2024.55,1332222.062,1025260.502,0.0
05145,2015,2448818.88,893818891.1,2024.76,1407267.058,1041551.821,0.0
05145,2016,2381882.943,869387274.0,2028.913,1368378.81,1013504.133,0.0
05145,2017,2510339.285,916273839.0,2028.413,1438964.125,1071375.16,0.0
05145,2018,2556249.3,933030994.5,2036.289,1477261.892,1078987.408,0.0
05145,2019,2606386.18,951330955.8,2036.289,1487894.734,1118491.446,0.0
05145,2020,2456698.239,896694857.1,2036.254,1413500.795,1043197.444,0.0
05145,2021,2753762.417,1005123282.2,2036.254,1556505.211,1197257.206,0.0
05145,2022,2785975.831,1016881178.4,2036.254,1583016.272,1202959.559,0.0
05145,2023,2855506.084,1042259720.7,2036.254,1612998.881,1242507.203,0.0
05147,2013,265751.5,96999297.3,745.59,265751.5,0.0,0.0
05147,2014,261651.881,95502936.4,758.19,261651.881,0.0,0.0
05147,2015,245200.32,89498116.8,758.86,245200.32,0.0,0.0
05147,2016,253170.649,92407286.8,758.453,253170.649,0.0,0.0
05147,2017,256776.478,93723414.4,758.453,256776.478,0.0,0.0
05147,2018,264770.849,96641359.9,758.453,264770.849,0.0,0.0
05147,2019,263014.123,96000154.8,758.453,263014.123,0.0,0.0
05147,2020,234999.32,85774751.8,758.453,234999.32,0.0,0.0
05147,2021,268186.319,97888006.4,758.453,268186.319,0.0,0.0
05147,2022,263118.921,96038406.1,758.453,263118.921,0.0,0.0
05147,2023,268063.225,97843077.1,758.453,268063.225,0.0,0.0
05149,2013,539531.34,196928939.3,1566.02,448876.2,90655.14,0.0
05149,2014,530871.64,193768148.5,1566.02,439460.36,91411.28,0.0
05149,2015,545078.15,198953524.8,1564.77,454832.4,90245.75,0.0
05149,2016,559218.704,204114827.0,1564.566,471301.826,87916.878,0.0
05149,2017,569911.518,208017704.0,1564.819,482791.191,87120.327,0.0
05149,2018,557379.841,203443642.0,1564.551,473749.836,83630.005,0.0
05149,2019,577752.731,210879746.7,1564.547,487762.658,89990.073,0.0
05149,2020,536329.845,195760393.5,1564.547,455628.439,80701.406,0.0
05149,2021,599728.551,218900921.0,1564.547,508522.242,91206.308,0.0
05149,2022,554286.328,202314509.8,1564.568,468378.401,85907.927,0.0
05149,2023,566004.673,206591705.6,1564.568,478432.161,87572.512,0.0
