year,month,crash_fips,home_fips,dr_drink,resident,in_state,out_of_state,home_dry
2012,1,05119,05119,1,True,True,False,False
2012,1,05119,05119,1,True,True,False,False
2012,2,05003,05003,1,True,True,False,True
2012,2,05075,05075,0,True,True,False,True
2012,2,05149,05149,0,True,True,False,True
2012,2,05149,05149,0,True,True,False,True
2012,2,05125,05125,0,True,True,False,True
2012,2,05125,05125,0,True,True,False,True
2012,2,05059,05035,0,False,True,False,False
2012,2,05119,05119,0,True,True,False,False
2012,2,05119,05119,0,True,True,False,False
2012,2,05139,05139,0,True,True,False,False
2012,2,05031,05031,0,True,True,False,True
2012,2,05029,05115,0,False,True,False,True
2012,2,05029,05141,0,False,True,False,True
2012,2,05097,05113,0,False,True,False,True
2012,2,05097,05097,0,True,True,False,True
2012,2,05143,05143,0,True,True,False,False
2012,2,05143,05143,0,True,True,False,False
2012,2,05035,12031,0,False,False,True,
2012,2,05035,05069,0,False,True,False,False
2012,2,05119,05125,0,False,True,False,True
2012,2,05091,48113,0,False,False,True,
2012,2,05091,48037,0,False,False,True,
2012,2,05065,05065,0,True,True,False,True
2012,2,05139,22111,0,False,False,True,
2012,2,05145,05145,0,True,True,False,True
2012,2,05145,05145,0,True,True,False,True
2012,2,05119,05119,1,True,True,False,False
2012,2,05119,05119,0,True,True,False,False
2012,2,05119,05119,0,True,True,False,False
2012,2,05119,05139,0,False,True,False,False
2012,2,05099,05099,0,True,True,False,True
2012,2,05143,05143,0,True,True,False,False
2012,2,05143,05007,0,False,True,False,False
2012,2,05133,30047,0,False,False,True,
2012,2,05133,05109,0,False,True,False,True
2012,2,05027,05027,1,True,True,False,True
2012,2,05027,22027,0,False,False,True,
2012,2,05051,05051,1,True,True,False,False
2012,2,05035,48139,0,False,False,True,
2012,2,05119,05045,1,False,True,False,True
2012,2,05021,05021,1,True,True,False,True
2012,2,05091,05091,1,True,True,False,False
2012,2,05091,13139,0,False,False,True,
2012,2,05125,05119,1,False,True,False,False
2012,2,05145,05145,0,True,True,False,True
2012,2,05145,05085,0,False,True,False,True
2012,2,05085,05085,0,True,True,False,True
2012,2,05085,05131,0,False,True,False,True
2012,1,05085,05085,1,True,True,False,True
2012,3,05055,05055,0,True,True,False,False
2012,3,05055,05021,0,False,True,False,True
2012,3,05041,05041,0,True,True,False,False
2012,3,05023,05023,1,True,True,False,True
2012,3,05005,05005,1,True,True,False,False
2012,3,05035,05035,1,True,True,False,False
2012,3,05063,05063,1,True,True,False,True
2012,3,05033,05033,1,True,True,False,True
2012,3,05023,05023,0,True,True,False,True
2012,3,05005,05005,0,True,True,False,False
2012,3,05115,05023,0,False,True,False,True
2012,3,05031,05031,1,True,True,False,True
2012,3,05115,05149,0,False,True,False,True
2012,3,05115,05029,0,False,True,False,False
2012,3,05119,05119,0,True,True,False,False
2012,3,05093,05093,0,True,True,False,False
2012,3,05093,05093,0,True,True,False,False
2012,3,05045,05045,1,True,True,False,True
2012,3,05045,05045,0,True,True,False,True
2012,3,05045,05045,0,True,True,False,True
2012,3,05059,05059,1,True,True,False,True
2012,3,05033,05033,1,True,True,False,True
2012,3,05125,05125,1,True,True,False,True
2012,3,05113,05113,0,True,True,False,True
2012,3,05113,05113,0,True,True,False,True
2012,3,05099,05099,1,True,True,False,True
2012,3,05099,05027,0,False,True,False,True
2012,3,05045,05045,0,True,True,False,True
2012,3,05045,05045,0,True,True,False,True
2012,3,05119,05031,0,False,True,False,True
2012,3,05119,05119,1,True,True,False,False
2012,3,05007,40143,0,False,False,True,
2012,3,05061,05061,0,True,True,False,True
2012,3,05115,05115,0,True,True,False,True
2012,3,05005,05005,0,True,True,False,False
2012,3,05009,05015,0,False,True,False,False
2012,3,05009,05009,1,True,True,False,False
2012,3,05119,05119,0,True,True,False,False
2012,3,05119,05119,0,True,True,False,False
2012,3,05139,05027,0,False,True,False,True
2012,3,05139,47035,0,False,False,True,
2012,3,05027,05073,1,False,True,False,True
2012,3,05027,48201,0,False,False,True,
2012,3,05063,05063,1,True,True,False,True
2012,3,05017,48231,0,False,False,True,
2012,3,05143,05051,0,False,True,False,False
2012,3,05009,05009,0,True,True,False,False
2012,3,05037,05037,0,True,True,False,False
2012,3,05145,05145,0,True,True,False,True
2012,3,05145,05145,0,True,True,False,True
2012,3,05137,05137,0,True,True,False,True
2012,3,05137,05137,0,True,True,False,True
2012,3,05095,05095,1,True,True,False,False
2012,3,05095,05037,0,False,True,False,False
2012,3,05051,05051,0,True,True,False,False
2012,3,05027,05027,1,True,True,False,True
2012,3,05031,05031,0,True,True,False,True
2012,4,05007,05007,0,True,True,False,False
2012,4,05007,20011,0,False,False,True,
2012,4,05007,05007,0,True,True,False,False
2012,4,05007,05029,0,False,True,False,False
2012,4,05149,05127,0,False,True,False,True
2012,4,05119,42077,0,False,False,True,
2012,4,05119,05125,1,False,True,False,True
2012,4,05001,05001,0,True,True,False,False
2012,4,05001,05117,0,False,True,False,False
2012,4,05001,05085,0,False,True,False,True
2012,4,05139,05139,0,True,True,False,False
2012,4,05035,18163,0,False,False,True,
2012,4,05035,18003,0,False,False,True,
2012,4,05035,05045,0,False,True,False,True
2012,4,05045,05023,1,False,True,False,True
2012,4,05051,05051,1,True,True,False,False
2012,4,05085,05085,0,True,True,False,True
2012,4,05143,05007,0,False,True,False,False
2012,4,05055,05055,0,True,True,False,False
2012,4,05109,48183,1,False,False,True,
2012,4,05015,05143,0,False,True,False,False
2012,4,05091,05091,1,True,True,False,False
2012,4,05145,40121,0,False,False,True,
2012,4,05145,22017,0,False,False,True,
2012,4,05031,05031,0,True,True,False,True
2012,4,05045,05089,0,False,True,False,False
2012,4,05045,05009,0,False,True,False,False
2012,4,05115,05115,0,True,True,False,True
2012,4,05115,05115,0,True,True,False,True
2012,4,05075,05063,0,False,True,False,True
2012,4,05073,05073,1,True,True,False,True
2012,4,05067,05067,1,True,True,False,False
2012,4,05051,05105,0,False,True,False,True
2012,4,05051,05051,0,True,True,False,False
2012,4,05031,05031,0,True,True,False,True
2012,4,05121,05055,1,False,True,False,False
2012,4,05121,05121,0,True,True,False,True
2012,4,05147,05147,1,True,True,False,False
2012,4,05007,05143,1,False,True,False,False
2012,4,05119,05119,1,True,True,False,False
2012,4,05085,05085,0,True,True,False,True
2012,4,05085,47185,0,False,False,True,
2012,4,05085,05085,0,True,True,False,True
2012,4,05085,,0,,,,
2012,4,05085,,0,,,,
2012,4,05085,,0,,,,
2012,4,05007,05009,0,False,True,False,False
2012,4,05007,05007,1,True,True,False,False
2012,4,05021,05121,0,False,True,False,True
2012,4,05081,40089,0,False,False,True,
2012,4,05081,05061,0,False,True,False,True
2012,4,05111,05111,1,True,True,False,False
2012,4,05149,05149,0,True,True,False,True
2012,4,05149,05051,0,False,True,False,False
2012,4,05149,12033,0,False,False,True,
2012,4,05149,12033,0,False,False,True,
2012,4,05019,05019,1,True,True,False,False
2012,4,05047,05047,1,True,True,False,False
2012,4,05047,05143,0,False,True,False,False
2012,4,05023,05145,0,False,True,False,True
2012,4,05149,05105,0,False,True,False,True
2012,4,05129,05129,0,True,True,False,True
2012,4,05109,05097,0,False,True,False,True
2012,4,05109,05061,0,False,True,False,True
2012,4,05019,05109,0,False,True,False,True
2012,4,05019,05061,0,False,True,False,True
2012,5,05135,05135,0,True,True,False,False
2012,5,05135,48499,0,False,False,True,
2012,5,05069,05069,0,True,True,False,False
2012,5,05135,05135,0,True,True,False,False
2012,5,05023,05063,0,False,True,False,True
2012,5,05007,05007,0,True,True,False,False
2012,5,05119,05119,0,True,True,False,False
2012,5,05053,05119,0,False,True,False,False
2012,5,05053,05125,0,False,True,False,True
2012,5,05071,05071,0,True,True,False,True
2012,5,05051,05149,1,False,True,False,True
2012,5,05051,05051,0,True,True,False,False
2012,5,05063,05063,0,True,True,False,True
2012,5,05131,05131,0,True,True,False,True
2012,5,05131,05131,0,True,True,False,True
2012,5,05059,05051,0,False,True,False,False
2012,5,05059,05019,0,False,True,False,False
2012,5,05047,05047,0,True,True,False,False
2012,5,05031,05075,0,False,True,False,True
2012,5,05035,05035,0,True,True,False,False
2012,5,05035,05037,0,False,True,False,False
2012,5,05035,05037,0,False,True,False,False
2012,5,05119,05119,0,True,True,False,False
2012,5,05091,05091,0,True,True,False,False
2012,5,05091,48037,0,False,False,True,
2012,5,05091,05091,0,True,True,False,False
2012,5,05139,22071,0,False,False,True,
2012,5,05139,05123,0,False,True,False,False
2012,5,05043,05011,0,False,True,False,True
2012,5,05043,,0,,,,
2012,5,05095,05119,0,False,True,False,False
2012,5,05035,05035,0,True,True,False,False
2012,5,05035,05035,0,True,True,False,False
2012,5,05035,05035,0,True,True,False,False
2012,5,05135,05135,1,True,True,False,False
2012,5,05135,05135,0,True,True,False,False
2012,5,05031,05031,1,True,True,False,True
2012,5,05119,05119,1,True,True,False,False
2012,5,05119,05119,0,True,True,False,False
2012,5,05111,05031,0,False,True,False,True
2012,5,05147,05147,0,True,True,False,False
2012,5,05147,05123,0,False,True,False,False
2012,5,05149,05149,1,True,True,False,True
2012,5,05117,05117,1,True,True,False,False
2012,5,05129,20091,0,False,False,True,
2012,5,05029,05023,1,False,True,False,True
2012,5,05003,05003,1,True,True,False,True
2012,5,05053,05069,1,False,True,False,False
2012,5,05139,05027,1,False,True,False,True
2012,5,05141,05045,1,False,True,False,True
2012,5,05141,29077,0,False,False,True,
2012,5,05149,05149,0,True,True,False,True
2012,5,05119,22019,1,False,False,True,
2012,5,05119,05119,0,True,True,False,False
2012,5,05119,05105,0,False,True,False,True
2012,5,05119,05119,0,True,True,False,False
2012,5,05059,05109,0,False,True,False,True
2012,5,05125,05051,1,False,True,False,False
2012,5,05033,05033,0,True,True,False,True
2012,5,05071,40097,0,False,False,True,
2012,5,05071,05071,0,True,True,False,True
2012,5,05015,40143,0,False,False,True,
2012,5,05015,40097,0,False,False,True,
2012,5,05015,05015,0,True,True,False,False
2012,5,05045,05045,0,True,True,False,True
2012,5,05013,05013,0,True,True,False,False
2012,5,05007,05007,1,True,True,False,False
2012,5,05007,05007,1,True,True,False,False
2012,5,05115,05115,1,True,True,False,True
2012,5,05059,05059,0,True,True,False,True
2012,5,05149,05029,0,False,True,False,False
2012,5,05149,05149,0,True,True,False,True
2012,5,05023,40109,1,False,False,True,
2012,5,05023,05023,0,True,True,False,True
2012,5,05119,05119,1,True,True,False,False
2012,6,05099,05019,1,False,True,False,False
2012,6,05099,05019,0,False,True,False,False
2012,6,05051,05051,0,True,True,False,False
2012,6,05145,05145,0,True,True,False,True
2012,6,05127,05131,0,False,True,False,True
2012,6,05067,05063,0,False,True,False,True
2012,6,05067,05031,0,False,True,False,True
2012,6,05093,05093,1,True,True,False,False
2012,6,05041,05017,0,False,True,False,False
2012,6,05031,05031,0,True,True,False,True
2012,6,05031,05031,0,True,True,False,True
2012,6,05073,05073,1,True,True,False,True
2012,6,05073,05119,0,False,True,False,False
2012,6,05115,04013,0,False,False,True,
2012,6,05093,29069,0,False,False,True,
2012,6,05093,05093,1,True,True,False,False
2012,6,05007,05007,0,True,True,False,False
2012,6,05091,05081,0,False,True,False,True
2012,6,05091,05091,1,True,True,False,False
2012,6,05087,05087,0,True,True,False,False
2012,6,05087,05087,0,True,True,False,False
2012,6,05027,05027,1,True,True,False,True
2012,6,05083,05083,1,True,True,False,True
2012,6,05047,05143,0,False,True,False,False
2012,6,05047,05047,0,True,True,False,False
2012,6,05007,05007,1,True,True,False,False
2012,6,05051,05051,0,True,True,False,False
2012,6,05149,05149,0,True,True,False,True
2012,6,05139,05043,0,False,True,False,False
2012,6,05139,05139,0,True,True,False,False
2012,6,05015,05015,0,True,True,False,False
2012,6,05015,05015,0,True,True,False,False
2012,6,05143,05143,0,True,True,False,False
2012,6,05143,05143,0,True,True,False,False
2012,6,05143,05143,1,True,True,False,False
2012,6,05045,48453,0,False,False,True,
2012,6,05045,05069,1,False,True,False,False
2012,6,05067,05075,0,False,True,False,True
2012,6,05085,40109,0,False,False,True,
2012,6,05011,05011,1,True,True,False,True
2012,6,05033,05033,0,True,True,False,True
2012,6,05113,40089,0,False,False,True,
2012,6,05119,05119,0,True,True,False,False
2012,6,05119,05119,0,True,True,False,False
2012,6,05117,48201,0,False,False,True,
2012,6,05117,05117,0,True,True,False,False
2012,6,05045,05045,1,True,True,False,True
2012,6,05129,05119,1,False,True,False,False
2012,6,05069,05053,0,False,True,False,True
2012,6,05069,05069,0,True,True,False,False
2012,6,05087,05143,0,False,True,False,False
2012,6,05087,05007,0,False,True,False,False
2012,6,05145,05145,0,True,True,False,True
2012,6,05007,05115,1,False,True,False,True
2012,6,05007,40041,0,False,False,True,
2012,6,05007,40041,1,False,False,True,
2012,6,05061,05061,0,True,True,False,True
2012,6,05061,48037,0,False,False,True,
2012,6,05011,05011,0,True,True,False,True
2012,6,05079,28023,0,False,False,True,
2012,6,05079,05069,0,False,True,False,False
2012,6,05009,05015,0,False,True,False,False
2012,6,05031,05123,1,False,True,False,False
2012,6,05055,05055,0,True,True,False,False
2012,6,05055,05055,0,True,True,False,False
2012,6,05085,05119,0,False,True,False,False
2012,6,05143,05143,0,True,True,False,False
2012,6,05143,05143,0,True,True,False,False
2012,6,05089,05009,0,False,True,False,False
2012,6,05089,05089,0,True,True,False,False
2012,6,05119,05119,0,True,True,False,False
2012,6,05031,05031,0,True,True,False,True
2012,4,05115,05115,0,True,True,False,True
2012,4,05115,05115,0,True,True,False,True
2012,4,05075,05075,0,True,True,False,True
2012,6,05119,05119,0,True,True,False,False
2012,7,05065,31055,0,False,False,True,
2012,7,05031,05031,0,True,True,False,True
2012,7,05047,05047,0,True,True,False,False
2012,7,05047,29215,0,False,False,True,
2012,7,05119,05119,1,True,True,False,False
2012,7,05077,05035,1,False,True,False,False
2012,7,05113,05113,1,True,True,False,True
2012,7,05119,05119,0,True,True,False,False
2012,7,05125,05053,0,False,True,False,True
2012,7,05115,05115,0,True,True,False,True
2012,7,05125,05119,0,False,True,False,False
2012,7,05125,05051,0,False,True,False,False
2012,7,05023,05037,0,False,True,False,False
2012,7,05115,05071,0,False,True,False,True
2012,7,05115,05115,0,True,True,False,True
2012,7,05113,05097,0,False,True,False,True
2012,7,05103,05103,1,True,True,False,False
2012,7,05113,05113,0,True,True,False,True
2012,7,05007,05007,1,True,True,False,False
2012,7,05017,05043,1,False,True,False,False
2012,7,05051,05051,1,True,True,False,False
2012,7,05119,05119,0,True,True,False,False
2012,7,05023,05023,0,True,True,False,True
2012,7,05143,05007,0,False,True,False,False
2012,7,05091,05073,0,False,True,False,True
2012,7,05091,05091,0,True,True,False,False
2012,7,05093,05119,1,False,True,False,False
2012,7,05093,05093,0,True,True,False,False
2012,7,05067,,0,,,,
2012,7,05067,05067,0,True,True,False,False
2012,7,05141,05141,0,True,True,False,True
2012,7,05069,05069,0,True,True,False,False
2012,7,05135,05135,0,True,True,False,False
2012,7,05135,05135,0,True,True,False,False
2012,7,05115,05115,1,True,True,False,True
2012,7,05085,05119,0,False,True,False,False
2012,7,05085,05119,1,False,True,False,False
2012,7,05085,05085,0,True,True,False,True
2012,7,05069,05069,1,True,True,False,False
2012,7,05125,05053,0,False,True,False,True
2012,7,05125,05045,0,False,True,False,True
2012,7,05129,05009,1,False,True,False,False
2012,7,05083,05083,0,True,True,False,True
2012,6,05015,05015,0,True,True,False,False
2012,8,05047,05047,1,True,True,False,False
2012,8,05103,05057,0,False,True,False,True
2012,8,05119,05119,0,True,True,False,False
2012,8,05071,05007,0,False,True,False,False
2012,8,05143,05143,1,True,True,False,False
2012,8,05125,05119,0,False,True,False,False
2012,8,05121,05075,0,False,True,False,True
2012,8,05145,05145,0,True,True,False,True
2012,8,05141,05141,1,True,True,False,True
2012,8,05025,05025,0,True,True,False,False
2012,8,05025,05053,0,False,True,False,True
2012,8,05007,05007,0,True,True,False,False
2012,8,05025,05027,0,False,True,False,True
2012,8,05025,05069,0,False,True,False,False
2012,8,05033,05033,0,True,True,False,True
2012,8,05033,05033,0,True,True,False,True
2012,8,05045,05007,0,False,True,False,False
2012,8,05045,05005,0,False,True,False,False
2012,8,05005,05005,1,True,True,False,False
2012,8,05143,05143,0,True,True,False,False
2012,8,05035,05035,1,True,True,False,False
2012,8,05077,05095,0,False,True,False,False
2012,8,05007,05007,0,True,True,False,False
2012,8,05035,47157,0,False,False,True,
2012,8,05149,05107,0,False,True,False,False
2012,8,05149,05149,0,True,True,False,True
2012,8,05149,05115,0,False,True,False,True
2012,8,05083,05083,0,True,True,False,True
2012,8,05045,05029,1,False,True,False,False
2012,8,05045,05045,0,True,True,False,True
2012,8,05069,05069,0,True,True,False,False
2012,8,05119,05119,0,True,True,False,False
2012,8,05099,05099,1,True,True,False,True
2012,8,05069,22017,0,False,False,True,
2012,8,05069,05025,0,False,True,False,False
2012,8,05069,05069,0,True,True,False,False
2012,8,05015,29043,0,False,False,True,
2012,8,05015,05015,0,True,True,False,False
2012,8,05051,05051,1,True,True,False,False
2012,8,05071,05071,0,True,True,False,True
2012,8,05071,05071,0,True,True,False,True
2012,8,05149,05149,0,True,True,False,True
2012,8,05149,05045,0,False,True,False,True
2012,8,05119,05145,1,False,True,False,True
2012,8,05085,,0,,,,
2012,8,05119,05119,1,True,True,False,False
2012,8,05083,05083,0,True,True,False,True
2012,8,05057,05057,0,True,True,False,True
2012,8,05037,05037,0,True,True,False,False
2012,8,05037,05037,0,True,True,False,False
2012,8,05143,05143,0,True,True,False,False
2012,8,05143,05143,0,True,True,False,False
2012,8,05035,47157,0,False,False,True,
2012,8,05035,05035,0,True,True,False,False
2012,8,05035,47157,0,False,False,True,
2012,8,05035,29510,0,False,False,True,
2012,8,05035,47157,0,False,False,True,
2012,8,05121,05135,0,False,True,False,False
2012,8,05121,05121,0,True,True,False,True
2012,8,05065,05005,1,False,True,False,False
2012,8,05143,05143,0,True,True,False,False
2012,8,05143,05143,0,True,True,False,False
2012,8,05031,05031,0,True,True,False,True
2012,8,05031,05111,0,False,True,False,False
2012,8,05051,05051,0,True,True,False,False
2012,8,05149,05149,0,True,True,False,True
2012,8,05029,05029,0,True,True,False,False
2012,8,05029,48161,0,False,False,True,
2012,8,05029,05019,0,False,True,False,False
2012,8,05029,05029,0,True,True,False,False
2012,8,05019,05019,0,True,True,False,False
2012,8,05019,05039,0,False,True,False,False
2012,8,05019,48113,0,False,False,True,
2012,8,05019,05039,0,False,True,False,False
2012,4,05085,05085,0,True,True,False,True
2012,4,05085,05085,0,True,True,False,True
2012,9,05119,47017,0,False,False,True,
2012,9,05145,05085,1,False,True,False,True
2012,9,05145,05065,0,False,True,False,True
2012,9,05015,40109,0,False,False,True,
2012,9,05089,05005,0,False,True,False,False
2012,9,05035,05035,0,True,True,False,False
2012,9,05007,05143,0,False,True,False,False
2012,9,05007,05007,1,True,True,False,False
2012,9,05055,05055,1,True,True,False,False
2012,9,05051,05051,0,True,True,False,False
2012,9,05051,05051,0,True,True,False,False
2012,9,05119,05119,0,True,True,False,False
2012,9,05119,05119,0,True,True,False,False
2012,9,05039,05039,0,True,True,False,False
2012,9,05085,22017,0,False,False,True,
2012,9,05063,05063,0,True,True,False,True
2012,9,05111,05111,0,True,True,False,False
2012,9,05111,05111,0,True,True,False,False
2012,9,05015,05015,1,True,True,False,False
2012,9,05015,05015,0,True,True,False,False
2012,9,05015,29009,0,False,False,True,
2012,9,05007,05007,0,True,True,False,False
2012,9,05007,05087,1,False,True,False,False
2012,9,05059,48039,0,False,False,True,
2012,9,05051,05051,0,True,True,False,False
2012,9,05051,05051,0,True,True,False,False
2012,9,05047,05111,0,False,True,False,False
2012,9,05113,05113,0,True,True,False,True
2012,9,05119,05119,0,True,True,False,False
2012,9,05007,05007,0,True,True,False,False
2012,9,05007,05007,0,True,True,False,False
2012,9,05029,05141,1,False,True,False,True
2012,9,05029,05029,0,True,True,False,False
2012,9,05051,05051,0,True,True,False,False
2012,9,05023,05023,1,True,True,False,True
2012,9,05093,05031,1,False,True,False,True
2012,9,05093,05093,0,True,True,False,False
2012,9,05141,05145,0,False,True,False,True
2012,9,05141,05129,0,False,True,False,True
2012,9,05035,05123,0,False,True,False,False
2012,9,05035,48113,0,False,False,True,
2012,9,05145,05045,0,False,True,False,True
2012,9,05019,05125,1,False,True,False,True
2012,10,05059,05019,0,False,True,False,False
2012,10,05135,05135,0,True,True,False,False
2012,10,05145,05145,0,True,True,False,True
2012,10,05087,05143,0,False,True,False,False
2012,10,05087,05143,0,False,True,False,False
2012,10,05087,05045,0,False,True,False,True
2012,10,05125,05125,0,True,True,False,True
2012,10,05069,05069,0,True,True,False,False
2012,10,05075,05075,0,True,True,False,True
2012,10,05125,05119,0,False,True,False,False
2012,10,05093,39035,1,False,False,True,
2012,10,05071,05071,0,True,True,False,True
2012,10,05099,05099,1,True,True,False,True
2012,10,05005,05005,0,True,True,False,False
2012,10,05005,05065,0,False,True,False,True
2012,10,05149,05149,0,True,True,False,True
2012,10,05149,05119,0,False,True,False,False
2012,10,05149,05127,0,False,True,False,True
2012,10,05085,05085,0,True,True,False,True
2012,10,05085,05085,0,True,True,False,True
2012,10,05139,05139,0,True,True,False,False
2012,10,05139,05139,0,True,True,False,False
2012,10,05031,05031,0,True,True,False,True
2012,10,05031,05031,0,True,True,False,True
2012,10,05115,05115,1,True,True,False,True
2012,10,05115,05115,1,True,True,False,True
2012,10,05131,05131,1,True,True,False,True
2012,10,05031,47157,0,False,False,True,
2012,10,05031,05111,0,False,True,False,False
2012,10,05085,05085,0,True,True,False,True
2012,10,05041,05041,0,True,True,False,False
2012,10,05041,05041,0,True,True,False,False
2012,10,05119,05119,0,True,True,False,False
2012,10,05135,05135,0,True,True,False,False
2012,10,05135,05063,0,False,True,False,True
2012,10,05105,05045,0,False,True,False,True
2012,10,05133,05133,0,True,True,False,True
2012,10,05133,05133,0,True,True,False,True
2012,10,05115,48201,1,False,False,True,
2012,10,05143,05143,1,True,True,False,False
2012,10,05053,05067,0,False,True,False,False
2012,10,05053,05119,0,False,True,False,False
2012,10,05003,22033,0,False,False,True,
2012,10,05003,05003,1,True,True,False,True
2012,10,05119,05119,1,True,True,False,False
2012,10,05119,05119,0,True,True,False,False
2012,10,05119,05119,0,True,True,False,False
2012,10,05143,40097,0,False,False,True,
2012,10,05143,05143,1,True,True,False,False
2012,10,05119,05119,0,True,True,False,False
2012,10,05119,17061,0,False,False,True,
2012,10,05051,05051,0,True,True,False,False
2012,10,05051,05051,0,True,True,False,False
2012,10,05067,05093,0,False,True,False,False
2012,10,05067,05067,0,True,True,False,False
2012,10,05119,05119,0,True,True,False,False
2012,10,05091,28001,0,False,False,True,
2012,10,05119,05119,0,True,True,False,False
2012,10,05027,13313,0,False,False,True,
2012,10,05027,05027,0,True,True,False,True
2012,10,05139,05139,1,True,True,False,False
2012,10,05043,05011,0,False,True,False,True
2012,10,05043,05003,0,False,True,False,True
2012,10,05043,05011,0,False,True,False,True
2012,10,05043,01119,0,False,False,True,
2012,10,05043,05043,0,True,True,False,False
2012,10,05043,05003,0,False,True,False,True
2012,10,05031,05031,0,True,True,False,True
2012,10,05031,28035,0,False,False,True,
2012,10,05031,05067,0,False,True,False,False
2012,10,05119,05119,0,True,True,False,False
2012,10,05119,05119,0,True,True,False,False
2012,11,05129,05129,0,True,True,False,True
2012,11,05129,05129,0,True,True,False,True
2012,11,05129,05051,0,False,True,False,False
2012,11,05085,47157,0,False,False,True,
2012,11,05007,05007,0,True,True,False,False
2012,11,05031,05031,1,True,True,False,True
2012,11,05031,05055,0,False,True,False,False
2012,11,05049,05049,0,True,True,False,True
2012,11,05119,05147,1,False,True,False,False
2012,11,05049,05049,0,True,True,False,True
2012,11,05049,05005,0,False,True,False,False
2012,11,05145,05051,0,False,True,False,False
2012,11,05071,05071,0,True,True,False,True
2012,11,05061,05061,0,True,True,False,True
2012,11,05061,05061,0,True,True,False,True
2012,11,05017,05017,0,True,True,False,False
2012,11,05017,28107,0,False,False,True,
2012,11,05003,05003,0,True,True,False,True
2012,11,05003,05003,0,True,True,False,True
2012,11,05069,05069,1,True,True,False,False
2012,11,05051,05051,0,True,True,False,False
2012,11,05051,05051,0,True,True,False,False
2012,11,05051,05051,0,True,True,False,False
2012,11,05093,29155,0,False,False,True,
2012,11,05033,05119,0,False,True,False,False
2012,11,05019,05059,0,False,True,False,True
2012,11,05007,05007,0,True,True,False,False
2012,11,05007,05007,1,True,True,False,False
2012,11,05055,05055,0,True,True,False,False
2012,11,05055,01073,0,False,False,True,
2012,11,05075,05121,0,False,True,False,True
2012,11,05031,05111,0,False,True,False,False
2012,11,05031,05031,0,True,True,False,True
2012,11,05059,05059,0,True,True,False,True
2012,11,05059,05059,0,True,True,False,True
2012,11,05059,05059,0,True,True,False,True
2012,11,05093,05093,1,True,True,False,False
2012,11,05057,05091,1,False,True,False,False
2012,11,05057,47187,0,False,False,True,
2012,11,05119,05119,0,True,True,False,False
2012,11,05115,05115,0,True,True,False,True
2012,11,05031,05111,0,False,True,False,False
2012,11,05145,05145,0,True,True,False,True
2012,11,05145,05145,0,True,True,False,True
2012,11,05097,05097,0,True,True,False,True
2012,11,05119,05045,0,False,True,False,True
2012,11,05055,05055,0,True,True,False,False
2012,11,05055,05055,0,True,True,False,False
2012,11,05125,05125,0,True,True,False,True
2012,11,05025,05025,1,True,True,False,False
2012,11,05025,05069,0,False,True,False,False
2012,11,05115,05115,1,True,True,False,True
2012,11,05143,05143,0,True,True,False,False
2012,11,05141,05005,1,False,True,False,False
2012,11,05141,05129,0,False,True,False,True
2012,11,05069,05069,1,True,True,False,False
2012,11,05069,05069,1,True,True,False,False
2012,11,05057,05057,0,True,True,False,True
2012,11,05057,05099,0,False,True,False,True
2012,11,05115,05115,0,True,True,False,True
2012,11,05049,05005,1,False,True,False,False
2012,11,05131,05083,1,False,True,False,True
2012,11,05131,05131,0,True,True,False,True
2012,11,05055,05055,0,True,True,False,False
2012,11,05083,05047,0,False,True,False,False
2012,11,05083,05149,0,False,True,False,True
2012,11,05083,05083,0,True,True,False,True
2012,11,05119,05119,0,True,True,False,False
2012,11,05119,05119,0,True,True,False,False
2012,11,05125,05125,0,True,True,False,True
2012,11,05143,05143,0,True,True,False,False
2012,11,05023,05023,0,True,True,False,True
2012,11,05023,05023,0,True,True,False,True
2012,4,05119,05125,1,False,True,False,True
2012,8,05029,05029,0,True,True,False,False
2012,12,05007,05007,0,True,True,False,False
2012,12,05111,05031,1,False,True,False,True
2012,12,05113,05113,0,True,True,False,True
2012,12,05039,05039,1,True,True,False,False
2012,12,05115,05115,0,True,True,False,True
2012,12,05127,05057,1,False,True,False,True
2012,12,05003,05003,1,True,True,False,True
2012,12,05139,05103,0,False,True,False,False
2012,12,05085,05085,1,True,True,False,True
2012,12,05067,05067,1,True,True,False,False
2012,12,05013,05013,1,True,True,False,False
2012,12,05035,47157,1,False,False,True,
2012,12,05119,05119,1,True,True,False,False
2012,12,05069,05059,0,False,True,False,True
2012,12,05069,28091,0,False,False,True,
2012,12,05119,05119,0,True,True,False,False
2012,12,05117,22119,0,False,False,True,
2012,12,05117,05143,0,False,True,False,False
2012,12,05117,05131,0,False,True,False,True
2012,12,05117,13063,0,False,False,True,
2012,12,05041,05039,0,False,True,False,False
2012,12,05007,05007,1,True,True,False,False
2012,12,05007,05007,0,True,True,False,False
2012,12,05057,05061,0,False,True,False,True
2012,12,05057,05091,0,False,True,False,False
2012,12,05057,05061,0,False,True,False,True
2012,12,05119,05119,0,True,True,False,False
2012,12,05029,05131,0,False,True,False,True
2012,12,05029,05029,0,True,True,False,False
2012,12,05029,05029,0,True,True,False,False
2012,12,05149,05053,0,False,True,False,True
2012,12,05149,05083,0,False,True,False,True
2012,12,05119,05119,0,True,True,False,False
2012,12,05041,05041,0,True,True,False,False
2012,12,05121,05121,0,True,True,False,True
