crash_fips,year,month,n_drivers,n_drink,sh_nonresident,sh_out_of_state,sh_home_dry,sh_nonresident_drink,sh_home_dry_drink
05037,2019,12,4,0,0.5,0.0,0.25,,
05037,2020,3,2,0,0.5,0.0,0.0,,
05037,2020,5,1,0,0.0,0.0,0.0,,
05037,2020,6,1,0,0.0,0.0,0.0,,
05037,2020,7,2,0,0.0,0.0,0.0,,
05037,2021,8,1,0,0.0,0.0,0.0,,
05037,2021,11,2,0,0.5,0.5,0.0,,
05037,2022,9,1,0,,,,,
05037,2022,12,2,0,0.0,0.0,0.0,,
05037,2023,4,1,0,1.0,0.0,1.0,,
05039,2008,3,1,0,1.0,0.0,1.0,,
05039,2008,7,1,0,0.0,0.0,0.0,,
05039,2008,8,1,0,1.0,0.0,1.0,,
05039,2009,5,1,1,1.0,0.0,1.0,1.0,1.0
05039,2009,11,3,0,1.0,0.0,0.0,,
05039,2010,10,1,0,0.0,0.0,0.0,,
05039,2011,2,1,0,,,,,
05039,2011,12,1,1,1.0,0.0,0.0,1.0,0.0
05039,2012,9,1,0,0.0,0.0,0.0,,
05039,2012,12,1,1,0.0,0.0,0.0,0.0,0.0
05039,2013,10,1,1,0.0,0.0,0.0,0.0,0.0
05039,2014,4,1,0,1.0,0.0,0.0,,
05039,2014,11,2,0,0.0,0.0,0.0,,
05039,2015,1,2,0,1.0,0.0,0.5,,
05039,2015,7,1,0,1.0,0.0,0.0,,
05039,2015,11,2,2,0.5,0.0,0.0,0.5,0.0
05039,2017,11,1,0,0.0,0.0,0.0,,
05039,2020,1,1,0,1.0,0.0,0.0,,
05039,2020,5,1,1,1.0,0.0,0.0,1.0,0.0
05039,2021,2,2,0,1.0,0.0,0.0,,
05039,2021,4,2,1,0.5,0.0,0.5,0.0,0.0
05039,2021,9,1,0,0.0,0.0,0.0,,
05039,2022,11,3,1,0.6666666666666667,0.3333333333333333,0.0,1.0,
05039,2023,4,1,0,1.0,0.0,0.0,,
05039,2023,5,1,0,1.0,0.0,0.0,,
05039,2023,7,1,1,1.0,0.0,1.0,1.0,1.0
05039,2023,12,1,0,1.0,0.0,0.0,,
05041,2008,11,1,0,1.0,1.0,,,
05041,2009,7,2,0,1.0,0.5,1.0,,
05041,2009,10,1,0,0.0,0.0,0.0,,
05041,2009,12,1,0,1.0,0.0,1.0,,
05041,2010,2,2,0,0.5,0.0,0.0,,
05041,2010,3,2,0,0.5,0.0,0.5,,
05041,2010,9,3,0,0.33333333333333337,0.0,0.3333333333333333,,
05041,2010,11,1,0,,,,,
05041,2011,3,2,0,1.0,0.0,0.0,,
05041,2011,9,1,0,1.0,0.0,1.0,,
05041,2011,12,1,0,0.0,0.0,0.0,,
05041,2012,3,1,0,0.0,0.0,0.0,,
05041,2012,6,1,0,1.0,0.0,0.0,,
05041,2012,10,2,0,0.0,0.0,0.0,,
05041,2012,12,2,0,0.5,0.0,0.0,,
05041,2013,2,1,0,0.0,0.0,0.0,,
05041,2013,3,1,1,1.0,0.0,0.0,1.0,0.0
05041,2014,4,3,0,1.0,0.3333333333333333,0.0,,
05041,2015,2,2,0,0.5,0.5,0.0,,
05041,2015,4,1,0,0.0,0.0,0.0,,
05041,2015,10,1,1,0.0,0.0,0.0,0.0,0.0
05041,2016,1,1,0,0.0,0.0,0.0,,
05041,2016,9,1,0,,,,,
05041,2016,10,2,2,0.0,0.0,0.0,0.0,0.0
05041,2017,3,1,1,0.0,0.0,0.0,0.0,0.0
05041,2018,2,1,1,1.0,0.0,0.0,1.0,0.0
05041,2018,7,2,0,0.5,0.0,0.0,,
05041,2019,2,2,0,0.5,0.0,0.5,,
05041,2019,3,1,1,0.0,0.0,0.0,0.0,0.0
05041,2020,4,1,0,0.0,0.0,0.0,,
05041,2020,7,2,0,0.5,0.5,0.0,,
05041,2021,10,2,0,1.0,0.5,0.0,,
05041,2023,1,1,0,0.0,0.0,0.0,,
05041,2023,9,1,0,1.0,1.0,,,
05043,2008,1,1,0,1.0,0.0,0.0,,
05043,2008,2,1,0,0.0,0.0,0.0,,
05043,2008,4,1,0,1.0,0.0,0.0,,
05043,2008,6,1,0,0.0,0.0,0.0,,
05043,2008,9,4,1,0.25,0.0,0.25,1.0,1.0
05043,2008,11,1,0,0.0,0.0,0.0,,
05043,2009,3,2,1,0.0,0.0,0.0,0.0,0.0
05043,2009,7,1,0,1.0,0.0,0.0,,
05043,2009,10,2,0,0.5,0.0,0.0,,
05043,2009,12,2,0,0.0,0.0,0.0,,
05043,2010,9,2,0,0.5,0.5,0.0,,
05043,2010,11,1,1,0.0,0.0,0.0,0.0,0.0
05043,2011,8,1,0,0.0,0.0,0.0,,
05043,2011,9,2,0,0.5,0.0,0.0,,
05043,2011,10,2,0,1.0,0.5,1.0,,
05043,2012,5,2,0,1.0,0.0,1.0,,
05043,2012,10,6,0,0.8333333333333334,0.16666666666666666,0.8,,
05043,2012,12,1,0,0.0,0.0,0.0,,
05043,2013,3,1,0,0.0,0.0,0.0,,
05043,2013,4,3,0,0.0,0.0,0.0,,
05043,2013,5,1,0,0.0,0.0,0.0,,
05043,2014,1,2,0,0.0,0.0,0.0,,
05043,2014,6,2,0,0.5,0.0,0.5,,
05043,2014,8,2,0,1.0,0.5,0.0,,
05043,2015,4,1,1,0.0,0.0,0.0,0.0,0.0
05043,2015,6,2,0,0.5,0.0,0.0,,
05043,2015,8,2,0,1.0,0.0,0.5,,
05043,2015,9,2,0,1.0,0.0,1.0,,
05043,2015,11,2,0,0.0,0.0,0.0,,
05043,2016,3,2,0,0.5,0.0,0.0,,
05043,2016,7,3,0,1.0,0.0,0.0,,
05043,2016,9,6,0,0.5,0.16666666666666666,0.4,,
05043,2017,8,2,1,0.5,0.0,0.0,0.0,0.0
05043,2018,5,1,0,1.0,0.0,0.0,,
05043,2018,7,6,0,0.6666666666666667,0.0,0.5,,
05043,2018,10,1,1,1.0,0.0,1.0,1.0,1.0
05043,2018,12,2,1,0.5,0.0,0.0,1.0,0.0
05043,2019,4,2,1,1.0,0.0,0.0,1.0,0.0
05043,2019,5,2,0,1.0,0.0,1.0,,
05043,2019,6,2,2,0.5,0.0,0.5,0.5,0.5
05043,2020,6,1,1,1.0,0.0,1.0,1.0,1.0
05043,2020,7,1,0,0.0,0.0,0.0,,
05043,2020,10,4,0,1.0,0.5,0.5,,
05043,2021,3,2,0,0.5,0.0,0.5,,
05043,2021,5,2,0,0.5,0.0,0.0,,
05043,2021,8,2,1,1.0,0.5,0.0,1.0,0.0
05043,2021,11,2,0,0.5,0.0,0.0,,
05043,2022,1,1,0,0.0,0.0,0.0,,
05043,2022,2,2,0,1.0,0.5,0.0,,
05043,2022,3,4,1,0.5,0.0,0.0,0.0,0.0
05043,2022,10,1,0,0.0,0.0,0.0,,
05043,2023,6,2,2,1.0,0.0,0.0,1.0,0.0
05043,2023,7,1,1,0.0,0.0,0.0,0.0,0.0
05043,2023,9,2,0,1.0,0.0,0.5,,
05045,2008,1,2,2,0.5,0.0,1.0,0.5,1.0
05045,2008,3,4,0,0.75,0.0,0.75,,
05045,2008,4,1,1,1.0,1.0,,1.0,
05045,2008,5,2,0,0.5,0.0,0.5,,
05045,2008,7,2,1,0.0,0.0,1.0,0.0,1.0
05045,2008,8,6,2,0.8333333333333334,0.0,0.5,1.0,0.5
05045,2008,9,1,1,0.0,0.0,1.0,0.0,1.0
05045,2008,10,2,0,1.0,0.5,1.0,,
05045,2009,1,3,0,0.0,0.0,1.0,,
05045,2009,5,4,0,0.25,0.25,1.0,,
05045,2009,6,2,0,0.5,0.0,0.5,,
05045,2009,7,5,3,0.19999999999999996,0.0,0.8,0.33333333333333337,0.6666666666666666
05045,2009,8,1,0,1.0,0.0,1.0,,
05045,2009,10,1,0,1.0,0.0,1.0,,
05045,2009,11,1,0,1.0,0.0,1.0,,
05045,2009,12,5,1,0.4,0.0,0.8,1.0,1.0
05045,2010,1,3,1,0.33333333333333337,0.0,1.0,0.0,1.0
05045,2010,3,5,1,0.19999999999999996,0.0,1.0,0.0,1.0
05045,2010,6,2,1,0.0,0.0,1.0,0.0,1.0
05045,2010,7,1,0,0.0,0.0,1.0,,
05045,2010,8,6,1,0.6666666666666667,0.16666666666666666,0.6,1.0,
05045,2010,9,6,0,0.5,0.16666666666666666,0.8,,
05045,2010,11,4,1,0.5,0.0,1.0,0.0,1.0
05045,2011,3,4,1,0.5,0.5,1.0,0.0,1.0
05045,2011,4,5,1,0.0,0.0,1.0,0.0,1.0
05045,2011,5,1,0,0.0,0.0,1.0,,
05045,2011,8,1,1,0.0,0.0,1.0,0.0,1.0
05045,2011,9,1,0,0.0,0.0,1.0,,
05045,2011,10,3,0,0.33333333333333337,0.3333333333333333,1.0,,
05045,2011,12,1,0,1.0,0.0,0.0,,
05045,2012,1,3,0,0.33333333333333337,0.0,1.0,,
05045,2012,3,5,1,0.0,0.0,1.0,0.0,1.0
05045,2012,4,3,1,1.0,0.0,0.3333333333333333,1.0,1.0
05045,2012,5,1,0,0.0,0.0,1.0,,
05045,2012,6,3,2,0.6666666666666667,0.3333333333333333,0.5,0.5,0.5
05045,2012,8,4,1,0.75,0.0,0.25,1.0,0.0
05045,2012,12,3,0,0.6666666666666667,0.0,1.0,,
05045,2013,1,3,0,0.0,0.0,1.0,,
05045,2013,2,2,0,0.0,0.0,1.0,,
05045,2013,3,3,1,0.0,0.0,1.0,0.0,1.0
05045,2013,4,1,1,0.0,0.0,1.0,0.0,1.0
05045,2013,5,4,0,0.5,0.0,0.75,,
05045,2013,7,1,0,0.0,0.0,1.0,,
05045,2013,8,2,0,0.5,0.0,1.0,,
05045,2013,10,1,0,0.0,0.0,1.0,,
05045,2013,11,3,0,0.0,0.0,1.0,,
05045,2013,12,3,0,0.33333333333333337,0.0,1.0,,
05045,2014,2,2,0,0.0,0.0,1.0,,
05045,2014,4,2,0,0.0,0.0,1.0,,
05045,2014,5,1,0,1.0,1.0,,,
05045,2014,6,4,2,0.5,0.0,0.5,0.5,0.5
05045,2014,7,2,0,0.0,0.0,1.0,,
05045,2014,8,2,0,0.0,0.0,1.0,,
05045,2014,9,1,0,1.0,0.0,1.0,,
05045,2014,10,1,0,0.0,0.0,1.0,,
05045,2014,12,2,1,0.5,0.0,1.0,1.0,1.0
05045,2015,4,2,0,0.0,0.0,1.0,,
05045,2015,5,5,2,0.4,0.0,1.0,0.0,1.0
05045,2015,6,2,1,1.0,0.0,0.0,1.0,0.0
05045,2015,8,2,0,0.5,0.0,0.5,,
05045,2015,9,4,1,0.0,0.0,1.0,0.0,1.0
05045,2015,10,2,0,0.0,0.0,1.0,,
05045,2015,12,4,2,0.0,0.0,1.0,0.0,1.0
05045,2016,1,2,0,0.5,0.0,0.5,,
05045,2016,2,5,1,0.4,0.0,0.8,0.0,1.0
05045,2016,4,4,0,0.25,0.0,0.75,,
05045,2016,5,5,0,0.8,0.2,0.25,,
05045,2016,6,2,0,0.0,0.0,1.0,,
05045,2016,8,4,0,0.5,0.0,0.75,,
05045,2016,9,2,0,0.5,0.0,0.5,,
05045,2016,10,3,0,0.6666666666666667,0.0,1.0,,
05045,2016,12,5,0,0.4,0.2,0.75,,
05045,2017,2,7,0,0.4285714285714286,0.0,0.7142857142857143,,
05045,2017,3,1,0,0.0,0.0,1.0,,
05045,2017,4,6,0,0.33333333333333337,0.16666666666666666,1.0,,
05045,2017,5,4,1,0.5,0.0,0.5,1.0,0.0
05045,2017,6,4,0,0.75,0.0,0.75,,
05045,2017,7,5,2,0.4,0.2,0.75,0.5,1.0
05045,2017,8,2,1,0.5,0.0,1.0,0.0,1.0
05045,2017,11,3,0,0.0,0.0,1.0,,
05045,2018,2,7,1,0.4285714285714286,0.14285714285714285,0.8333333333333334,0.0,1.0
05045,2018,3,4,1,0.0,0.0,1.0,0.0,1.0
05045,2018,4,6,0,0.8333333333333334,0.5,0.6666666666666666,,
05045,2018,5,9,0,0.33333333333333337,0.2222222222222222,0.8571428571428571,,
05045,2018,7,2,0,0.5,0.0,1.0,,
05045,2018,8,1,1,0.0,0.0,1.0,0.0,1.0
05045,2018,9,1,0,0.0,0.0,1.0,,
05045,2018,10,4,1,0.25,0.25,1.0,0.0,1.0
05045,2018,12,2,0,1.0,0.5,0.0,,
05045,2019,4,1,0,1.0,0.0,1.0,,
05045,2019,8,2,1,0.5,0.5,1.0,0.0,1.0
05045,2019,9,1,0,0.0,0.0,1.0,,
05045,2019,11,1,0,1.0,0.0,1.0,,
05045,2020,2,2,0,0.5,0.5,1.0,,
05045,2020,4,2,1,0.5,0.5,1.0,0.0,1.0
05045,2020,7,6,0,0.33333333333333337,0.0,0.6666666666666666,,
05045,2020,8,5,2,0.6,0.0,1.0,0.5,1.0
05045,2020,9,2,0,0.0,0.0,1.0,,
05045,2020,10,2,0,0.5,0.0,0.5,,
05045,2020,11,4,0,0.75,0.0,0.5,,
05045,2020,12,2,1,0.0,0.0,1.0,0.0,1.0
05045,2021,3,1,0,1.0,0.0,1.0,,
05045,2021,4,5,1,1.0,0.0,0.2,1.0,0.0
05045,2021,5,5,1,0.19999999999999996,0.2,1.0,0.0,1.0
05045,2021,6,2,0,0.5,0.0,0.5,,
05045,2021,7,2,0,0.0,0.0,1.0,,
05045,2021,8,4,3,0.5,0.0,0.75,0.6666666666666667,0.6666666666666666
05045,2021,9,4,1,0.75,0.25,0.3333333333333333,1.0,0.0
05045,2021,10,8,1,0.875,0.0,0.375,1.0,0.0
05045,2021,11,2,0,0.5,0.0,0.5,,
05045,2021,12,1,1,0.0,0.0,1.0,0.0,1.0
05045,2022,1,1,1,0.0,0.0,1.0,0.0,1.0
05045,2022,2,5,1,0.6,0.4,1.0,1.0,
05045,2022,4,1,1,0.0,0.0,1.0,0.0,1.0
05045,2022,6,1,0,0.0,0.0,1.0,,
05045,2022,7,2,1,0.0,0.0,1.0,0.0,1.0
05045,2022,8,4,0,0.5,0.25,0.6666666666666666,,
05045,2022,9,1,0,0.0,0.0,1.0,,
05045,2022,10,2,0,0.5,0.0,0.5,,
05045,2022,11,6,2,0.19999999999999996,0.0,0.8,0.0,1.0
05045,2022,12,4,0,0.5,0.0,1.0,,
05045,2023,2,2,0,0.5,0.0,0.5,,
05045,2023,3,1,0,1.0,0.0,1.0,,
05045,2023,5,5,1,0.19999999999999996,0.0,1.0,1.0,1.0
05045,2023,6,3,1,0.33333333333333337,0.3333333333333333,1.0,1.0,
05045,2023,7,5,2,0.6,0.2,0.75,0.5,0.5
05045,2023,8,2,0,0.0,0.0,1.0,,
05045,2023,9,6,1,1.0,0.3333333333333333,0.75,1.0,1.0
05045,2023,10,6,2,0.6666666666666667,0.0,0.3333333333333333,1.0,0.0
05045,2023,11,3,0,1.0,0.0,0.3333333333333333,,
05047,2008,3,1,0,1.0,1.0,,,
05047,2008,9,1,1,0.0,0.0,0.0,0.0,0.0
05047,2008,10,3,1,0.6666666666666667,0.3333333333333333,0.5,0.0,0.0
05047,2008,11,1,1,0.0,0.0,0.0,0.0,0.0
05047,2009,2,1,0,0.0,0.0,0.0,,
05047,2009,6,1,0,1.0,1.0,,,
05047,2009,9,1,0,1.0,1.0,,,
05047,2009,10,3,1,1.0,0.3333333333333333,1.0,1.0,1.0
05047,2010,6,1,1,1.0,1.0,,1.0,
05047,2011,3,4,2,0.25,0.0,0.25,0.5,0.5
05047,2011,6,1,0,0.0,0.0,0.0,,
05047,2011,8,2,0,0.5,0.0,0.5,,
05047,2012,4,2,1,0.5,0.0,0.0,0.0,0.0
05047,2012,5,1,0,0.0,0.0,0.0,,
05047,2012,6,2,0,0.5,0.0,0.0,,
05047,2012,7,2,0,0.5,0.5,0.0,,
05047,2012,8,1,1,0.0,0.0,0.0,0.0,0.0
05047,2012,9,1,0,1.0,0.0,0.0,,
05047,2013,2,1,1,1.0,1.0,,1.0,
05047,2013,11,1,0,1.0,0.0,1.0,,
05047,2013,12,1,0,1.0,1.0,,,
05047,2014,3,2,0,0.5,0.0,0.5,,
05047,2014,4,1,1,0.0,0.0,0.0,0.0,0.0
05047,2014,5,2,2,0.0,0.0,0.0,0.0,0.0
05047,2014,6,2,0,0.0,0.0,0.0,,
05047,2015,4,1,0,,,,,
05047,2015,8,1,0,1.0,0.0,1.0,,
05047,2015,10,1,0,1.0,0.0,1.0,,
05047,2015,11,2,1,0.5,0.0,0.5,1.0,1.0
05047,2016,3,3,0,0.0,0.0,0.0,,
05047,2016,6,2,0,0.0,0.0,0.0,,
05047,2016,10,1,0,1.0,0.0,1.0,,
05047,2016,12,1,0,0.0,0.0,0.0,,
05047,2017,2,2,0,1.0,0.5,1.0,,
05047,2017,8,2,0,1.0,1.0,,,
05047,2017,10,2,1,1.0,0.5,1.0,1.0,1.0
05047,2018,5,2,1,0.5,0.0,0.5,1.0,1.0
05047,2018,7,3,0,1.0,0.0,1.0,,
05047,2018,10,1,0,1.0,0.0,1.0,,
05047,2018,11,1,1,1.0,1.0,,1.0,
05047,2019,4,1,0,0.0,0.0,0.0,,
05047,2019,8,2,0,0.0,0.0,0.0,,
05047,2019,12,3,0,1.0,0.3333333333333333,1.0,,
05047,2020,1,1,0,1.0,1.0,,,
05047,2020,2,1,0,0.0,0.0,0.0,,
05047,2020,5,1,0,1.0,1.0,,,
05047,2020,7,3,0,1.0,0.3333333333333333,0.5,,
05047,2020,10,1,0,0.0,0.0,0.0,,
05047,2020,11,1,0,1.0,0.0,1.0,,
05047,2020,12,1,0,1.0,0.0,1.0,,
05047,2021,3,1,0,1.0,1.0,,,
05047,2021,4,1,0,0.0,0.0,0.0,,
05047,2021,5,1,0,1.0,1.0,,,
05047,2021,6,2,0,1.0,1.0,,,
05047,2021,9,1,0,1.0,0.0,1.0,,
05047,2021,10,1,0,1.0,0.0,1.0,,
05047,2021,11,1,1,0.0,0.0,0.0,0.0,0.0
05047,2021,12,1,1,1.0,1.0,,1.0,
05047,2022,2,1,0,0.0,0.0,0.0,,
05047,2022,3,1,0,1.0,1.0,,,
05047,2022,11,2,0,1.0,0.0,0.0,,
05047,2023,3,2,0,0.5,0.0,0.5,,
05047,2023,5,1,1,1.0,0.0,1.0,1.0,1.0
05047,2023,10,3,0,0.33333333333333337,0.3333333333333333,0.0,,
05047,2023,11,2,0,1.0,0.0,1.0,,
05049,2008,6,1,0,0.0,0.0,1.0,,
05049,2008,10,5,1,0.6,0.0,0.4,0.0,1.0
05049,2008,12,1,0,1.0,1.0,,,
05049,2009,1,2,0,1.0,0.5,1.0,,
05049,2009,3,1,1,1.0,1.0,,1.0,
05049,2009,5,3,0,1.0,0.6666666666666666,1.0,,
05049,2009,6,2,0,1.0,0.0,1.0,,
05049,2009,9,2,0,0.5,0.0,1.0,,
05049,2010,4,1,0,1.0,1.0,,,
05049,2010,7,1,0,0.0,0.0,1.0,,
05049,2011,10,2,1,1.0,0.0,0.5,1.0,0.0
05049,2012,1,1,0,0.0,0.0,1.0,,
05049,2012,11,4,1,0.5,0.0,0.5,1.0,0.0
05049,2013,3,1,0,0.0,0.0,1.0,,
05049,2013,7,1,0,0.0,0.0,1.0,,
05049,2013,9,1,1,0.0,0.0,1.0,0.0,1.0
05049,2013,10,1,0,1.0,1.0,,,
05049,2014,7,2,1,1.0,0.5,0.0,1.0,
05049,2015,2,1,0,0.0,0.0,1.0,,
05049,2015,3,1,1,1.0,0.0,0.0,1.0,0.0
05049,2015,8,3,0,0.6666666666666667,0.3333333333333333,0.5,,
05049,2016,1,1,0,1.0,0.0,1.0,,
05049,2016,4,1,0,1.0,0.0,1.0,,
05049,2016,6,1,0,0.0,0.0,1.0,,
05049,2016,11,2,0,1.0,0.5,0.0,,
05049,2017,2,1,0,0.0,0.0,1.0,,
05049,2017,5,2,0,0.5,0.5,1.0,,
05049,2017,12,1,1,1.0,0.0,0.0,1.0,0.0
05049,2018,10,2,0,0.5,0.0,0.5,,
05049,2019,4,1,0,0.0,0.0,1.0,,
05049,2019,8,3,0,0.6666666666666667,0.3333333333333333,1.0,,
05049,2019,10,1,0,0.0,0.0,1.0,,
05049,2020,2,1,0,0.0,0.0,1.0,,
05049,2020,5,2,0,0.0,0.0,1.0,,
05049,2020,8,4,1,0.5,0.25,0.6666666666666666,0.0,1.0
05049,2020,9,3,0,1.0,0.0,0.0,,
05049,2021,3,2,0,0.5,0.5,1.0,,
05049,2021,4,4,0,0.6666666666666667,0.0,0.6666666666666666,,
05049,2021,5,1,1,0.0,0.0,1.0,0.0,1.0
05049,2021,6,1,0,1.0,0.0,0.0,,
05049,2021,12,3,0,1.0,0.3333333333333333,0.0,,
05049,2022,2,1,0,0.0,0.0,1.0,,
05049,2022,5,1,0,0.0,0.0,1.0,,
05049,2022,6,2,1,0.5,0.0,1.0,1.0,1.0
05049,2022,7,1,1,1.0,0.0,1.0,1.0,1.0
05049,2022,8,1,0,0.0,0.0,1.0,,
05049,2022,12,2,0,1.0,1.0,,,
05049,2023,2,1,1,0.0,0.0,1.0,0.0,1.0
05049,2023,3,3,0,0.33333333333333337,0.0,0.6666666666666666,,
05049,2023,8,1,0,1.0,0.0,0.0,,
05051,2008,1,2,0,1.0,0.0,1.0,,
05051,2008,2,2,1,0.5,0.5,0.0,1.0,
05051,2008,4,1,1,1.0,0.0,1.0,1.0,1.0
05051,2008,5,1,0,0.0,0.0,0.0,,
05051,2008,6,7,1,0.0,0.0,0.0,0.0,0.0
05051,2008,7,5,2,0.8,0.0,0.8,1.0,1.0
05051,2008,8,2,0,0.0,0.0,0.0,,
05051,2008,10,1,1,0.0,0.0,0.0,0.0,0.0
05051,2008,11,4,1,0.0,0.0,0.0,0.0,0.0
05051,2009,1,1,0,1.0,1.0,,,
05051,2009,2,2,0,0.0,0.0,0.0,,
05051,2009,3,3,1,0.33333333333333337,0.0,0.0,0.0,0.0
05051,2009,5,2,0,0.5,0.0,0.5,,
05051,2009,6,2,1,0.5,0.5,0.0,0.0,0.0
05051,2009,8,1,1,0.0,0.0,0.0,0.0,0.0
05051,2009,9,4,1,0.5,0.25,0.3333333333333333,1.0,
05051,2009,11,4,2,0.5,0.5,0.0,0.5,0.0
05051,2010,1,1,0,0.0,0.0,0.0,,
05051,2010,2,1,0,0.0,0.0,0.0,,
05051,2010,3,4,2,1.0,0.0,0.0,1.0,0.0
05051,2010,4,1,0,,,,,
05051,2010,5,1,1,0.0,0.0,0.0,0.0,0.0
05051,2010,6,2,1,0.0,0.0,0.0,0.0,0.0
05051,2010,8,2,0,0.5,0.0,0.0,,
05051,2010,9,3,1,0.0,0.0,0.0,0.0,0.0
05051,2010,10,1,0,0.0,0.0,0.0,,
05051,2010,11,1,0,0.0,0.0,0.0,,
05051,2010,12,1,0,0.0,0.0,0.0,,
05051,2011,1,4,0,0.25,0.0,0.0,,
05051,2011,3,4,1,0.0,0.0,0.0,0.0,0.0
05051,2011,4,1,1,0.0,0.0,0.0,0.0,0.0
05051,2011,5,1,1,0.0,0.0,0.0,0.0,0.0
05051,2011,6,3,0,0.0,0.0,0.0,,
05051,2011,8,1,0,0.0,0.0,0.0,,
05051,2011,10,3,3,0.0,0.0,0.0,0.0,0.0
05051,2012,1,2,0,0.0,0.0,0.0,,
05051,2012,2,1,1,0.0,0.0,0.0,0.0,0.0
05051,2012,3,1,0,0.0,0.0,0.0,,
05051,2012,4,3,1,0.33333333333333337,0.0,0.3333333333333333,0.0,0.0
05051,2012,5,2,1,0.5,0.0,0.5,1.0,1.0
05051,2012,6,2,0,0.0,0.0,0.0,,
05051,2012,7,1,1,0.0,0.0,0.0,0.0,0.0
05051,2012,8,2,1,0.0,0.0,0.0,0.0,0.0
05051,2012,9,5,0,0.0,0.0,0.0,,
05051,2012,10,2,0,0.0,0.0,0.0,,
05051,2012,11,3,0,0.0,0.0,0.0,,
05051,2013,2,2,2,0.0,0.0,0.0,0.0,0.0
05051,2013,3,2,0,0.0,0.0,0.0,,
05051,2013,4,1,0,0.0,0.0,0.0,,
05051,2013,5,5,1,0.19999999999999996,0.0,0.0,0.0,0.0
05051,2013,6,8,3,0.25,0.25,0.0,0.33333333333333337,0.0
05051,2013,7,5,2,0.0,0.0,0.0,0.0,0.0
05051,2013,8,1,1,0.0,0.0,0.0,0.0,0.0
05051,2013,9,3,1,0.6666666666666667,0.6666666666666666,0.0,0.0,0.0
05051,2013,11,4,1,0.0,0.0,0.0,0.0,0.0
05051,2014,1,2,0,0.0,0.0,0.0,,
05051,2014,3,1,1,0.0,0.0,0.0,0.0,0.0
05051,2014,4,4,1,0.0,0.0,0.0,0.0,0.0
05051,2014,5,3,1,0.33333333333333337,0.0,0.0,1.0,0.0
05051,2014,6,5,1,0.6,0.0,0.2,1.0,1.0
05051,2014,7,1,0,0.0,0.0,0.0,,
05051,2014,8,2,0,0.0,0.0,0.0,,
05051,2014,9,2,1,0.0,0.0,0.0,0.0,0.0
05051,2014,10,2,1,0.5,0.5,0.0,0.0,0.0
05051,2014,11,6,1,1.0,0.0,0.5,1.0,0.0
05051,2015,1,2,1,0.5,0.0,0.5,0.0,0.0
05051,2015,2,3,2,0.33333333333333337,0.3333333333333333,0.0,0.0,0.0
05051,2015,3,3,0,0.0,0.0,0.0,,
05051,2015,4,2,1,0.0,0.0,0.0,0.0,0.0
05051,2015,5,6,1,0.5,0.16666666666666666,0.2,1.0,1.0
05051,2015,6,1,0,1.0,0.0,1.0,,
05051,2015,7,4,0,0.25,0.0,0.25,,
05051,2015,8,7,4,0.2857142857142857,0.0,0.0,0.5,0.0
05051,2015,9,3,0,0.6666666666666667,0.0,0.0,,
05051,2015,11,3,0,0.6666666666666667,0.3333333333333333,0.0,,
05051,2015,12,1,0,0.0,0.0,0.0,,
05051,2016,1,4,0,0.25,0.0,0.0,,
05051,2016,2,2,1,0.0,0.0,0.0,0.0,0.0
05051,2016,3,2,1,0.0,0.0,0.0,0.0,0.0
05051,2016,4,2,1,0.0,0.0,0.0,0.0,0.0
05051,2016,5,5,0,0.4,0.0,0.2,,
05051,2016,6,4,0,1.0,0.0,0.5,,
05051,2016,7,9,1,0.2222222222222222,0.0,0.1111111111111111,1.0,0.0
05051,2016,9,1,0,0.0,0.0,0.0,,
05051,2016,10,5,2,0.6,0.2,0.0,0.5,0.0
05051,2016,11,1,0,0.0,0.0,0.0,,
05051,2016,12,6,0,0.16666666666666663,0.0,0.16666666666666666,,
05051,2017,2,4,0,0.0,0.0,0.0,,
05051,2017,3,4,0,0.0,0.0,0.0,,
05051,2017,4,4,0,0.25,0.0,0.0,,
05051,2017,5,1,0,0.0,0.0,0.0,,
05051,2017,7,4,0,0.25,0.0,0.0,,
05051,2017,8,1,1,0.0,0.0,0.0,0.0,0.0
05051,2018,4,6,1,0.0,0.0,0.0,0.0,0.0
05051,2018,5,6,1,0.4,0.2,0.25,0.0,0.0
05051,2018,6,4,1,0.5,0.0,0.25,1.0,1.0
05051,2018,7,1,0,0.0,0.0,0.0,,
05051,2018,8,4,2,0.5,0.0,0.25,0.5,0.5
05051,2018,9,4,1,0.5,0.5,0.0,1.0,
05051,2018,10,1,1,0.0,0.0,0.0,0.0,0.0
05051,2019,1,3,0,0.33333333333333337,0.0,0.3333333333333333,,
05051,2019,3,3,1,0.6666666666666667,0.3333333333333333,0.5,1.0,1.0
05051,2019,4,1,1,1.0,0.0,1.0,1.0,1.0
05051,2019,5,2,0,0.0,0.0,0.0,,
05051,2019,6,4,1,0.75,0.25,0.3333333333333333,1.0,0.0
05051,2019,7,3,0,0.33333333333333337,0.3333333333333333,0.0,,
05051,2019,8,4,1,0.25,0.0,0.0,0.0,0.0
05051,2019,9,7,1,0.1428571428571429,0.0,0.14285714285714285,1.0,1.0
05051,2019,11,3,0,0.0,0.0,0.0,,
05051,2020,1,3,0,0.0,0.0,0.0,,
05051,2020,2,3,0,0.33333333333333337,0.0,0.0,,
05051,2020,3,4,2,0.0,0.0,0.0,0.0,0.0
