crash_fips,year,n_drivers,n_drink,sh_nonresident,sh_out_of_state,sh_home_dry,sh_nonresident_drink,sh_home_dry_drink
05047,2020,9,0,0.7777777777777778,0.3333333333333333,0.5,,
05047,2021,9,2,0.7777777777777778,0.5555555555555556,0.5,0.5,0.0
05047,2022,4,0,0.6666666666666667,0.3333333333333333,0.0,,
05047,2023,8,1,0.625,0.125,0.5714285714285714,1.0,1.0
05049,2008,7,1,0.5714285714285714,0.14285714285714285,0.5,0.0,1.0
05049,2009,10,1,0.9,0.4,1.0,1.0,
05049,2010,2,0,0.5,0.5,1.0,,
05049,2011,2,1,1.0,0.0,0.5,1.0,0.0
05049,2012,5,1,0.4,0.0,0.6,1.0,0.0
05049,2013,4,1,0.25,0.25,1.0,0.0,1.0
05049,2014,2,1,1.0,0.5,0.0,1.0,
05049,2015,5,1,0.6,0.2,0.5,1.0,0.0
05049,2016,5,0,0.8,0.2,0.75,,
05049,2017,4,1,0.5,0.25,0.6666666666666666,1.0,0.0
05049,2018,2,0,0.5,0.0,0.5,,
05049,2019,5,0,0.4,0.2,1.0,,
05049,2020,10,1,0.5,0.1,0.5555555555555556,0.0,1.0
05049,2021,11,1,0.7,0.2,0.5,0.0,1.0
05049,2022,8,2,0.5,0.25,1.0,1.0,1.0
05049,2023,5,1,0.4,0.0,0.6,0.0,1.0
05051,2008,25,7,0.29166666666666663,0.041666666666666664,0.2608695652173913,0.5714285714285714,0.5
05051,2009,19,6,0.42105263157894735,0.2631578947368421,0.14285714285714285,0.33333333333333337,0.0
05051,2010,18,5,0.2941176470588235,0.0,0.0,0.4,0.0
05051,2011,17,6,0.05882352941176472,0.0,0.0,0.0,0.0
05051,2012,24,5,0.08695652173913049,0.0,0.08695652173913043,0.19999999999999996,0.2
